pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.40109870000742376,None,0,0,0,0,,,,,0.013968999963253736,,0.007899299962446094,0.013968999963253736,1.0117155001498759,1.0117155001498759,1.0117155001498759,1.0117155001498759,1.0259481000248343,2.009567700093612,2.009567700093612,2.4330949001014233,x,1,0.40109870000742376,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
150,v,1,1,0,v,1,0.33870170009322464,None,0,1,1,1,,,,,2.4455175001639873,,2.4335225999820977,2.4455175001639873,3.4428956999909133,3.4428956999909133,3.4428956999909133,3.4428956999909133,3.4428956999909133,4.44278490007855,4.44278490007855,4.7935889000073075,v,1,0.33870170009322464,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
50,c,2,2,0,c,1,0.35182190011255443,None,0,2,2,2,,,,,4.812190799973905,,4.794044400099665,4.812190799973905,5.795582800172269,5.795582800172269,5.795582800172269,5.795582800172269,5.809830800164491,6.809292900143191,6.809292900143191,7.176995299989358,c,1,0.35182190011255443,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-150,z,3,3,0,z,1,0.27779949991963804,None,0,3,3,3,,,,,7.195621900027618,,7.177537900162861,7.195621900027618,8.17872940003872,8.17872940003872,8.17872940003872,8.17872940003872,8.192512399982661,9.176442000083625,9.176442000083625,9.461489900015295,z,1,0.27779949991963804,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-50,x,4,0,1,x,1,0.21762229991145432,None,1,0,4,0,,,,,9.479177600005642,,9.462358900113031,9.479177600005642,10.461918900022283,10.461918900022283,10.461918900022283,10.461918900022283,10.476400000043213,11.476489500142634,11.476489500142634,11.710197699954733,x,1,0.21762229991145432,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
150,v,5,1,1,v,1,0.2340306998230517,None,1,1,5,1,,,,,11.729196900036186,,11.710828399984166,11.729196900036186,12.712444700067863,12.712444700067863,12.712444700067863,12.712444700067863,12.726253499975428,13.709239900112152,13.709239900112152,13.960373500129208,v,1,0.2340306998230517,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
50,c,6,2,1,c,1,0.26408790005370975,None,1,2,6,2,,,,,13.979204799979925,,13.96098420000635,13.979204799979925,14.961761699989438,14.961761699989438,14.961761699989438,14.961761699989438,14.97573920013383,15.97544760000892,15.97544760000892,16.243185700150207,c,1,0.26408790005370975,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-150,z,7,3,1,z,1,0.23952120007015765,None,1,3,7,3,,,,,16.261050200089812,,16.243719700025395,16.261050200089812,17.245456299977377,17.245456299977377,17.245456299977377,17.245456299977377,17.259089400060475,18.24268490006216,18.24268490006216,18.49267280008644,z,1,0.23952120007015765,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-50,x,8,0,2,x,1,0.2781807000283152,None,2,0,8,0,,,,,18.51168410014361,,18.49310510000214,18.51168410014361,19.49501600000076,19.49501600000076,19.49501600000076,19.49501600000076,19.508813200052828,20.49244110006839,20.49244110006839,20.776404700009152,x,1,0.2781807000283152,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
150,v,9,1,2,v,1,0.05423130001872778,None,2,1,9,1,,,,,20.79520500008948,,20.777071499964222,20.79520500008948,21.7780584001448,21.7780584001448,21.7780584001448,21.7780584001448,21.792275300016627,22.77521160012111,22.77521160012111,22.842842099955305,v,1,0.05423130001872778,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
50,c,10,2,2,c,1,0.3094477001577616,None,2,2,10,2,,,,,22.861260100034997,,22.84332980006002,22.861260100034997,23.845123999984935,23.845123999984935,23.845123999984935,23.845123999984935,23.85939440014772,24.842483000131324,24.842483000131324,25.159241900080815,c,1,0.3094477001577616,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-150,z,11,3,2,z,1,0.02271889988332987,None,2,3,11,3,,,,,25.177610600134358,,25.159628000110388,25.177610600134358,26.161049999995157,26.161049999995157,26.161049999995157,26.161049999995157,26.175405699992552,27.159375000046566,27.159375000046566,27.193145600147545,z,1,0.02271889988332987,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-50,x,12,0,3,x,1,0.7638744001742452,None,3,0,12,0,,,,,27.211022899951786,,27.193622200051323,27.211022899951786,28.194772500079125,28.194772500079125,28.194772500079125,28.194772500079125,28.209629300050437,29.208535300102085,29.208535300102085,29.976933600148186,x,1,0.7638744001742452,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
150,v,13,1,3,v,1,0.2846514000557363,None,3,1,13,1,,,,,29.99445080012083,,29.97751190001145,29.99445080012083,30.9776994001586,30.9776994001586,30.9776994001586,30.9776994001586,30.99297840008512,31.991898100124672,31.991898100124672,32.292552600149065,v,1,0.2846514000557363,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
50,c,14,2,3,c,1,0.31557810003869236,None,3,2,14,2,,,,,32.311418200144544,,32.2930165999569,32.311418200144544,33.29481290001422,33.29481290001422,33.29481290001422,33.29481290001422,33.30842970008962,34.292787299957126,34.292787299957126,34.61004800000228,c,1,0.31557810003869236,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-150,z,15,3,3,z,1,0.4923177999444306,None,3,3,15,3,,,,,34.62885510013439,,34.610539000015706,34.62885510013439,35.61075650015846,35.61075650015846,35.61075650015846,35.61075650015846,35.641815199982375,36.60856049996801,36.60856049996801,37.10919690015726,z,1,0.4923177999444306,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
-50,x,16,0,4,x,1,0.5447446999605745,None,4,0,16,0,,,,,37.12738019996323,,37.109752000076696,37.12738019996323,38.11135150003247,38.11135150003247,38.11135150003247,38.11135150003247,38.125190700171515,39.10900650010444,39.10900650010444,39.659017300000414,x,1,0.5447446999605745,None,,,,,participant 2,001,2025-10-03_15h24.03.644,Motor Sequence,,2025.1.1,59.88300060878819,2025-10-03 15h24.13.098563 +0530,
