flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,thanks.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
<<<<<,left,congruent,11,3,2,left,1,0.40303340007085353,None,2,3,11,0,21.898415999952704,,,,,,,,,21.88569979998283,21.898415999952704,22.881694399984553,22.881694399984553,22.898929999908432,23.2996505999472,left,1,0.40303340007085353,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,12,0,3,left,1,1.28631899994798,None,3,0,12,3,23.315211699926294,,,,,,,,,23.30386619991623,23.315211699926294,24.29905879998114,24.29905879998114,24.315500199911185,25.600457499967888,left,1,1.28631899994798,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,13,1,3,right,1,0.398527399986051,None,3,1,13,1,25.616036199964583,,,,,,,,,25.60520489991177,25.616036199964583,26.615492399898358,26.615492399898358,26.615492399898358,27.01642269990407,right,1,0.398527399986051,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,14,2,3,left,1,0.5959288000594825,None,3,2,14,0,27.031275799963623,,,,,,,,,27.02200339990668,27.031275799963623,28.032179499976337,28.032179499976337,28.032179499976337,28.63174949993845,left,1,0.5959288000594825,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,15,3,3,right,1,1.3230358998989686,None,3,3,15,2,28.648204599972814,,,,,,,,,28.635723399929702,28.648204599972814,29.632228299975395,29.632228299975395,29.6490115999477,30.96583549992647,right,1,1.3230358998989686,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,16,0,4,left,1,0.6307884000707418,None,4,0,16,0,30.982123199966736,,,,,,,,,30.970349599956535,30.982123199966736,31.964767799945548,31.964767799945548,31.982090499950573,32.59853709989693,left,1,0.6307884000707418,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,17,1,4,right,1,0.6508929999545217,None,4,1,17,2,32.61506489990279,,,,,,,,,32.60214679990895,32.61506489990279,33.598754999926314,33.598754999926314,33.615568499895744,34.26613929995801,right,1,0.6508929999545217,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,18,2,4,right,1,0.7367936000227928,None,4,2,18,1,34.281958299921826,,,,,,,,,34.27018299989868,34.281958299921826,35.26533189998008,35.26533189998008,35.28189109999221,36.01542939990759,right,1,0.7367936000227928,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,19,3,4,left,1,0.46490350004751235,None,4,3,19,3,36.032103099976666,,,,,,,,,36.019721499993466,36.032103099976666,37.014958299929276,37.014958299929276,37.03205239993986,37.48214899993036,left,1,0.46490350004751235,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,20,0,5,left,1,0.4861234000418335,None,5,0,20,3,37.498204199946485,,,,,,,,,37.48256899998523,37.498204199946485,38.481258099898696,38.481258099898696,38.49774229992181,38.98308439995162,left,1,0.4861234000418335,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,21,1,5,left,1,0.9386295999865979,None,5,1,21,0,38.99824849993456,,,,,,,,,38.98764209996443,38.99824849993456,39.99849689996336,39.99849689996336,39.99849689996336,40.94934769999236,left,1,0.9386295999865979,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,22,2,5,right,1,0.6287455999990925,None,5,2,22,1,40.96521029993892,,,,,,,,,40.95334299991373,40.96521029993892,41.96446589997504,41.96446589997504,41.96446589997504,42.599153799936175,right,1,0.6287455999990925,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,23,3,5,right,1,2.1180601000087336,None,5,3,23,2,42.61540079989936,,,,,,,,,42.60355769994203,42.61540079989936,43.61480559990741,43.61480559990741,43.61480559990741,45.74938579997979,right,1,2.1180601000087336,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,24,0,6,right,1,0.6981053999625146,None,6,0,24,1,45.76530919992365,,,,,,,,,45.754469299921766,45.76530919992365,46.76513839990366,46.76513839990366,46.76513839990366,47.465159399900585,right,1,0.6981053999625146,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,25,1,6,left,1,0.580818900023587,None,6,1,25,3,47.48114969988819,,,,,,,,,47.46915959997568,47.48114969988819,48.464565499918535,48.464565499918535,48.48125339997932,49.04879119992256,left,1,0.580818900023587,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,26,2,6,right,1,0.7862089000409469,None,6,2,26,2,49.06496139999945,,,,,,,,,49.05346709990408,49.06496139999945,50.048403799999505,50.048403799999505,50.06510029989295,50.84885159996338,right,1,0.7862089000409469,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,27,3,6,left,1,0.5370608000084758,None,6,3,27,0,50.86446899990551,,,,,,,,,50.85328809998464,50.86446899990551,51.84807089995593,51.84807089995593,51.86516359995585,52.39930379996076,left,1,0.5370608000084758,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,28,0,7,right,1,0.4482926999917254,None,7,0,28,1,52.41513189999387,,,,,,,,,52.402878399938345,52.41513189999387,53.39813269989099,53.39813269989099,53.4150150999194,53.84819109993987,right,1,0.4482926999917254,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,29,1,7,left,1,0.5317142000421882,None,7,1,29,0,53.8641683999449,,,,,,,,,53.852285699918866,53.8641683999449,54.848349099978805,54.848349099978805,54.86433109990321,55.38181849999819,left,1,0.5317142000421882,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,30,2,7,left,1,1.652043899986893,None,7,2,30,3,55.397924199933186,,,,,,,,,55.38667249993887,55.397924199933186,56.381134199909866,56.381134199909866,56.39779709989671,58.04860669991467,left,1,1.652043899986893,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,31,3,7,right,1,0.5519546000286937,None,7,3,31,2,58.06425449997187,,,,,,,,,58.05476179998368,58.06425449997187,59.04779029998463,59.04779029998463,59.064742299960926,59.61534859996755,right,1,0.5519546000286937,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,32,0,8,left,1,0.540787500096485,None,8,0,32,3,59.631732899928465,,,,,,,,,59.61950319993775,59.631732899928465,60.61485699994955,60.61485699994955,60.63200659991708,61.16559599991888,left,1,0.540787500096485,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,33,1,8,right,1,0.49959029990714043,None,8,1,33,1,61.18099009990692,,,,,,,,,61.17171409993898,61.18099009990692,62.181064599892125,62.181064599892125,62.181064599892125,62.68257419997826,right,1,0.49959029990714043,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,34,2,8,left,1,0.6277369000017643,None,8,2,34,0,62.697770299972035,,,,,,,,,62.686958199949004,62.697770299972035,63.69830159994308,63.69830159994308,63.69830159994308,64.33218209992629,left,1,0.6277369000017643,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,35,3,8,right,1,0.7600452000042424,None,8,3,35,2,64.3474497999996,,,,,,,,,64.33724259992596,64.3474497999996,65.33145849988796,65.33145849988796,65.34830299997702,66.09896059997845,right,1,0.7600452000042424,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,36,0,9,left,1,0.48698230006266385,None,9,0,36,0,66.11503999994602,,,,,,,,,66.10337689996231,66.11503999994602,67.11473299993668,67.11473299993668,67.11473299993668,67.61564059997909,left,1,0.48698230006266385,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,37,1,9,left,1,1.0492862000828609,None,9,1,37,3,67.63122629991267,,,,,,,,,67.62024049996398,67.63122629991267,68.61467079992872,68.61467079992872,68.6313084999565,69.66641589999199,left,1,1.0492862000828609,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,38,2,9,right,1,0.6722111999988556,None,9,2,38,2,69.68143099988811,,,,,,,,,69.6706221998902,69.68143099988811,70.68133589997888,70.68133589997888,70.68133589997888,71.36493829998653,right,1,0.6722111999988556,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,39,3,9,right,1,0.6723567000590265,None,9,3,39,1,71.38081469992176,,,,,,,,,71.36925739992876,71.38081469992176,72.36416949995328,72.36416949995328,72.38080259994604,73.0496034999378,right,1,0.6723567000590265,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,40,0,10,left,1,1.9016452999785542,None,10,0,40,3,73.06557819992304,,,,,,,,,73.05632569990121,73.06557819992304,74.06469519995153,74.06469519995153,74.06469519995153,75.98139889992308,left,1,1.9016452999785542,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,41,1,10,right,1,0.6478389999829233,None,10,1,41,1,75.99796059995424,,,,,,,,,75.98585059994366,75.99796059995424,76.98056029994041,76.98056029994041,76.99786229990423,77.6317296999041,right,1,0.6478389999829233,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,42,2,10,left,1,1.2065185999963433,None,10,2,42,0,77.6481062999228,,,,,,,,,77.63587359990925,77.6481062999228,78.63146229996346,78.63146229996346,78.64762099995278,79.8482732999837,left,1,1.2065185999963433,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,43,3,10,right,1,0.9259246999863535,None,10,3,43,2,79.86421749996953,,,,,,,,,79.85348449996673,79.86421749996953,80.84807399997953,80.84807399997953,80.86475700000301,81.78141919989139,right,1,0.9259246999863535,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,44,0,11,left,1,0.7506844999734312,None,11,0,44,3,81.79731269995682,,,,,,,,,81.7853530999273,81.79731269995682,82.78160729992669,82.78160729992669,82.79776399990078,83.54864189994987,left,1,0.7506844999734312,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,45,1,11,right,1,0.6822902999119833,None,11,1,45,1,83.56397359992843,,,,,,,,,83.55337189999409,83.56397359992843,84.5472882000031,84.5472882000031,84.56431429996155,85.23153769993223,right,1,0.6822902999119833,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,46,2,11,right,1,2.553044499945827,None,11,2,46,2,85.24730909999926,,,,,,,,,85.2359373999061,85.24730909999926,86.23073319997638,86.23073319997638,86.24783539993223,88.79794239997864,right,1,2.553044499945827,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,47,3,11,left,1,0.38693360006436706,None,11,3,47,0,88.81436659989413,,,,,,,,,88.80258519994095,88.81436659989413,89.79761219990905,89.79761219990905,89.81405089993495,90.19808269990608,left,1,0.38693360006436706,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,48,0,12,right,1,0.5122862999560311,None,12,0,48,1,90.2138333999319,,,,,,,,,90.20201499992982,90.2138333999319,91.19735469995067,91.19735469995067,91.21437689999584,91.71436629991513,right,1,0.5122862999560311,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,49,1,12,left,1,0.5520040999399498,None,12,1,49,0,91.73001189995557,,,,,,,,,91.71941449993756,91.73001189995557,92.71469999989495,92.71469999989495,92.73056949989405,93.28173669998068,left,1,0.5520040999399498,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,50,2,12,left,1,0.5749205999309197,None,12,2,50,3,93.29761669994332,,,,,,,,,93.28591669991147,93.29761669994332,94.29725779988803,94.29725779988803,94.29725779988803,94.88076719990931,left,1,0.5749205999309197,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,51,3,12,right,1,1.3819089999888092,None,12,3,51,2,94.89779949991498,,,,,,,,,94.88534679997247,94.89779949991498,95.88085349998437,95.88085349998437,95.8969740999164,97.26555539993569,right,1,1.3819089999888092,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,52,0,13,right,1,0.6496849999530241,None,13,0,52,1,97.28099699993618,,,,,,,,,97.26973209995776,97.28099699993618,98.28033619991038,98.28033619991038,98.28033619991038,98.94839039992075,right,1,0.6496849999530241,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,53,1,13,left,1,0.39888460002839565,None,13,1,53,0,98.96394909999799,,,,,,,,,98.95259449991863,98.96394909999799,99.96448259998579,99.96448259998579,99.96448259998579,100.36455289996229,left,1,0.39888460002839565,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,54,2,13,left,1,1.7114772000350058,None,13,2,54,3,100.38028149993625,,,,,,,,,100.36940259998664,100.38028149993625,101.36385759990662,101.36385759990662,101.38083049992565,103.08062059991062,left,1,1.7114772000350058,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,55,3,13,right,1,0.6372543999459594,None,13,3,55,2,103.09677959990222,,,,,,,,,103.08426239993423,103.09677959990222,104.08054339990485,104.08054339990485,104.09716399991885,104.73174369998742,right,1,0.6372543999459594,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,56,0,14,right,1,1.1597398000303656,None,14,0,56,2,104.74756289995275,,,,,,,,,104.73215239995625,104.74756289995275,105.74760089989286,105.74760089989286,105.74760089989286,106.9147444999544,right,1,1.1597398000303656,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,57,1,14,right,1,0.4334454000927508,None,14,1,57,1,106.930541299982,,,,,,,,,106.9185094999848,106.930541299982,107.91352009994444,107.91352009994444,107.93077649991028,108.34864669991657,right,1,0.4334454000927508,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,58,2,14,right,0,0.49043499992694706,None,14,2,58,3,108.36350789992139,,,,,,,,,108.35286189999897,108.36350789992139,109.36415559996385,109.36415559996385,109.36415559996385,109.86376290000044,right,0,0.49043499992694706,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,59,3,14,left,1,0.6401001000776887,None,14,3,59,0,109.87979049992282,,,,,,,,,109.86643579998054,109.87979049992282,110.86406239995267,110.86406239995267,110.87993149994873,111.51396449992899,left,1,0.6401001000776887,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,60,0,15,left,1,2.190480599994771,None,15,0,60,3,111.53036119998433,,,,,,,,,111.5176401999779,111.53036119998433,112.5139825999504,112.5139825999504,112.53053359990008,114.71516089991201,left,1,2.190480599994771,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,61,1,15,right,1,0.5437674999702722,None,15,1,61,1,114.73076529998798,,,,,,,,,114.7191703999415,114.73076529998798,115.72981139994226,115.72981139994226,115.72981139994226,116.2811632999219,right,1,0.5437674999702722,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,62,2,15,left,1,0.3958958999719471,None,15,2,62,0,116.29683029989246,,,,,,,,,116.28523219993804,116.29683029989246,117.29737939999904,117.29737939999904,117.29737939999904,117.69734019995667,left,1,0.3958958999719471,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,63,3,15,right,1,2.116863999981433,None,15,3,63,2,117.7131182999583,,,,,,,,,117.70332559989765,117.7131182999583,118.69724409992341,118.69724409992341,118.71396079997066,120.83119459997397,right,1,2.116863999981433,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,64,0,16,right,1,0.6528137000277638,None,16,0,64,1,120.84729669999797,,,,,,,,,120.83661419991404,120.84729669999797,121.83056499995291,121.83056499995291,121.84724099992309,122.49794469994958,right,1,0.6528137000277638,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,65,1,16,right,1,0.7424655000213534,None,16,1,65,2,122.51365239999723,,,,,,,,,122.50174159999005,122.51365239999723,123.51337599998806,123.51337599998806,123.51337599998806,124.26460919994861,right,1,0.7424655000213534,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,66,2,16,left,1,0.6377381000202149,None,16,2,66,0,124.28055929997936,,,,,,,,,124.26835529995151,124.28055929997936,125.27969689993188,125.27969689993188,125.27969689993188,125.93103669991251,left,1,0.6377381000202149,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,67,3,16,left,1,1.5498833999736235,None,16,3,67,3,125.94679529999848,,,,,,,,,125.93553319992498,125.94679529999848,126.93047459993977,126.93047459993977,126.94673450000118,128.4972651998978,left,1,1.5498833999736235,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,68,0,17,right,1,1.4320466000353917,None,17,0,68,2,128.51304089999758,,,,,,,,,128.50263699993957,128.51304089999758,129.49733219994232,129.49733219994232,129.51368489989545,130.93136139994022,right,1,1.4320466000353917,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
