flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
>>>>>,right,congruent,44,0,11,right,1,0.5488819000311196,None,11,0,44,1,77.72520400001667,,,,,,,,,77.71344419999514,77.72520400001667,78.70872039999813,78.70872039999813,78.72552819992416,79.25939629995264,right,1,0.5488819000311196,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,45,1,11,right,1,1.5372350999386981,None,11,1,45,2,79.2752050999552,,,,,,,,,79.26345829991624,79.2752050999552,80.25871530000586,80.25871530000586,80.27527139999438,81.80891859997064,right,1,1.5372350999386981,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,46,2,11,left,1,0.5347576000494882,None,11,2,46,0,81.82458329992369,,,,,,,,,81.8148129999172,81.82458329992369,82.80892999994103,82.80892999994103,82.82525090000127,83.3595156999072,left,1,0.5347576000494882,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,47,3,11,left,1,0.6717628000769764,None,11,3,47,3,83.37463649990968,,,,,,,,,83.36444319994189,83.37463649990968,84.35872279992327,84.35872279992327,84.37536679999903,85.04256879992317,left,1,0.6717628000769764,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,48,0,12,left,1,0.4660486000357196,None,12,0,48,0,85.05847889999859,,,,,,,,,85.04748800001107,85.05847889999859,86.04187239997555,86.04187239997555,86.05821399996057,86.5098382999422,left,1,0.4660486000357196,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,49,1,12,right,1,0.5291647000703961,None,12,1,49,1,86.52529969997704,,,,,,,,,86.51500409992877,86.52529969997704,87.52430339995772,87.52430339995772,87.52430339995772,88.05837619991507,right,1,0.5291647000703961,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,50,2,12,left,1,0.9372333999490365,None,12,2,50,3,88.07441459991969,,,,,,,,,88.0620110000018,88.07441459991969,89.05868069990538,89.05868069990538,89.07459560001735,90.00836430001073,left,1,0.9372333999490365,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,51,3,12,right,1,0.6174931999994442,None,12,3,51,2,90.02428269991651,,,,,,,,,90.01309019990731,90.02428269991651,91.00873629993293,91.00873629993293,91.02516610000748,91.64251039992087,right,1,0.6174931999994442,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,52,0,13,left,1,0.3725806000875309,None,13,0,52,0,91.65851470001508,,,,,,,,,91.64790490001906,91.65851470001508,92.65797399997246,92.65797399997246,92.65797399997246,93.0436028999975,left,1,0.3725806000875309,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,53,1,13,left,1,0.5527553999563679,None,13,1,53,3,93.05850819998886,,,,,,,,,93.0503488999093,93.05850819998886,94.0586697999388,94.0586697999388,94.0586697999388,94.62677580001764,left,1,0.5527553999563679,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,54,2,13,right,1,0.679945099982433,None,13,2,54,1,94.64177380001638,,,,,,,,,94.63355279993266,94.64177380001638,95.6419123999076,95.6419123999076,95.6419123999076,96.3253837999655,right,1,0.679945099982433,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,55,3,13,right,1,0.6696700000902638,None,13,3,55,2,96.34164120000787,,,,,,,,,96.32970639993437,96.34164120000787,97.32529169996269,97.32529169996269,97.34116279997397,98.00915870000608,right,1,0.6696700000902638,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,56,0,14,left,1,1.109461099957116,None,14,0,56,3,98.02484359999653,,,,,,,,,98.01352989999577,98.02484359999653,99.00844779994804,99.00844779994804,99.02419369993731,100.12575000000652,left,1,1.109461099957116,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,57,1,14,left,1,0.6168818000005558,None,14,1,57,0,100.14184960001148,,,,,,,,,100.13076659990475,100.14184960001148,101.14080769999418,101.14080769999418,101.15743089991156,101.75948969996534,left,1,0.6168818000005558,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,58,2,14,right,1,0.5468947000335902,None,14,2,58,1,101.77526489994489,,,,,,,,,101.7638288999442,101.77526489994489,102.77468049991876,102.77468049991876,102.77468049991876,103.32465059997048,right,1,0.5468947000335902,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,59,3,14,right,1,0.5996846999041736,None,14,3,59,2,103.34065389994066,,,,,,,,,103.32879079994746,103.34065389994066,104.32445149996784,104.32445149996784,104.34094099991489,104.92623019998427,right,1,0.5996846999041736,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,60,0,15,left,1,0.5904825000325218,None,15,0,60,0,104.94171849999111,,,,,,,,,104.9308020999888,104.94171849999111,105.92503699997906,105.92503699997906,105.94175689993426,106.52489449991845,left,1,0.5904825000325218,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,61,1,15,right,1,0.6250084999483079,None,15,1,61,1,106.54078539996408,,,,,,,,,106.53161810000893,106.54078539996408,107.52490249997936,107.52490249997936,107.54157170001417,108.1592053999193,right,1,0.6250084999483079,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,62,2,15,right,1,0.5813905999530107,None,15,2,62,2,108.1750563000096,,,,,,,,,108.16383719991427,108.1750563000096,109.1750179999508,109.1750179999508,109.1750179999508,109.758124499931,right,1,0.5813905999530107,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,63,3,15,left,1,0.6553451999789104,None,15,3,63,3,109.77394539990928,,,,,,,,,109.76358149992302,109.77394539990928,110.75845510000363,110.75845510000363,110.77486190001946,111.42563059995882,left,1,0.6553451999789104,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,64,0,16,right,1,0.7432903000153601,None,16,0,64,1,111.44148919999134,,,,,,,,,111.43147319997661,111.44148919999134,112.44099579995964,112.44099579995964,112.44099579995964,113.19230669992976,right,1,0.7432903000153601,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,65,1,16,right,1,0.577233099960722,None,16,1,65,2,113.20821319997776,,,,,,,,,113.1984325000085,113.20821319997776,114.20827319996897,114.20827319996897,114.20827319996897,114.79229459993076,right,1,0.577233099960722,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,66,2,16,left,1,0.8205192000605166,None,16,2,66,3,114.80819429992698,,,,,,,,,114.7970123999985,114.80819429992698,115.80757760000415,115.80757760000415,115.80757760000415,116.64205679995939,left,1,0.8205192000605166,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,67,3,16,left,1,0.44759929995052516,None,16,3,67,0,116.6580568999052,,,,,,,,,116.6477740999544,116.6580568999052,117.65739930002019,117.65739930002019,117.65739930002019,118.10828499996569,left,1,0.44759929995052516,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,68,0,17,right,1,0.46267420006915927,None,17,0,68,1,118.12411709991284,,,,,,,,,118.11326679994818,118.12411709991284,119.10724199994002,119.10724199994002,119.12395999999717,119.57526850001886,right,1,0.46267420006915927,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
