flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
<<<<<,left,congruent,69,1,17,left,1,0.4508676000405103,None,17,1,69,0,119.5908250999637,,,,,,,,,119.58049119997304,119.5908250999637,120.57479360001162,120.57479360001162,120.59148289996665,121.04196649999358,left,1,0.4508676000405103,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,70,2,17,right,1,1.4159114999929443,None,17,2,70,2,121.05796989996452,,,,,,,,,121.04684219998308,121.05796989996452,122.04130339995027,122.04130339995027,122.0580552999163,123.45907859993167,right,1,1.4159114999929443,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,71,3,17,right,0,0.6838204000378028,None,17,3,71,3,123.47467409993988,,,,,,,,,123.46400889998768,123.47467409993988,124.4747715999838,124.4747715999838,124.4747715999838,125.17543509998359,right,0,0.6838204000378028,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,72,0,18,left,1,0.5743492000037804,None,18,0,72,0,125.19147720001638,,,,,,,,,125.1797338000033,125.19147720001638,126.19132340000942,126.19132340000942,126.19132340000942,126.77440300001763,left,1,0.5743492000037804,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,73,1,18,left,1,0.586701099993661,None,18,1,73,3,126.79039979993831,,,,,,,,,126.78042159997858,126.79039979993831,127.7737160999095,127.7737160999095,127.79044219991192,128.3749877999071,left,1,0.586701099993661,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,74,2,18,right,1,0.6156368999509141,None,18,2,74,1,128.39130869996734,,,,,,,,,128.37874329998158,128.39130869996734,129.37470779998694,129.37470779998694,129.391286799917,129.99201539997011,right,1,0.6156368999509141,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,75,3,18,right,1,0.5300760999089107,None,18,3,75,2,130.0078209999483,,,,,,,,,129.99653859995306,130.0078209999483,131.00688589992933,131.00688589992933,131.00688589992933,131.54148839996196,right,1,0.5300760999089107,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>><>>,left,incongruent,76,0,19,left,1,0.6844817999517545,None,19,0,76,3,131.55744639993645,,,,,,,,,131.54546950000804,131.55744639993645,132.54041779995896,132.54041779995896,132.55717609997373,133.24090969993267,left,1,0.6844817999517545,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<<<<,left,congruent,77,1,19,left,1,0.49527309997938573,None,19,1,77,0,133.25792829995044,,,,,,,,,133.24612699996214,133.25792829995044,134.2406011999119,134.2406011999119,134.2571909999242,134.74102389998734,left,1,0.49527309997938573,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
<<><<,right,incongruent,78,2,19,right,1,0.7278849000576884,None,19,2,78,2,134.75771039992105,,,,,,,,,134.74594900000375,134.75771039992105,135.7406205999432,135.7406205999432,135.7575022999663,136.47515820001718,right,1,0.7278849000576884,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
>>>>>,right,congruent,79,3,19,right,1,0.5365230001043528,None,19,3,79,1,136.49128409998957,,,,,,,,,136.47920659999363,136.49128409998957,137.47447239991743,137.47447239991743,137.49148769991007,138.02571539999917,right,1,0.5365230001043528,None,,,,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.02598249993753,138.04528189997654,139.54072579997592,participant_1,001,2025-11-10_17h07.14.311,Deeya Flanker,,2025.1.1,60.25036436264449,2025-11-10 17h07.32.875619 +0530,
