delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.1,400,exp,76,12,4,space,0.10499090002849698,None,100,1,[1.9249523000326008],[1.9249656000174582],4,12,76,12,378.900613399921,,378.8854841000866,378.900613399921,379.9011288001202,379.9011288001202,379.9011288001202,380.0183683000505,space,0.10499090002849698,None,380.01964890002273,380.1176927667732,380.4269258999266,380.41676479997113,380.4172688999679,380.4269258999266,380.4269258999266,380.4269258999266,382.3522844000254,100,1,[1.9249523000326008],[1.9249656000174582],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,77,13,4,space,0.024772200034931302,None,100,1,[2.0669458999764174],[2.066955499816686],4,13,77,10,382.3677570000291,,382.35267799999565,382.3677570000291,383.3678091999609,383.3678091999609,383.3678091999609,383.4017803000752,space,0.024772200034931302,None,383.40335240005516,383.80112876656153,384.1011024999898,384.0939515000209,384.09431049996056,384.1011024999898,384.1011024999898,384.1011024999898,386.1683334999252,100,1,[2.0669458999764174],[2.066955499816686],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,400,unexp,78,14,4,space,0.21490700007416308,None,100,1,[2.5467907001730055],[2.546806000173092],4,14,78,0,386.18401980004273,,386.1686164001003,386.18401980004273,387.18375430000015,387.18375430000015,387.18375430000015,387.40093169989996,space,0.21490700007416308,None,387.4015937000513,387.500765466659,387.80543740000576,387.79422349995,387.7947607000824,387.80543740000576,387.80543740000576,387.80543740000576,390.35273699997924,100,1,[2.5467907001730055],[2.546806000173092],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,1000,unexp,79,15,4,space,0.2334127000067383,None,100,1,[3.4058630999643356],[3.4058753999415785],4,15,79,14,390.36757149989717,,390.35324340010993,390.36757149989717,391.36798140010796,391.36798140010796,391.36798140010796,391.61754010012373,space,0.2334127000067383,None,391.61840029992163,392.3171503667875,392.62860079994425,392.6182015000377,392.61885019997135,392.62860079994425,392.62860079994425,392.62860079994425,396.0348378000781,100,1,[3.4058630999643356],[3.4058753999415785],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,1000,exp,80,0,5,space,0.45353589998558164,None,100,1,[2.01158869988285],[2.011598999844864],5,0,80,9,396.05054310010746,,396.0351374000311,396.05054310010746,397.0505830999464,397.0505830999464,397.0505830999464,397.517491400009,space,0.45353589998558164,None,397.5184351000935,397.61683826666945,397.92388699995354,397.91749019990675,397.9178055000957,397.92388699995354,397.92388699995354,397.92388699995354,399.93578430009075,100,1,[2.01158869988285],[2.011598999844864],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,1000,exp,81,1,5,space,0.22721640020608902,None,100,1,[2.201176500180736],[2.2011844001244754],5,1,81,3,399.9504511000123,,399.93621250009164,399.9504511000123,400.9509475999512,400.9509475999512,400.9509475999512,401.1842120999936,space,0.22721640020608902,None,401.18514030007645,401.283842166715,401.59954269998707,401.58665430010296,401.5875399999786,401.59954269998707,401.59954269998707,401.59954269998707,403.8009977999609,100,1,[2.201176500180736],[2.2011844001244754],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,82,2,5,space,0.29534709989093244,None,200,1,[4.996398700168356],[4.996405499987304],5,2,82,10,403.8169267999474,,403.80125329992734,403.8169267999474,404.80026419996284,404.80026419996284,404.8168979000766,405.10057169990614,space,0.29534709989093244,None,405.1011135999579,405.50002066657567,405.8041546000168,405.7945888999384,405.79510389990173,405.8041546000168,405.8041546000168,405.8041546000168,410.8008220999036,200,1,[4.996398700168356],[4.996405499987304],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,400,exp,83,3,5,space,0.06799020012840629,None,10,1,[2.014624600065872],[2.0146385999396443],5,3,83,12,410.81674239994027,,410.8010748999659,410.81674239994027,411.7999752999749,411.7999752999749,411.8168995999731,411.884259799961,space,0.06799020012840629,None,411.88520790007897,411.9835356667793,412.28685000003316,412.27579739992507,412.2763277001213,412.28685000003316,412.28685000003316,412.28685000003316,414.30188639997505,10,1,[2.014624600065872],[2.0146385999396443],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,1000,exp,84,4,5,space,0.27737609995529056,None,200,1,[4.018097300082445],[4.018109200056642],5,4,84,5,414.3168456000276,,414.30226309993304,414.3168456000276,415.31695459992625,415.31695459992625,415.31695459992625,415.60048300004564,space,0.27737609995529056,None,415.6013629999943,416.30013936671116,416.63651759992354,416.6024434999563,416.6032165000215,416.63651759992354,416.63651759992354,416.63651759992354,420.6550223000813,200,1,[4.018097300082445],[4.018109200056642],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,1000,exp,85,5,5,space,0.28492880007252097,None,400,1,[1.3996715999674052],[1.399685800075531],5,5,85,11,420.67199730011635,,420.6553794001229,420.67199730011635,421.6548109999858,421.6548109999858,421.6712410999462,421.95394499995746,space,0.28492880007252097,None,421.9545905000996,422.6559251666224,422.97217290010303,422.95802780007944,422.9585724999197,422.97217290010303,422.97217290010303,422.97217290010303,424.37232490000315,400,1,[1.3996715999674052],[1.399685800075531],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,400,unexp,86,6,5,space,0.220772200031206,None,500,1,[3.2185792999807745],[3.2185952998697758],5,6,86,2,424.38782959990203,,424.3727736999281,424.38782959990203,425.3887489999179,425.3887489999179,425.3887489999179,425.62222269992344,space,0.220772200031206,None,425.62323300004937,426.32216086663925,426.63796130008996,426.62421589996666,426.6248864000663,426.63796130008996,426.63796130008996,426.63796130008996,429.85706680011936,500,1,[3.2185792999807745],[3.2185952998697758],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,1000,unexp,87,7,5,space,0.8521551999729127,None,600,1,[10.905748400138691],[10.905763100134209],5,7,87,14,429.87097000004724,,429.8574441000819,429.87097000004724,430.8699958999641,430.8699958999641,430.8699958999641,431.7227906000335,space,0.8521551999729127,None,431.723963299999,432.43769926677146,432.749873300083,432.7360286999028,432.7366822999902,432.749873300083,432.749873300083,432.749873300083,443.65608950005844,600,1,[10.905748400138691],[10.905763100134209],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,400,exp,88,8,5,space,0.08965290011838078,None,300,1,[3.6687443000264466],[3.6687574998941272],5,8,88,13,443.6708947001025,,443.65648510004394,443.6708947001025,444.6711450999137,444.6711450999137,444.6711450999137,444.77150320005603,space,0.08965290011838078,None,444.7725770000834,445.1711144666808,445.4863939001225,445.47374200006016,445.47430710005574,445.4863939001225,445.4863939001225,445.4863939001225,449.15557230007835,300,1,[3.6687443000264466],[3.6687574998941272],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,1000,exp,89,9,5,space,0.3325738999992609,None,100,1,[2.95926329982467],[2.9592834999784827],5,9,89,6,449.17017870000564,,449.1559252999723,449.17017870000564,450.17135050008073,450.17135050008073,450.17135050008073,450.52048250008374,space,0.3325738999992609,None,450.5212117000483,450.62006406678506,450.9290070999414,450.9143326000776,450.91518309991807,450.9290070999414,450.9290070999414,450.9290070999414,453.8887652999256,100,1,[2.95926329982467],[2.9592834999784827],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,unexp,90,10,5,space,0.4105875000823289,None,10,1,[3.2748013001400977],[3.2748167999088764],5,10,90,15,453.9041921000462,,453.88941709999926,453.9041921000462,454.90358959999867,454.90358959999867,454.90358959999867,455.3212637999095,space,0.4105875000823289,None,455.3222966999747,455.7210246667421,456.0314982999116,456.01713900011964,456.0181915999856,456.0314982999116,456.0314982999116,456.0314982999116,459.3067781000864,10,1,[3.2748013001400977],[3.2748167999088764],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,400,unexp,91,11,5,space,0.30803640000522137,None,20,1,[2.2399989999830723],[2.240011100191623],5,11,91,0,459.3207974000834,,459.3072226999793,459.3207974000834,460.3207964000758,460.3207964000758,460.3207964000758,460.6383660999127,space,0.30803640000522137,None,460.6395545001142,460.7533485666538,461.06459599989466,461.0510829000268,461.0520383999683,461.06459599989466,461.06459599989466,461.06459599989466,463.3050661999732,20,1,[2.2399989999830723],[2.240011100191623],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,400,unexp,92,12,5,space,0.028004799969494343,None,20,1,[1.4333254001103342],[1.433338199974969],5,12,92,1,463.32098509999923,,463.30537170008756,463.32098509999923,464.3210579000879,464.3210579000879,464.3210579000879,464.35456099989824,space,0.028004799969494343,None,464.3556250000838,464.75518076663525,465.07181009999476,465.05795970000327,465.0585483999457,465.07181009999476,465.07181009999476,465.07181009999476,466.5055778999813,20,1,[1.4333254001103342],[1.433338199974969],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,1000,exp,93,13,5,space,0.28107360005378723,None,300,1,[2.4081786000169814],[2.408193200128153],5,13,93,8,466.520385999931,,466.5059352000244,466.520385999931,467.52129780012183,467.52129780012183,467.52129780012183,467.8042995999567,space,0.28107360005378723,None,467.8053653999232,468.5201939666333,468.830526500009,468.8169639001135,468.8177048000507,468.830526500009,468.830526500009,468.830526500009,471.2391480000224,300,1,[2.4081786000169814],[2.408193200128153],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,94,14,5,space,0.2618042000103742,None,400,1,[2.4077486998867244],[2.407763599883765],5,14,94,4,471.25371819990687,,471.2395238999743,471.25371819990687,472.25349220004864,472.25349220004864,472.25349220004864,472.5204588000197,space,0.2618042000103742,None,472.5213808999397,472.9199727667185,473.2295266999863,473.21582680009305,473.2164402001072,473.2295266999863,473.2295266999863,473.2295266999863,475.6377588000614,400,1,[2.4077486998867244],[2.407763599883765],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,95,15,5,space,0.8981792000122368,None,10,1,[3.4537277000490576],[3.4537460999563336],5,15,95,7,475.6539791999385,,475.63816490001045,475.6539791999385,476.6538567999378,476.6538567999378,476.6538567999378,477.55351769994013,space,0.8981792000122368,None,477.5544716999866,477.9541222665614,478.2674281001091,478.2543496999424,478.2549765999429,478.2674281001091,478.2674281001091,478.2674281001091,481.7216729000211,10,1,[3.4537277000490576],[3.4537460999563336],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,400,exp,96,0,6,space,0.3380426000803709,None,10,1,[3.091984799830243],[3.092000999953598],6,0,96,13,481.73740280000493,,481.722078199964,481.73740280000493,482.7198554999195,482.7198554999195,482.73682680004276,483.0705184000544,space,0.3380426000803709,None,483.0714755000081,483.4697408667455,483.78050239989534,483.76571720000356,483.7663374999538,483.78050239989534,483.78050239989534,483.78050239989534,486.87299480009824,10,1,[3.091984799830243],[3.092000999953598],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,97,1,6,space,0.294951600022614,None,200,1,[2.2027384999673814],[2.2027537000831217],6,1,97,10,486.88673570007086,,486.87345660012215,486.88673570007086,487.88767520012334,487.88767520012334,487.88767520012334,488.1884508000221,space,0.294951600022614,None,488.18980429996736,488.6038960666085,488.9190489000175,488.90515600005165,488.90574950003065,488.9190489000175,488.9190489000175,488.9190489000175,491.12224130006507,200,1,[2.2027384999673814],[2.2027537000831217],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.7,400,unexp,98,2,6,space,0.10817779996432364,None,100,1,[2.790571799967438],[2.790585899958387],6,2,98,2,491.13691530004144,,491.1226075999439,491.13691530004144,492.138034200063,492.138034200063,492.138034200063,492.2544195000082,space,0.10817779996432364,None,492.2554134998936,492.96956456668363,493.28106869990006,493.2673708999064,493.26974639995024,493.28106869990006,493.28106869990006,493.28106869990006,496.07214879989624,100,1,[2.790571799967438],[2.790585899958387],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.4,1000,exp,99,3,6,space,0.030524899950250983,None,10,1,[2.788424100028351],[2.7884396999143064],6,3,99,7,496.0859080001246,,496.07256070012227,496.0859080001246,497.0872607000638,497.0872607000638,497.0872607000638,497.121581699932,space,0.030524899950250983,None,497.123066799948,497.53656686662384,497.84911839989945,497.83602820010856,497.8370135000441,497.84911839989945,497.84911839989945,497.84911839989945,500.63801070000045,10,1,[2.788424100028351],[2.7884396999143064],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,1000,exp,100,4,6,space,0.29600770003162324,None,10,1,[1.6086623000446707],[1.608676299918443],6,4,100,9,500.6533186000306,,500.6384119000286,500.6533186000306,501.6534466999583,501.6534466999583,501.67035409994423,501.9550330999773,space,0.29600770003162324,None,501.956099800067,502.0694906665633,502.3780429000035,502.36448240000755,502.3652741999831,502.3780429000035,502.3780429000035,502.3780429000035,503.9871451999061,10,1,[1.6086623000446707],[1.608676299918443],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
0.1,400,unexp,101,5,6,space,0.2995781998615712,None,10,1,[2.373983300058171],[2.373997600050643],6,5,101,0,504.00239229993895,,503.98754159989767,504.00239229993895,505.0031471999828,505.0031471999828,505.0031471999828,505.30530190002173,space,0.2995781998615712,None,505.3062940000091,505.419925966595,505.7305264000315,505.7170343999751,505.71775069995783,505.7305264000315,505.7305264000315,505.7305264000315,508.1050092999358,10,1,[2.373983300058171],[2.373997600050643],participant_1,001,2025-11-13_15h09.20.907,Deeya Intentional Binding,,2025.1.1,60.18404280301539,2025-11-13 15h09.38.921727 +0530,
