flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0027948999777436256,0.008320400025695562,0.008320400025695562,0.46276649995706975,space,0.42957070004194975,None,,,,,,,,,,,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,0,0,0,left,1,0.8158785998821259,None,0,0,0,0,0.48025169991888106,,,,,,,,,0.4756743998732418,0.48025169991888106,1.4688011999242008,1.4688011999242008,1.4854222000576556,2.2863993998616934,left,1,0.8158785998821259,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,1,1,0,left,1,0.9805886999238282,None,0,1,1,3,2.302073699887842,,,,,,,,,2.2905426998622715,2.302073699887842,3.3022682999726385,3.3022682999726385,3.3022682999726385,4.28514950000681,left,1,0.9805886999238282,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,2,2,0,right,1,1.7657286000903696,None,0,2,2,2,4.30152179999277,,,,,,,,,4.288027500035241,4.30152179999277,5.28545490000397,5.28545490000397,5.301465699914843,7.052977999905124,right,1,1.7657286000903696,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,3,3,0,right,1,0.5342200000304729,None,0,3,3,1,7.068649899912998,,,,,,,,,7.056159799918532,7.068649899912998,8.068185099866241,8.068185099866241,8.068185099866241,8.619211900047958,right,1,0.5342200000304729,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,4,0,1,right,1,1.0716466000303626,None,1,0,4,2,8.635286199860275,,,,,,,,,8.622933099977672,8.635286199860275,9.63531109993346,9.63531109993346,9.63531109993346,10.718958100071177,right,1,1.0716466000303626,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,5,1,1,right,1,0.47326280013658106,None,1,1,5,1,10.735262299887836,,,,,,,,,10.722708499990404,10.735262299887836,11.71864390000701,11.71864390000701,11.73535820003599,12.202328499872237,right,1,0.47326280013658106,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,6,2,1,left,1,0.7782353998627514,None,1,2,6,3,12.218157399911433,,,,,,,,,12.20562499994412,12.218157399911433,13.201840499881655,13.201840499881655,13.218561100075021,13.985071999952197,left,1,0.7782353998627514,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,7,3,1,left,1,0.468887000111863,None,1,3,7,0,14.001365599920973,,,,,,,,,13.98876679991372,14.001365599920973,14.9844710000325,14.9844710000325,15.002093399874866,15.468803100055084,left,1,0.468887000111863,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,8,0,2,right,1,0.4597889999859035,None,2,0,8,2,15.485066700028256,,,,,,,,,15.472639299929142,15.485066700028256,16.46816370007582,16.46816370007582,16.485127799911425,16.93594989995472,right,1,0.4597889999859035,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,9,1,2,left,1,0.7008924998808652,None,2,1,9,0,16.951487299986184,,,,,,,,,16.93921840004623,16.951487299986184,17.935355099849403,17.935355099849403,17.952108799945563,18.652445300016552,left,1,0.7008924998808652,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,10,2,2,left,1,0.4895494000520557,None,2,2,10,3,18.668326999992132,,,,,,,,,18.65578470006585,18.668326999992132,19.66846750001423,19.66846750001423,19.66846750001423,20.1694382999558,left,1,0.4895494000520557,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,11,3,2,right,1,0.8835789000149816,None,2,3,11,1,20.185247000074014,,,,,,,,,20.174437399953604,20.185247000074014,21.168755299877375,21.168755299877375,21.185226900037378,22.06951619987376,right,1,0.8835789000149816,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,12,0,3,right,1,0.5065932001452893,None,3,0,12,1,22.085253899917006,,,,,,,,,22.069829399930313,22.085253899917006,23.068746800068766,23.068746800068766,23.085135200060904,23.585286099929363,right,1,0.5065932001452893,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,13,1,3,left,1,0.5213870999868959,None,3,1,13,0,23.60158329992555,,,,,,,,,23.58844029996544,23.60158329992555,24.58526449999772,24.58526449999772,24.602014699950814,25.119215300073847,left,1,0.5213870999868959,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,14,2,3,right,1,0.6270995999220759,None,3,2,14,2,25.134532199939713,,,,,,,,,25.123325200052932,25.134532199939713,26.11797169991769,26.11797169991769,26.134738999884576,26.751253499882296,right,1,0.6270995999220759,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,15,3,3,left,1,0.513875300064683,None,3,3,15,3,26.767859400017187,,,,,,,,,26.754982999991626,26.767859400017187,27.751631200080737,27.751631200080737,27.76819620002061,28.268998499959707,left,1,0.513875300064683,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,16,0,4,right,1,0.5062565000262111,None,4,0,16,2,28.284739200025797,,,,,,,,,28.27308589988388,28.284739200025797,29.2843907000497,29.2843907000497,29.2843907000497,29.803510499885306,right,1,0.5062565000262111,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,17,1,4,left,1,0.5068091000430286,None,4,1,17,0,29.818139399867505,,,,,,,,,29.809098199941218,29.818139399867505,30.81811730004847,30.81811730004847,30.81811730004847,31.33488109987229,left,1,0.5068091000430286,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,18,2,4,right,1,0.39010850014165044,None,4,2,18,1,31.351694399956614,,,,,,,,,31.338458199985325,31.351694399956614,32.334339200053364,32.334339200053364,32.35116439987905,32.7355724000372,right,1,0.39010850014165044,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,19,3,4,left,1,0.5834138998761773,None,4,3,19,3,32.75155649986118,,,,,,,,,32.739218699978665,32.75155649986118,33.7510635999497,33.7510635999497,33.7510635999497,34.33615670003928,left,1,0.5834138998761773,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,20,0,5,right,1,0.5952989999204874,None,5,0,20,2,34.35176600003615,,,,,,,,,34.34277349989861,34.35176600003615,35.35149380005896,35.35149380005896,35.35149380005896,35.95151009992696,right,1,0.5952989999204874,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,21,1,5,left,1,0.4686060999520123,None,5,1,21,0,35.968611899996176,,,,,,,,,35.95497279986739,35.968611899996176,36.95095849991776,36.95095849991776,36.96761839999817,37.43453049985692,left,1,0.4686060999520123,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,22,2,5,right,1,0.5964162000454962,None,5,2,22,1,37.450832000002265,,,,,,,,,37.436298500048,37.450832000002265,38.4343007998541,38.4343007998541,38.451347499853,39.035808299900964,right,1,0.5964162000454962,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,23,3,5,left,1,0.47567999991588295,None,5,3,23,3,39.051767099881545,,,,,,,,,39.04060010006651,39.051767099881545,40.051410200074315,40.051410200074315,40.051410200074315,40.53552319994196,left,1,0.47567999991588295,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,24,0,6,right,1,0.36137579986825585,None,6,0,24,1,40.55161889991723,,,,,,,,,40.53979919990525,40.55161889991723,41.55148270004429,41.55148270004429,41.55148270004429,41.918135199928656,right,1,0.36137579986825585,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,25,1,6,left,1,0.5515230998862535,None,6,1,25,3,41.93407109985128,,,,,,,,,41.922633999958634,41.93407109985128,42.91834289999679,42.91834289999679,42.93510939995758,43.48481599986553,left,1,0.5515230998862535,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,26,2,6,right,1,0.8525242998730391,None,6,2,26,2,43.50092649995349,,,,,,,,,43.488706999924034,43.50092649995349,44.48446589987725,44.48446589987725,44.50084699993022,45.35233719996177,right,1,0.8525242998730391,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<<<<,left,congruent,27,3,6,left,1,0.34641959983855486,None,6,3,27,0,45.36810109997168,,,,,,,,,45.356369300046936,45.36810109997168,46.36793649988249,46.36793649988249,46.36793649988249,46.718481899937615,left,1,0.34641959983855486,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
<<><<,right,incongruent,28,0,7,right,1,0.2598757001105696,None,7,0,28,2,46.73463870002888,,,,,,,,,46.72268130001612,46.73463870002888,47.71773590007797,47.71773590007797,47.73489820002578,47.984640599926934,right,1,0.2598757001105696,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>><>>,left,incongruent,29,1,7,left,1,1.0162152999546379,None,7,1,29,3,48.00093330000527,,,,,,,,,47.988571000052616,48.00093330000527,48.984300799900666,48.984300799900666,49.00105599989183,50.002054600045085,left,1,1.0162152999546379,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
>>>>>,right,congruent,30,2,7,right,1,0.4744277000427246,None,7,2,30,1,50.01786580006592,,,,,,,,,50.00516609987244,50.01786580006592,51.017946999985725,51.017946999985725,51.017946999985725,51.50200129998848,right,1,0.4744277000427246,None,,,,participant_7,001,2025-11-17_16h19.37.539,Deeya Flanker,,2025.1.1,60.08459911621638,2025-11-17 16h19.49.211869 +0530,
