flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,thanks.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
<<<<<,left,congruent,9,1,2,left,1,0.4173339999979362,None,2,1,9,0,29.570621700026095,,,,,,,,,29.56053250003606,29.570621700026095,30.57032319996506,30.57032319996506,30.57032319996506,31.005006600054912,left,1,0.4173339999979362,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,10,2,2,right,1,0.5588962999172509,None,2,2,10,1,31.02079630002845,,,,,,,,,31.008652699994855,31.02079630002845,32.02007369999774,32.02007369999774,32.02007369999774,32.58770589996129,right,1,0.5588962999172509,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,11,3,2,left,1,0.6090622999472544,None,2,3,11,3,32.60426020005252,,,,,,,,,32.59180639998522,32.60426020005252,33.58681610005442,33.58681610005442,33.60354090004694,34.204279700061306,left,1,0.6090622999472544,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,12,0,3,right,1,0.3974199000513181,None,3,0,12,1,34.22007509996183,,,,,,,,,34.20777099998668,34.22007509996183,35.20413600001484,35.20413600001484,35.22071769996546,35.60414730000775,right,1,0.3974199000513181,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,13,1,3,left,1,0.470731700072065,None,3,1,13,3,35.62084930005949,,,,,,,,,35.6077629000647,35.62084930005949,36.60421340004541,36.60421340004541,36.6202216000529,37.08805110002868,left,1,0.470731700072065,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,14,2,3,right,1,0.519387700012885,None,3,2,14,2,37.103977899998426,,,,,,,,,37.09158430004027,37.103977899998426,38.10340390005149,38.10340390005149,38.10340390005149,38.63732890004758,right,1,0.519387700012885,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,15,3,3,left,1,0.45166270004119724,None,3,3,15,0,38.65333100000862,,,,,,,,,38.639966499991715,38.65333100000862,39.63673679996282,39.63673679996282,39.65338260005228,40.105085400049575,left,1,0.45166270004119724,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,16,0,4,right,1,0.32199959992431104,None,4,0,16,1,40.12077999999747,,,,,,,,,40.11018800002057,40.12077999999747,41.12065659998916,41.12065659998916,41.12065659998916,41.45431499998085,right,1,0.32199959992431104,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,17,1,4,left,1,0.5280656999675557,None,4,1,17,3,41.47017530002631,,,,,,,,,41.45771940005943,41.47017530002631,42.45403060002718,42.45403060002718,42.47086870006751,42.98843410005793,left,1,0.5280656999675557,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,18,2,4,right,1,0.5813055000035092,None,4,2,18,2,43.003923700074665,,,,,,,,,42.99271849996876,43.003923700074665,44.00433729996439,44.00433729996439,44.00433729996439,44.58737770002335,right,1,0.5813055000035092,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,19,3,4,left,1,0.35296599997673184,None,4,3,19,0,44.6038666999666,,,,,,,,,44.590737299993634,44.6038666999666,45.58690570003819,45.58690570003819,45.603987400070764,45.95480409997981,left,1,0.35296599997673184,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,20,0,5,left,1,0.4658368000527844,None,5,0,20,0,45.970618000021204,,,,,,,,,45.95516220002901,45.970618000021204,46.97083590005059,46.97083590005059,46.97083590005059,47.43842260004021,left,1,0.4658368000527844,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,21,1,5,right,1,0.511106500052847,None,5,1,21,2,47.45321499998681,,,,,,,,,47.442195200012065,47.45321499998681,48.45368859998416,48.45368859998416,48.45368859998416,48.97028800006956,right,1,0.511106500052847,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,22,2,5,right,1,0.4131790000246838,None,5,2,22,1,48.98667240003124,,,,,,,,,48.97328929998912,48.98667240003124,49.97013799997512,49.97013799997512,49.9872347000055,50.38725360005628,right,1,0.4131790000246838,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,23,3,5,right,0,0.37070710002444685,None,5,3,23,3,50.40392830001656,,,,,,,,,50.39175149996299,50.40392830001656,51.38723770005163,51.38723770005163,51.40373460005503,51.77051990001928,right,0,0.37070710002444685,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,24,0,6,left,1,0.39657129999250174,None,6,0,24,0,51.786628199974075,,,,,,,,,51.773692499962635,51.786628199974075,52.77000360004604,52.77000360004604,52.786481700022705,53.17027570004575,left,1,0.39657129999250174,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,25,1,6,left,1,0.6996120000258088,None,6,1,25,3,53.18656699999701,,,,,,,,,53.17400060000364,53.18656699999701,54.16979039995931,54.16979039995931,54.186493600020185,54.87096450000536,left,1,0.6996120000258088,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,26,2,6,right,1,0.48418809997383505,None,6,2,26,2,54.88671760004945,,,,,,,,,54.87503320001997,54.88671760004945,55.887127200025134,55.887127200025134,55.887127200025134,56.38719859998673,right,1,0.48418809997383505,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,27,3,6,right,1,0.4502525998977944,None,6,3,27,1,56.40321640006732,,,,,,,,,56.39149730000645,56.40321640006732,57.38705859996844,57.38705859996844,57.4030175000662,57.838027799967676,right,1,0.4502525998977944,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,28,0,7,right,1,0.6494306999957189,None,7,0,28,2,57.85379550000653,,,,,,,,,57.84162970003672,57.85379550000653,58.83721809997223,58.83721809997223,58.85376520000864,59.48834649997298,right,1,0.6494306999957189,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,29,1,7,left,1,0.46564770000986755,None,7,1,29,0,59.50394770002458,,,,,,,,,59.4939013000112,59.50394770002458,60.50320749997627,60.50320749997627,60.50320749997627,60.970900299958885,left,1,0.46564770000986755,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,30,2,7,right,1,0.3854383999714628,None,7,2,30,1,60.98701380006969,,,,,,,,,60.976486400002614,60.98701380006969,61.98628329997882,61.98628329997882,61.98628329997882,62.38756760000251,right,1,0.3854383999714628,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,31,3,7,left,1,0.6842362000606954,None,7,3,31,3,62.403649499989115,,,,,,,,,62.391679399996065,62.403649499989115,63.40296620002482,63.40296620002482,63.40296620002482,64.1045006000204,left,1,0.6842362000606954,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,32,0,8,right,0,0.3870357000268996,None,8,0,32,3,64.11973110004328,,,,,,,,,64.10498930001631,64.11973110004328,65.12002799997572,65.12002799997572,65.12002799997572,65.5213386999676,right,0,0.3870357000268996,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,33,1,8,right,1,0.5580134999472648,None,8,1,33,1,65.53705140005331,,,,,,,,,65.52441479999106,65.53705140005331,66.53691540006548,66.53691540006548,66.53691540006548,67.10449709999375,right,1,0.5580134999472648,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,34,2,8,right,1,0.9174029999412596,None,8,2,34,2,67.12016100005712,,,,,,,,,67.10841620003339,67.12016100005712,68.12040979997255,68.12040979997255,68.12040979997255,69.0538042000262,right,1,0.9174029999412596,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,35,3,8,left,1,0.4060936999740079,None,8,3,35,0,69.07018549996428,,,,,,,,,69.05735130002722,69.07018549996428,70.05360480002128,70.05360480002128,70.07029840000905,70.47013589995913,left,1,0.4060936999740079,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,36,0,9,left,1,0.7055983000900596,None,9,0,36,3,70.48620200005826,,,,,,,,,70.47341800003778,70.48620200005826,71.47041700000409,71.47041700000409,71.48690270003863,72.18754020007327,left,1,0.7055983000900596,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,37,1,9,left,1,0.502411900088191,None,9,1,37,0,72.20351959997788,,,,,,,,,72.19159629999194,72.20351959997788,73.1868739000056,73.1868739000056,73.20312049996573,73.7038126999978,left,1,0.502411900088191,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,38,2,9,right,1,0.5353223999263719,None,9,2,38,2,73.72017420001794,,,,,,,,,73.70839869999327,73.72017420001794,74.71944999997504,74.71944999997504,74.71944999997504,75.26991819997784,right,1,0.5353223999263719,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,39,3,9,right,1,0.4885832000290975,None,9,3,39,1,75.28604310005903,,,,,,,,,75.27370060002431,75.28604310005903,76.26997280004434,76.26997280004434,76.28679240006022,76.77067490003537,right,1,0.4885832000290975,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,40,0,10,right,1,0.5312663000077009,None,10,0,40,2,76.78691540006548,,,,,,,,,76.77440830005798,76.78691540006548,77.77015170000959,77.77015170000959,77.78625100001227,78.303213300067,right,1,0.5312663000077009,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,41,1,10,right,1,0.5657931000459939,None,10,1,41,1,78.31938540004194,,,,,,,,,78.3067955999868,78.31938540004194,79.30365560005885,79.30365560005885,79.32013030000962,79.87119870004244,right,1,0.5657931000459939,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,42,2,10,left,1,0.36687700008042157,None,10,2,42,0,79.88609429995995,,,,,,,,,79.87467409996316,79.88609429995995,80.88650120003149,80.88650120003149,80.88650120003149,81.25414069998078,left,1,0.36687700008042157,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,43,3,10,left,1,0.6208981999661773,None,10,3,43,3,81.26983750006184,,,,,,,,,81.2578864999814,81.26983750006184,82.25340729998425,82.25340729998425,82.26993760000914,82.88641849998385,left,1,0.6208981999661773,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,44,0,11,left,1,0.5834215000504628,None,11,0,44,0,82.90274210006464,,,,,,,,,82.88929580000695,82.90274210006464,83.88608900003601,83.88608900003601,83.90259610000066,84.47109860007185,left,1,0.5834215000504628,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,45,1,11,right,1,0.6321150000439957,None,11,1,45,2,84.48626090004109,,,,,,,,,84.47496799996588,84.48626090004109,85.48611409997102,85.48611409997102,85.48611409997102,86.1200903999852,right,1,0.6321150000439957,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,46,2,11,right,1,0.4575007000239566,None,11,2,46,1,86.1359092000639,,,,,,,,,86.12383329996374,86.1359092000639,87.11923109996133,87.11923109996133,87.13580779999029,87.58667830005288,right,1,0.4575007000239566,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,47,3,11,left,1,0.44346560002304614,None,11,3,47,3,87.60332270001527,,,,,,,,,87.59047860000283,87.60332270001527,88.5861022999743,88.5861022999743,88.60256639996078,89.03745750000235,left,1,0.44346560002304614,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,48,0,12,right,1,0.6368358000181615,None,12,0,48,2,89.05313610006124,,,,,,,,,89.04121120006312,89.05313610006124,90.03644920000806,90.03644920000806,90.05309820000548,90.68709759996273,right,1,0.6368358000181615,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,49,1,12,left,1,0.5423374000238255,None,12,1,49,3,90.70330419996753,,,,,,,,,90.69106920005288,90.70330419996753,91.70263279997744,91.70263279997744,91.70263279997744,92.25386870000511,left,1,0.5423374000238255,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,50,2,12,left,1,0.4139592000283301,None,12,2,50,0,92.26981129997876,,,,,,,,,92.25731400004588,92.26981129997876,93.25302010006271,93.25302010006271,93.26973090006504,93.67031299998052,left,1,0.4139592000283301,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,51,3,12,right,1,0.3781995999161154,None,12,3,51,1,93.68597019999288,,,,,,,,,93.6738570999587,93.68597019999288,94.6864130999893,94.6864130999893,94.6864130999893,95.07023020007182,right,1,0.3781995999161154,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,52,0,13,left,1,0.37951970007270575,None,13,0,52,0,95.08596609998494,,,,,,,,,95.0748767000623,95.08596609998494,96.08577900007367,96.08577900007367,96.08577900007367,96.47008280002046,left,1,0.37951970007270575,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,53,1,13,right,1,0.5715220000129193,None,13,1,53,2,96.48628690000623,,,,,,,,,96.47386160003953,96.48628690000623,97.46989509998821,97.46989509998821,97.48638919997029,98.05395299999509,right,1,0.5715220000129193,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,54,2,13,left,1,0.36634159996174276,None,13,2,54,3,98.06921029998921,,,,,,,,,98.06029369996395,98.06921029998921,99.05307440005708,99.05307440005708,99.06941830005962,99.4360514000291,left,1,0.36634159996174276,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,55,3,13,right,1,0.371357100084424,None,13,3,55,1,99.45243770000525,,,,,,,,,99.43844559998251,99.45243770000525,100.4358077000361,100.4358077000361,100.45317550003529,100.82020880002528,right,1,0.371357100084424,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,56,0,14,right,1,0.36666679999325424,None,14,0,56,1,100.8362251999788,,,,,,,,,100.82049129996449,100.8362251999788,101.83566760004032,101.83566760004032,101.83566760004032,102.20399660000112,right,1,0.36666679999325424,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,57,1,14,left,1,0.5137641000328586,None,14,1,57,3,102.21919199998956,,,,,,,,,102.20772830001079,102.21919199998956,103.2194936000742,103.2194936000742,103.2194936000742,103.73659310000949,left,1,0.5137641000328586,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,58,2,14,left,1,0.46401110000442713,None,14,2,58,0,103.75288689997979,,,,,,,,,103.74075290001929,103.75288689997979,104.73607159999665,104.73607159999665,104.75244329997804,105.2031118000159,left,1,0.46401110000442713,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,59,3,14,right,1,0.5336067999014631,None,14,3,59,2,105.21941370004788,,,,,,,,,105.2067984000314,105.21941370004788,106.2024156000698,106.2024156000698,106.21915510005783,106.73677109996788,right,1,0.5336067999014631,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,60,0,15,right,1,0.5041111999889836,None,15,0,60,1,106.75314170005731,,,,,,,,,106.74001690000296,106.75314170005731,107.75337310007308,107.75337310007308,107.75337310007308,108.26960230001714,right,1,0.5041111999889836,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,61,1,15,right,1,0.7856178000802174,None,15,1,61,2,108.28555879998021,,,,,,,,,108.27361180004664,108.28555879998021,109.26951380004175,109.26951380004175,109.28609790001065,110.0711464000633,right,1,0.7856178000802174,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,62,2,15,left,1,0.5824360999977216,None,15,2,62,3,110.0861106000375,,,,,,,,,110.07639120006934,110.0861106000375,111.08568410004955,111.08568410004955,111.08568410004955,111.67008379998151,left,1,0.5824360999977216,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,63,3,15,left,1,0.5297643999801949,None,15,3,63,0,111.686065100017,,,,,,,,,111.67694260005374,111.686065100017,112.66879370005336,112.66879370005336,112.68544480006676,113.20315489999484,left,1,0.5297643999801949,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,64,0,16,left,1,0.6319865999976173,None,16,0,64,3,113.21936230000574,,,,,,,,,113.20712090004236,113.21936230000574,114.20243189996108,114.20243189996108,114.2190408000024,114.83616559999064,left,1,0.6319865999976173,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,65,1,16,right,1,0.6467355999629945,None,16,1,65,2,114.85253639996517,,,,,,,,,114.83955430006608,114.85253639996517,115.83565200003795,115.83565200003795,115.851885400014,116.48569630004931,right,1,0.6467355999629945,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,66,2,16,right,1,0.5227034999988973,None,16,2,66,1,116.50190420006402,,,,,,,,,116.48797280003782,116.50190420006402,117.48524780001026,117.48524780001026,117.5019414999988,118.01912810001522,right,1,0.5227034999988973,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,67,3,16,left,1,0.43901370000094175,None,16,3,67,0,118.03541010001209,,,,,,,,,118.02327380003408,118.03541010001209,119.01877860003151,119.01877860003151,119.03544520004652,119.46900499996264,left,1,0.43901370000094175,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,68,0,17,left,1,0.48921710008289665,None,17,0,68,0,119.48527649999596,,,,,,,,,119.46915869996883,119.48527649999596,120.4684923000168,120.4684923000168,120.48542789998464,120.96984859998338,left,1,0.48921710008289665,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
