thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.48277777777777775)],[np.float64(-0.39611111111111114)],[1],[0],[0],[1.4646159999538213],['target'],10,0,10,0,14.650464500067756,,10,14.643485900014639,14.650464500067756,14.650464500067756,0.019796499982476234,16.10819850000553,[np.float64(-0.48277777777777775)],[np.float64(-0.39611111111111114)],[1],[0],[0],[1.4646159999538213],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
11,0,11,[np.float64(-0.4638888888888889)],[np.float64(0.49833333333333335)],[1],[0],[0],[2.5848310999572277],['target'],11,0,11,0,16.130111299920827,,5,16.12368810013868,16.130111299920827,16.130111299920827,0.015303699998185039,18.70859759999439,[np.float64(-0.4638888888888889)],[np.float64(0.49833333333333335)],[1],[0],[0],[2.5848310999572277],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
12,0,12,[np.float64(0.20444444444444446)],[np.float64(-0.04055555555555555)],[1],[0],[0],[1.4703103001229465],[None],12,0,12,0,18.749345400137827,,10,18.738597700139508,18.749345400137827,18.749345400137827,0.029840599978342652,20.209010899998248,[np.float64(0.20444444444444446)],[np.float64(-0.04055555555555555)],[1],[0],[0],[1.4703103001229465],[None],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
13,0,13,[np.float64(0.1338888888888889)],[np.float64(0.19944444444444445)],[1],[0],[0],[1.4344258999917656],['target'],13,0,13,0,20.23128780000843,,5,20.224578200140968,20.23128780000843,20.23128780000843,0.015347100095823407,21.659098400035873,[np.float64(0.1338888888888889)],[np.float64(0.19944444444444445)],[1],[0],[0],[1.4344258999917656],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
14,0,14,[np.float64(0.18166666666666667)],[np.float64(-0.17944444444444443)],[1],[0],[0],[1.449906300054863],['target'],14,0,14,0,21.68263730010949,,5,21.675417700083926,21.68263730010949,21.68263730010949,0.01615310017950833,23.125423999968916,[np.float64(0.18166666666666667)],[np.float64(-0.17944444444444443)],[1],[0],[0],[1.449906300054863],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
15,0,15,[np.float64(0.025555555555555557)],[np.float64(-0.4483333333333333)],[1],[0],[0],[2.5757200999651104],['target'],15,0,15,0,23.158852400025353,,10,23.151581600075588,23.158852400025353,23.158852400025353,0.02596649993211031,25.727497600018978,[np.float64(0.025555555555555557)],[np.float64(-0.4483333333333333)],[1],[0],[0],[2.5757200999651104],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
16,0,16,[np.float64(-0.4461111111111111)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.9630825999192894],['target'],16,0,16,0,25.75277219992131,,5,25.745853299973533,25.75277219992131,25.75277219992131,0.0179880999494344,27.70904069999233,[np.float64(-0.4461111111111111)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.9630825999192894],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
17,0,17,[np.float64(0.3472222222222222)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.0505128998775035],['target'],17,0,17,0,27.733166000107303,,5,27.725037000142038,27.733166000107303,27.733166000107303,0.015816000057384372,29.77566509996541,[np.float64(0.3472222222222222)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.0505128998775035],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
18,0,18,[np.float64(-0.25277777777777777)],[np.float64(0.3338888888888889)],[1],[0],[0],[1.557227399898693],['target'],18,0,18,0,29.809460200136527,,10,29.801086799940094,29.809460200136527,29.809460200136527,0.025226600002497435,31.35843489994295,[np.float64(-0.25277777777777777)],[np.float64(0.3338888888888889)],[1],[0],[0],[1.557227399898693],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
19,0,19,[np.float64(-0.13722222222222222)],[np.float64(0.40944444444444444)],[1],[0],[0],[1.2919842000119388],['target'],19,0,19,0,31.393462100066245,,10,31.383305500028655,31.393462100066245,31.393462100066245,0.024626099970191717,32.67538919998333,[np.float64(-0.13722222222222222)],[np.float64(0.40944444444444444)],[1],[0],[0],[1.2919842000119388],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
20,0,20,[np.float64(-0.4061111111111111)],[np.float64(-0.13777777777777778)],[1],[0],[0],[1.2329555000178516],['target'],20,0,20,0,32.6998723000288,,5,32.69286690000445,32.6998723000288,32.6998723000288,0.01725289993919432,33.92592109995894,[np.float64(-0.4061111111111111)],[np.float64(-0.13777777777777778)],[1],[0],[0],[1.2329555000178516],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
21,0,21,[np.float64(-0.24166666666666667)],[np.float64(0.135)],[1],[0],[0],[1.2511082999408245],['target'],21,0,21,0,33.964134300127625,,10,33.9564900000114,33.964134300127625,33.964134300127625,0.03038139990530908,35.207709500100464,[np.float64(-0.24166666666666667)],[np.float64(0.135)],[1],[0],[0],[1.2511082999408245],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
22,0,22,[np.float64(0.3011111111111111)],[np.float64(-0.46944444444444444)],[1],[0],[0],[2.324003499932587],['target'],22,0,22,0,35.241593500133604,,10,35.23426380008459,35.241593500133604,35.241593500133604,0.026312700007110834,37.55841810000129,[np.float64(0.3011111111111111)],[np.float64(-0.46944444444444444)],[1],[0],[0],[2.324003499932587],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
23,0,23,[np.float64(0.4338888888888889)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.3748937000054866],['target'],23,0,23,0,37.59143829997629,,10,37.58352659991942,37.59143829997629,37.59143829997629,0.024777499958872795,39.95853179995902,[np.float64(0.4338888888888889)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.3748937000054866],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
24,0,24,[np.float64(0.16166666666666665)],[np.float64(-0.37444444444444447)],[1],[0],[0],[1.5690283998847008],['target'],24,0,24,0,39.99661469995044,,10,39.989135399926454,39.99661469995044,39.99661469995044,0.030377999879419804,41.55825769994408,[np.float64(0.16166666666666665)],[np.float64(-0.37444444444444447)],[1],[0],[0],[1.5690283998847008],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
25,0,25,[np.float64(0.21333333333333335)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.6681522000581026],['target'],25,0,25,0,41.5812697999645,,5,41.57333880010992,41.5812697999645,41.5812697999645,0.014886300079524517,43.241598000051454,[np.float64(0.21333333333333335)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.6681522000581026],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
26,0,26,[np.float64(-0.1638888888888889)],[np.float64(-0.17555555555555555)],[1],[0],[0],[1.9526235000230372],['target'],26,0,26,0,43.279852899955586,,10,43.27253059996292,43.279852899955586,43.279852899955586,0.030735200038179755,45.22525479993783,[np.float64(-0.1638888888888889)],[np.float64(-0.17555555555555555)],[1],[0],[0],[1.9526235000230372],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
27,0,27,[np.float64(-0.1361111111111111)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.4571680000517517],['target'],27,0,27,0,45.260740499943495,,10,45.251225400017574,45.260740499943495,45.260740499943495,0.02574860001914203,46.708500700071454,[np.float64(-0.1361111111111111)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.4571680000517517],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
28,0,28,[np.float64(0.02)],[np.float64(-0.4722222222222222)],[1],[0],[0],[2.033042000140995],['target'],28,0,28,0,46.73133520013653,,5,46.72443900001235,46.73133520013653,46.73133520013653,0.01572379982098937,48.75754390005022,[np.float64(0.02)],[np.float64(-0.4722222222222222)],[1],[0],[0],[2.033042000140995],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
29,0,29,[np.float64(0.4777777777777778)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.5079578999429941],['target'],29,0,29,0,48.773855299921706,,5,48.76721299998462,48.773855299921706,48.773855299921706,0.00955029996111989,50.27531679999083,[np.float64(0.4777777777777778)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.5079578999429941],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
30,0,30,[np.float64(-0.14)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.341747999889776],['target'],30,0,30,0,50.30820640013553,,10,50.30014030006714,50.30820640013553,50.30820640013553,0.024585700128227472,51.64200340001844,[np.float64(-0.14)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.341747999889776],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
31,0,31,[np.float64(0.3244444444444444)],[np.float64(0.015)],[1],[0],[0],[2.1332561997696757],['target'],31,0,31,0,51.664599400013685,,5,51.6581258000806,51.664599400013685,51.664599400013685,0.015886800130829215,53.79147920012474,[np.float64(0.3244444444444444)],[np.float64(0.015)],[1],[0],[0],[2.1332561997696757],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
32,0,32,[np.float64(-0.4266666666666667)],[np.float64(0.4866666666666667)],[1],[0],[0],[2.1685752000194043],['target'],32,0,32,0,53.821801899932325,,5,53.80688349995762,53.821801899932325,53.821801899932325,0.015237699961289763,55.97555060009472,[np.float64(-0.4266666666666667)],[np.float64(0.4866666666666667)],[1],[0],[0],[2.1685752000194043],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
33,0,33,[np.float64(0.2011111111111111)],[np.float64(-0.3622222222222222)],[1],[0],[0],[1.8180003999732435],['target'],33,0,33,0,55.997960699955,,5,55.99056369997561,55.997960699955,55.997960699955,0.0148501000367105,57.80867739999667,[np.float64(0.2011111111111111)],[np.float64(-0.3622222222222222)],[1],[0],[0],[1.8180003999732435],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
34,0,34,[np.float64(0.185)],[np.float64(-0.15166666666666667)],[1],[0],[0],[1.3656081999652088],['target'],34,0,34,0,57.83336109993979,,5,57.82579559995793,57.83336109993979,57.83336109993979,0.01693350006826222,59.19151020003483,[np.float64(0.185)],[np.float64(-0.15166666666666667)],[1],[0],[0],[1.3656081999652088],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
35,0,35,[np.float64(0.4766666666666667)],[np.float64(0.2738888888888889)],[1],[0],[0],[1.819862199947238],['target'],35,0,35,0,59.21430240012705,,5,59.20699890004471,59.21430240012705,59.21430240012705,0.015295400051400065,61.02704209997319,[np.float64(0.4766666666666667)],[np.float64(0.2738888888888889)],[1],[0],[0],[1.819862199947238],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
36,0,36,[np.float64(0.03)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.3544373998884112],['target'],36,0,36,0,61.061151300091296,,10,61.05380250001326,61.061151300091296,61.061151300091296,0.026482100132852793,62.408353300066665,[np.float64(0.03)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.3544373998884112],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
37,0,37,[np.float64(-0.16333333333333333)],[np.float64(-0.35333333333333333)],[1],[0],[0],[1.4194975001737475],['target'],37,0,37,0,62.45327610010281,,10,62.43777760001831,62.45327610010281,62.45327610010281,0.029208899941295385,63.857379199936986,[np.float64(-0.16333333333333333)],[np.float64(-0.35333333333333333)],[1],[0],[0],[1.4194975001737475],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
38,0,38,[np.float64(-0.4311111111111111)],[np.float64(-0.034444444444444444)],[1],[0],[0],[1.4033079999499023],['target'],38,0,38,0,63.879559400025755,,5,63.87276310008019,63.879559400025755,63.879559400025755,0.015146699966862798,65.27623510011472,[np.float64(-0.4311111111111111)],[np.float64(-0.034444444444444444)],[1],[0],[0],[1.4033079999499023],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
39,0,39,[np.float64(0.4172222222222222)],[np.float64(0.4866666666666667)],[1],[0],[0],[1.581301499856636],['target'],39,0,39,0,65.29968639998697,,5,65.29380750004202,65.29968639998697,65.29968639998697,0.017261900007724762,66.87522660009563,[np.float64(0.4172222222222222)],[np.float64(0.4866666666666667)],[1],[0],[0],[1.581301499856636],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
40,0,40,[np.float64(-0.23055555555555557)],[np.float64(-0.4583333333333333)],[1],[0],[0],[2.6486424000468105],['target'],40,0,40,0,66.89951570006087,,5,66.8920352999121,66.89951570006087,66.89951570006087,0.01659219991415739,69.54079649993218,[np.float64(-0.23055555555555557)],[np.float64(-0.4583333333333333)],[1],[0],[0],[2.6486424000468105],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
41,0,41,[np.float64(0.12222222222222222)],[np.float64(0.058333333333333334)],[1],[0],[0],[0.9328731000423431],['target'],41,0,41,0,69.58197890012525,,10,69.57478779996745,69.58197890012525,69.58197890012525,0.03377209999598563,70.50778559991159,[np.float64(0.12222222222222222)],[np.float64(0.058333333333333334)],[1],[0],[0],[0.9328731000423431],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
42,0,42,[np.float64(-0.051666666666666666)],[np.float64(0.12111111111111111)],[1],[0],[0],[1.1733914001379162],['target'],42,0,42,0,70.54197499994189,,10,70.53457239991985,70.54197499994189,70.54197499994189,0.02652919990941882,71.70807819999754,[np.float64(-0.051666666666666666)],[np.float64(0.12111111111111111)],[1],[0],[0],[1.1733914001379162],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
43,0,43,[np.float64(-0.1738888888888889)],[np.float64(0.35944444444444446)],[1],[0],[0],[1.132977700093761],['target'],43,0,43,0,71.73109140014276,,5,71.72405660012737,71.73109140014276,71.73109140014276,0.01574149983935058,72.85709340008907,[np.float64(-0.1738888888888889)],[np.float64(0.35944444444444446)],[1],[0],[0],[1.132977700093761],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
44,0,44,[np.float64(-0.13055555555555556)],[np.float64(-0.10388888888888889)],[1],[0],[0],[1.3568058998789638],['target'],44,0,44,0,72.89119280013256,,10,72.88392230006866,72.89119280013256,72.89119280013256,0.026707599870860577,74.24091110005975,[np.float64(-0.13055555555555556)],[np.float64(-0.10388888888888889)],[1],[0],[0],[1.3568058998789638],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
45,0,45,[np.float64(0.13277777777777777)],[np.float64(0.19055555555555556)],[1],[0],[0],[1.266883899923414],['target'],45,0,45,0,74.2679701000452,,5,74.25872109993361,74.2679701000452,74.2679701000452,0.017462600022554398,75.52577190008014,[np.float64(0.13277777777777777)],[np.float64(0.19055555555555556)],[1],[0],[0],[1.266883899923414],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
46,0,46,[np.float64(0.4033333333333333)],[np.float64(-0.1622222222222222)],[1],[0],[0],[1.480011299951002],['target'],46,0,46,0,75.56943170004524,,10,75.56069010007195,75.56943170004524,75.56943170004524,0.03463450004346669,77.0407952000387,[np.float64(0.4033333333333333)],[np.float64(-0.1622222222222222)],[1],[0],[0],[1.480011299951002],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
47,0,47,[np.float64(-0.2788888888888889)],[np.float64(-0.07777777777777778)],[1],[0],[0],[1.5251493998803198],['target'],47,0,47,0,77.07329880003817,,10,77.06643070001155,77.07329880003817,77.07329880003817,0.025410400005057454,78.59167589992285,[np.float64(-0.2788888888888889)],[np.float64(-0.07777777777777778)],[1],[0],[0],[1.5251493998803198],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
48,0,48,[np.float64(-0.4538888888888889)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.1748482999391854],['target'],48,0,48,0,78.6245584001299,,10,78.61702989996411,78.6245584001299,78.6245584001299,0.02515330002643168,79.79208040004596,[np.float64(-0.4538888888888889)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.1748482999391854],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
49,0,49,[np.float64(-0.035)],[np.float64(0.3977777777777778)],[1],[0],[0],[1.6479009999893606],['target'],49,0,49,0,79.8153544999659,,5,79.80985249998048,79.8153544999659,79.8153544999659,0.017474800115451217,81.4578527000267,[np.float64(-0.035)],[np.float64(0.3977777777777778)],[1],[0],[0],[1.6479009999893606],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
50,0,50,[np.float64(-0.19333333333333333)],[np.float64(0.05)],[1],[0],[0],[2.0225778999738395],['target'],50,0,50,0,81.49176430003718,,10,81.48413380002603,81.49176430003718,81.49176430003718,0.026101200142875314,83.5068211001344,[np.float64(-0.19333333333333333)],[np.float64(0.05)],[1],[0],[0],[2.0225778999738395],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
51,0,51,[np.float64(0.21166666666666667)],[np.float64(-0.1761111111111111)],[1],[0],[0],[2.236566500039771],['target'],51,0,51,0,83.53071049996652,,5,83.52312820008956,83.53071049996652,83.53071049996652,0.016083499882370234,85.75984980002977,[np.float64(0.21166666666666667)],[np.float64(-0.1761111111111111)],[1],[0],[0],[2.236566500039771],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
52,0,52,[np.float64(0.02277777777777778)],[np.float64(0.17055555555555554)],[1],[0],[0],[2.463962299982086],['target'],52,0,52,0,85.78502990002744,,5,85.7777875000611,85.78502990002744,85.78502990002744,0.01764279999770224,88.24190160003491,[np.float64(0.02277777777777778)],[np.float64(0.17055555555555554)],[1],[0],[0],[2.463962299982086],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
53,0,53,[np.float64(-0.4444444444444444)],[np.float64(-0.17)],[1],[0],[0],[1.281759699806571],['target'],53,0,53,0,88.26449590013362,,5,88.25879759993404,88.26449590013362,88.26449590013362,0.016634700121358037,89.54065859992988,[np.float64(-0.4444444444444444)],[np.float64(-0.17)],[1],[0],[0],[1.281759699806571],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
54,0,54,[np.float64(-0.2972222222222222)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.5356944999657571],['target'],54,0,54,0,89.56291129998863,,5,89.55574350012466,89.56291129998863,89.56291129998863,0.014903000090271235,91.09153670002706,[np.float64(-0.2972222222222222)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.5356944999657571],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
55,0,55,[np.float64(-0.18)],[np.float64(-0.05722222222222222)],[1],[0],[0],[1.2050838998984545],['target'],55,0,55,0,91.12719430006109,,10,91.11940299998969,91.12719430006109,91.12719430006109,0.027677299920469522,92.32459759991616,[np.float64(-0.18)],[np.float64(-0.05722222222222222)],[1],[0],[0],[1.2050838998984545],['target'],participant 2,001,2025-09-29_14h51.08.476,Visual Search,,2025.1.1,59.981094010724014,2025-09-29 14h52.53.432264 +0530,
