pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,12,0,3,x,1,0.44342699996195734,None,3,0,12,0,,,,,29.34911369998008,,29.330719799967483,29.34911369998008,30.331943900091574,30.331943900091574,30.331943900091574,30.331943900091574,30.34624920017086,31.32954760012217,31.32954760012217,31.78066310007125,x,1,0.44342699996195734,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,13,1,3,v,1,0.2557260000612587,None,3,1,13,1,,,,,31.798656899947673,,31.781470200046897,31.798656899947673,32.78173419996165,32.78173419996165,32.78173419996165,32.78173419996165,32.79618429997936,33.78033050009981,33.78033050009981,34.04686010000296,v,1,0.2557260000612587,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,14,2,3,c,1,0.2291552999522537,None,3,2,14,2,,,,,34.065518100047484,,34.04736810014583,34.065518100047484,35.04842390003614,35.04842390003614,35.04842390003614,35.04842390003614,35.06261420017108,36.0466481000185,36.0466481000185,36.28004169999622,c,1,0.2291552999522537,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,15,3,3,z,1,0.28984780004248023,None,3,3,15,3,,,,,36.29899700009264,,36.28048070007935,36.29899700009264,37.28181780013256,37.28181780013256,37.28181780013256,37.28181780013256,37.29594310000539,38.279443399980664,38.279443399980664,38.58107089996338,z,1,0.28984780004248023,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,16,0,4,x,1,0.4471473000012338,None,4,0,16,0,,,,,38.599007999990135,,38.581611600006,38.599007999990135,39.581920500146225,39.581920500146225,39.581920500146225,39.581920500146225,39.59680980001576,40.59615029999986,40.59615029999986,41.04716240009293,x,1,0.4471473000012338,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,17,1,4,c,0,0.3690315999556333,None,4,1,17,1,,,,,41.06588020012714,,41.04775490006432,41.06588020012714,42.04869870003313,42.04869870003313,42.04869870003313,42.04869870003313,42.063103900058195,43.06270679994486,43.06270679994486,43.4482400000561,c,0,0.3690315999556333,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,18,2,4,c,1,0.3536974999587983,None,4,2,18,2,,,,,43.4658246000763,,43.449092200025916,43.4658246000763,44.44886300014332,44.44886300014332,44.44886300014332,44.44886300014332,44.46353240008466,45.46309239999391,45.46309239999391,45.83020600001328,c,1,0.3536974999587983,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,19,3,4,z,1,0.30835730000399053,None,4,3,19,3,,,,,45.848999300040305,,45.8307211000938,45.848999300040305,46.831858900142834,46.831858900142834,46.831858900142834,46.831858900142834,46.84616019995883,47.82988730003126,47.82988730003126,48.1467492999509,z,1,0.30835730000399053,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,20,0,5,x,1,0.2787440000101924,None,5,0,20,0,,,,,48.165961200138554,,48.14732880005613,48.165961200138554,49.14906710013747,49.14906710013747,49.14906710013747,49.14906710013747,49.16317309997976,50.14642310002819,50.14642310002819,50.42988599999808,x,1,0.2787440000101924,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,21,1,5,v,1,0.24508529994636774,None,5,1,21,1,,,,,50.44876930001192,,50.430476600071415,50.44876930001192,51.43157720007002,51.43157720007002,51.43157720007002,51.43157720007002,51.445901999948546,52.42963819997385,52.42963819997385,52.67981590004638,v,1,0.24508529994636774,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,22,2,5,c,1,0.24722809996455908,None,5,2,22,2,,,,,52.698333099950105,,52.6803054001648,52.698333099950105,53.68158009997569,53.68158009997569,53.68158009997569,53.68158009997569,53.69606300001033,54.67911479994655,54.67911479994655,54.929696900071576,c,1,0.24722809996455908,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,23,3,5,z,1,0.271589299896732,None,5,3,23,3,,,,,54.94823420001194,,54.93013889994472,54.94823420001194,55.932370899943635,55.932370899943635,55.932370899943635,55.932370899943635,55.94630920002237,56.92968770000152,56.92968770000152,57.213813400128856,z,1,0.271589299896732,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,24,0,6,x,1,0.2173063000664115,None,6,0,24,0,,,,,57.232535700080916,,57.21428159996867,57.232535700080916,58.214912600116804,58.214912600116804,58.214912600116804,58.214912600116804,58.22919490002096,59.229567599948496,59.229567599948496,59.46373990015127,x,1,0.2173063000664115,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,25,1,6,v,1,0.336298500187695,None,6,1,25,1,,,,,59.48194870003499,,59.46422590012662,59.48194870003499,60.46475990000181,60.46475990000181,60.46475990000181,60.46475990000181,60.47909740009345,61.47974180011079,61.47974180011079,61.82985880016349,v,1,0.336298500187695,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,26,2,6,c,1,0.29782310011796653,None,6,2,26,2,,,,,61.84843350015581,,61.830577300162986,61.84843350015581,62.8317824001424,62.8317824001424,62.8317824001424,62.8317824001424,62.84591679996811,63.82921210001223,63.82921210001223,64.12954760016873,c,1,0.29782310011796653,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,27,3,6,z,1,0.19626670004799962,None,6,3,27,3,,,,,64.1480674999766,,64.12996180006303,64.1480674999766,65.13139180000871,65.13139180000871,65.13139180000871,65.13139180000871,65.1462275001686,66.12928680004552,66.12928680004552,66.33018440008163,z,1,0.19626670004799962,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,28,0,7,x,1,0.3498913999646902,None,7,0,28,0,,,,,66.34850570000708,,66.33069720002823,66.34850570000708,67.3320657000877,67.3320657000877,67.3320657000877,67.3320657000877,67.34601460001431,68.34556349995546,68.34556349995546,68.69653920014389,x,1,0.3498913999646902,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,29,1,7,v,1,0.36646940000355244,None,7,1,29,1,,,,,68.71490450017154,,68.69705369998701,68.71490450017154,69.69821289996617,69.69821289996617,69.69821289996617,69.69821289996617,69.71243670000695,70.69621880003251,70.69621880003251,71.079432599945,v,1,0.36646940000355244,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,30,2,7,c,1,0.22987310006283224,None,7,2,30,2,,,,,71.0981463000644,,71.07986739999615,71.0981463000644,72.08128960011527,72.08128960011527,72.08128960011527,72.08128960011527,72.09632030013017,73.07925800001249,73.07925800001249,73.31367500009947,c,1,0.22987310006283224,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,31,3,7,z,1,0.2519642999395728,None,7,3,31,3,,,,,73.33159590000287,,73.31416940013878,73.33159590000287,74.31522720004432,74.31522720004432,74.31522720004432,74.31522720004432,74.32936009997502,75.31282570003532,75.31282570003532,75.58023490011692,z,1,0.2519642999395728,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,32,0,8,x,1,0.6821083000395447,None,8,0,32,0,,,,,75.59812150010839,,75.58068580017425,75.59812150010839,76.58186429995112,76.58186429995112,76.58186429995112,76.58186429995112,76.59574609994888,77.57928210007958,77.57928210007958,78.26341130002402,x,1,0.6821083000395447,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,33,1,8,v,1,0.2739154000300914,None,8,1,33,1,,,,,78.28167259995826,,78.26388950017281,78.28167259995826,79.26457979995757,79.26457979995757,79.26457979995757,79.26457979995757,79.278577900026,80.27865260001272,80.27865260001272,80.56345929997042,v,1,0.2739154000300914,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,34,2,8,c,1,0.1893428999464959,None,8,2,34,2,,,,,80.58165930001996,,80.56401820015162,80.58165930001996,81.56470330012962,81.56470330012962,81.56470330012962,81.56470330012962,81.57898280001245,82.57848120015115,82.57848120015115,82.77998300013132,c,1,0.1893428999464959,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,35,3,8,z,1,0.2657761999871582,None,8,3,35,3,,,,,82.79788450011984,,82.78044750005938,82.79788450011984,83.78207880002446,83.78207880002446,83.78207880002446,83.78207880002446,83.79612040007487,84.79534720000811,84.79534720000811,85.06324269995093,z,1,0.2657761999871582,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,36,0,9,x,1,0.30010759993456304,None,9,0,36,0,,,,,85.08151659998111,,85.06374210002832,85.08151659998111,86.0652236000169,86.0652236000169,86.0652236000169,86.0652236000169,86.0792193999514,87.0625055001583,87.0625055001583,87.37878220016137,x,1,0.30010759993456304,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,37,1,9,v,1,0.5322165000252426,None,9,1,37,1,,,,,87.3977453999687,,87.37902280013077,87.3977453999687,88.38125400012359,88.38125400012359,88.38125400012359,88.38125400012359,88.39543849998154,89.37884100014344,89.37884100014344,89.91308380011469,v,1,0.5322165000252426,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,38,2,9,c,1,0.4073354001156986,None,9,2,38,2,,,,,89.93137950007804,,89.91355030005798,89.93137950007804,90.9143849001266,90.9143849001266,90.9143849001266,90.9143849001266,90.92927030008286,91.92924760002643,91.92924760002643,92.34582060016692,c,1,0.4073354001156986,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,39,3,9,z,1,0.2769913000520319,None,9,3,39,3,,,,,92.36482920008712,,92.34623230015859,92.36482920008712,93.34776120004244,93.34776120004244,93.34776120004244,93.34776120004244,93.36256150016561,94.34533559996635,94.34533559996635,94.62917180010118,z,1,0.2769913000520319,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,40,0,10,x,1,0.2728138999082148,None,10,0,40,0,,,,,94.64765590010211,,94.62964499997906,94.64765590010211,95.63151560002007,95.63151560002007,95.63151560002007,95.63151560002007,95.64572190004401,96.62895170017146,96.62895170017146,96.91273290012032,x,1,0.2728138999082148,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,41,1,10,v,1,0.389141800114885,None,10,1,41,1,,,,,96.93106520012952,,96.91314750001766,96.93106520012952,97.91424089996144,97.91424089996144,97.91424089996144,97.91424089996144,97.92842450016178,98.9121733000502,98.9121733000502,99.31303500011563,v,1,0.389141800114885,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,42,2,10,c,1,0.34862230019643903,None,10,2,42,2,,,,,99.33129410003312,,99.31352660013363,99.33129410003312,100.31500410009176,100.31500410009176,100.31500410009176,100.31500410009176,100.3290554000996,101.32889660005458,101.32889660005458,101.6791161999572,c,1,0.34862230019643903,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,43,3,10,z,1,0.4189901000354439,None,10,3,43,3,,,,,101.69791660015471,,101.67962529999204,101.69791660015471,102.68147490010597,102.68147490010597,102.68147490010597,102.68147490010597,102.69525180011988,103.67908110003918,103.67908110003918,104.11279070004821,z,1,0.4189901000354439,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,44,0,11,x,1,0.29593770019710064,None,11,0,44,0,,,,,104.1312313999515,,104.11335949995555,104.1312313999515,105.11400420009159,105.11400420009159,105.11400420009159,105.11400420009159,105.12838939996436,106.1117649001535,106.1117649001535,106.41236430010758,x,1,0.29593770019710064,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,45,1,11,v,1,0.5293111999053508,None,11,1,45,1,,,,,106.43095550010912,,106.41282460000366,106.43095550010912,107.41457410017028,107.41457410017028,107.41457410017028,107.41457410017028,107.42848180001602,108.41175170009956,108.41175170009956,108.94610040006228,v,1,0.5293111999053508,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,46,2,11,c,1,0.34122840012423694,None,11,2,46,2,,,,,108.96409130003303,,108.94691759999841,108.96409130003303,109.9481065000873,109.9481065000873,109.9481065000873,109.9481065000873,109.96239670016803,110.94537400011905,110.94537400011905,111.2961824000813,c,1,0.34122840012423694,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,47,3,11,z,1,0.23210340016521513,None,11,3,47,3,,,,,111.31404550001025,,111.29699790012091,111.31404550001025,112.29717550007626,112.29717550007626,112.29717550007626,112.29717550007626,112.31172560015693,113.29533240012825,113.29533240012825,113.54593989998102,z,1,0.23210340016521513,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,48,0,12,x,1,0.23241539997979999,None,12,0,48,0,,,,,113.5640674000606,,113.54647510009818,113.5640674000606,114.5472101001069,114.5472101001069,114.5472101001069,114.5472101001069,114.5616951000411,115.56167390011251,115.56167390011251,115.79607890010811,x,1,0.23241539997979999,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,49,1,12,v,1,0.6247567001264542,None,12,1,49,1,,,,,115.81394740007818,,115.79671230004169,115.81394740007818,116.79689020011574,116.79689020011574,116.79689020011574,116.79689020011574,116.8114312000107,117.8115409000311,117.8115409000311,118.44612330012023,v,1,0.6247567001264542,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,50,2,12,c,1,0.31330649997107685,None,12,2,50,2,,,,,118.46528470003977,,118.44659609999508,118.46528470003977,119.44761030003428,119.44761030003428,119.44761030003428,119.44761030003428,119.47870520013385,120.46198150003329,120.46198150003329,120.779116100166,c,1,0.31330649997107685,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,51,3,12,z,1,0.29772030003368855,None,12,3,51,3,,,,,120.79707480012439,,120.77967710001394,120.79707480012439,121.78090140013956,121.78090140013956,121.78090140013956,121.78090140013956,121.79544900008477,122.77875109994784,122.77875109994784,123.0792130001355,z,1,0.29772030003368855,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,52,0,13,x,1,0.4762762999162078,None,13,0,52,0,,,,,123.09835830004886,,123.07971700001508,123.09835830004886,124.0809961000923,124.0809961000923,124.0809961000923,124.0809961000923,124.09527299995534,125.07825780007988,125.07825780007988,125.5622571001295,x,1,0.4762762999162078,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,53,1,13,v,1,0.5566328999120742,None,13,1,53,1,,,,,125.58049280010164,,125.56253640004434,125.58049280010164,126.56450920016505,126.56450920016505,126.56450920016505,126.56450920016505,126.57825840008445,127.56144449999556,127.56144449999556,128.12907560006715,v,1,0.5566328999120742,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,54,2,13,c,1,0.34453379991464317,None,13,2,54,2,,,,,128.14750890014693,,128.1295986000914,128.14750890014693,129.13103689998388,129.13103689998388,129.13103689998388,129.13103689998388,129.14495890005492,130.14471350004897,130.14471350004897,130.49499629996717,c,1,0.34453379991464317,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,55,3,13,z,1,0.25123560009524226,None,13,3,55,3,,,,,130.51382110011764,,130.49546470004134,130.51382110011764,131.49748790008016,131.49748790008016,131.49748790008016,131.49748790008016,131.51160660013556,132.49515380011871,132.49515380011871,132.7626347001642,z,1,0.25123560009524226,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,56,0,14,x,1,0.2537091001868248,None,14,0,56,0,,,,,132.780690100044,,132.76315660006367,132.780690100044,133.76344899996184,133.76344899996184,133.76344899996184,133.76344899996184,133.77796100010164,134.76188140013255,134.76188140013255,135.02966620004736,x,1,0.2537091001868248,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,57,1,14,v,1,0.2982115000486374,None,14,1,57,1,,,,,135.04790999996476,,135.03041520016268,135.04790999996476,136.03067789995112,136.03067789995112,136.03067789995112,136.03067789995112,136.04450600012206,137.0450632001739,137.0450632001739,137.34528420004062,v,1,0.2982115000486374,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
50,c,58,2,14,c,1,0.24880039994604886,None,14,2,58,2,,,,,137.36405840003863,,137.34577200002968,137.36405840003863,138.34713690006174,138.34713690006174,138.34713690006174,138.34713690006174,138.36134529998526,139.34495040006004,139.34495040006004,139.5957492000889,c,1,0.24880039994604886,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-150,z,59,3,14,z,1,0.4241063999943435,None,14,3,59,3,,,,,139.61401919997297,,139.59620110015385,139.61401919997297,140.59712990000844,140.59712990000844,140.59712990000844,140.59712990000844,140.6118562000338,141.59509090008214,141.59509090008214,142.02852270007133,z,1,0.4241063999943435,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
-50,x,60,0,15,x,1,0.9061883999966085,None,15,0,60,0,,,,,142.04693770012818,,142.02904060017318,142.04693770012818,143.03034200007096,143.03034200007096,143.03034200007096,143.03034200007096,143.0447277999483,144.02756049996242,144.02756049996242,144.9458606999833,x,1,0.9061883999966085,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
150,v,61,1,15,v,1,0.24088639998808503,None,15,1,61,1,,,,,144.96397299994715,,144.94642000016756,144.96397299994715,145.94753580004908,145.94753580004908,145.94753580004908,145.94753580004908,145.96186539996415,146.96174000017345,146.96174000017345,147.2119662000332,v,1,0.24088639998808503,None,,,,,participant 4,001,2025-10-03_16h16.32.058,Motor Sequence,,2025.1.1,59.93971266639548,2025-10-03 16h16.43.169957 +0530,
