thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
55,0,55,[np.float64(-0.0044444444444444444)],[np.float64(0.47888888888888886)],[1],[0],[0],[1.551852999953553],['target'],55,0,55,0,95.9366625000257,,10,95.92699790000916,95.9366625000257,95.9366625000257,0.03115370008163154,97.47895970009267,[np.float64(-0.0044444444444444444)],[np.float64(0.47888888888888886)],[1],[0],[0],[1.551852999953553],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
56,0,56,[np.float64(-0.18666666666666668)],[np.float64(-0.37555555555555553)],[1],[0],[0],[1.8326620000880212],['target'],56,0,56,0,97.50197599991225,,5,97.49493600009009,97.50197599991225,97.50197599991225,0.015741399955004454,99.32765999995172,[np.float64(-0.18666666666666668)],[np.float64(-0.37555555555555553)],[1],[0],[0],[1.8326620000880212],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
57,0,57,[np.float64(0.4072222222222222)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.4800446999724954],['target'],57,0,57,0,99.35649290005676,,10,99.34894059994258,99.35649290005676,99.35649290005676,0.021149800159037113,100.82909359992482,[np.float64(0.4072222222222222)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.4800446999724954],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
58,0,58,[np.float64(0.14555555555555555)],[np.float64(0.2633333333333333)],[1],[0],[0],[1.2674912000074983],['target'],58,0,58,0,100.85232970002107,,5,100.84493279992603,100.85232970002107,100.85232970002107,0.015632799826562405,102.11252430011518,[np.float64(0.14555555555555555)],[np.float64(0.2633333333333333)],[1],[0],[0],[1.2674912000074983],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
59,0,59,[np.float64(-0.41444444444444445)],[np.float64(-0.24)],[1],[0],[0],[1.8380189999006689],['target'],59,0,59,0,102.149145900039,,10,102.14021100010723,102.149145900039,102.149145900039,0.027481700060889125,103.97834219993092,[np.float64(-0.41444444444444445)],[np.float64(-0.24)],[1],[0],[0],[1.8380189999006689],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
60,0,60,[np.float64(-0.03611111111111111)],[np.float64(0.465)],[1],[0],[0],[3.004054200137034],['target'],60,0,60,0,104.0229793000035,,10,104.00916359992698,104.0229793000035,104.0229793000035,0.030619099969044328,107.01335599995218,[np.float64(-0.03611111111111111)],[np.float64(0.465)],[1],[0],[0],[3.004054200137034],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
61,0,61,[np.float64(0.4255555555555556)],[np.float64(-0.135)],[1],[0],[0],[1.815959099913016],['target'],61,0,61,0,107.04069819999859,,5,107.03063630010001,107.04069819999859,107.04069819999859,0.01695269998162985,108.84669709997252,[np.float64(0.4255555555555556)],[np.float64(-0.135)],[1],[0],[0],[1.815959099913016],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
62,0,62,[np.float64(-0.058888888888888886)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.652367499889806],['target'],62,0,62,0,108.88407410006039,,10,108.87595089990646,108.88407410006039,108.88407410006039,0.029060000088065863,110.52843359997496,[np.float64(-0.058888888888888886)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.652367499889806],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
63,0,63,[np.float64(-0.09777777777777778)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.3012639000080526],['target'],63,0,63,0,110.55468740011565,,5,110.54450799990445,110.55468740011565,110.55468740011565,0.015829900046810508,111.84587420010939,[np.float64(-0.09777777777777778)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.3012639000080526],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
64,0,64,[np.float64(0.4272222222222222)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.7664332001004368],['target'],64,0,64,0,111.87046519992873,,5,111.86216569994576,111.87046519992873,111.87046519992873,0.016116099897772074,113.62870249990374,[np.float64(0.4272222222222222)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.7664332001004368],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
65,0,65,[np.float64(0.013888888888888888)],[np.float64(0.3844444444444444)],[1],[0],[0],[1.8005655999295413],['target'],65,0,65,0,113.65121629997157,,5,113.64396809996106,113.65121629997157,113.65121629997157,0.015088299987837672,115.444628899917,[np.float64(0.013888888888888888)],[np.float64(0.3844444444444444)],[1],[0],[0],[1.8005655999295413],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
66,0,66,[np.float64(-0.16833333333333333)],[np.float64(-0.42388888888888887)],[1],[0],[0],[1.9680655000265688],['target'],66,0,66,0,115.4672081999015,,5,115.46082899998873,115.4672081999015,115.4672081999015,0.0160221999976784,117.42899779998697,[np.float64(-0.16833333333333333)],[np.float64(-0.42388888888888887)],[1],[0],[0],[1.9680655000265688],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
67,0,67,[np.float64(-0.058888888888888886)],[np.float64(0.21333333333333335)],[1],[0],[0],[1.9692132000345737],['target'],67,0,67,0,117.45447760005482,,5,117.44448979990557,117.45447760005482,117.45447760005482,0.015295800054445863,119.41385519993491,[np.float64(-0.058888888888888886)],[np.float64(0.21333333333333335)],[1],[0],[0],[1.9692132000345737],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
68,0,68,[np.float64(-0.10277777777777777)],[np.float64(0.13555555555555557)],[1],[0],[0],[1.3964069001376629],['target'],68,0,68,0,119.4395812000148,,5,119.43187230010517,119.4395812000148,119.4395812000148,0.017760500079020858,120.82836990011856,[np.float64(-0.10277777777777777)],[np.float64(0.13555555555555557)],[1],[0],[0],[1.3964069001376629],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
69,0,69,[np.float64(0.3788888888888889)],[np.float64(-0.15666666666666668)],[1],[0],[0],[1.4017883001361042],['target'],69,0,69,0,120.87345429998823,,10,120.85899470001459,120.87345429998823,120.87345429998823,0.030449299840256572,122.2608950000722,[np.float64(0.3788888888888889)],[np.float64(-0.15666666666666668)],[1],[0],[0],[1.4017883001361042],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
70,0,70,[np.float64(-0.3616666666666667)],[np.float64(0.015555555555555555)],[1],[0],[0],[1.2192259000148624],['target'],70,0,70,0,122.28706309990957,,5,122.2757504999172,122.28706309990957,122.28706309990957,0.014640900073572993,123.49508000002243,[np.float64(-0.3616666666666667)],[np.float64(0.015555555555555555)],[1],[0],[0],[1.2192259000148624],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
71,0,71,[np.float64(-0.4583333333333333)],[np.float64(-0.1238888888888889)],[1],[0],[0],[1.4207260999828577],['target'],71,0,71,0,123.51678150007501,,5,123.50961730000563,123.51678150007501,123.51678150007501,0.014373400015756488,124.93049050006084,[np.float64(-0.4583333333333333)],[np.float64(-0.1238888888888889)],[1],[0],[0],[1.4207260999828577],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
72,0,72,[np.float64(-0.4272222222222222)],[np.float64(-0.012777777777777779)],[1],[0],[0],[1.3227057999465615],['target'],72,0,72,0,124.97092110011727,,10,124.95565730007365,124.97092110011727,124.97092110011727,0.024890400003641844,126.27846519998275,[np.float64(-0.4272222222222222)],[np.float64(-0.012777777777777779)],[1],[0],[0],[1.3227057999465615],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
73,0,73,[np.float64(0.09944444444444445)],[np.float64(-0.22333333333333333)],[1],[0],[0],[2.37257570005022],['target'],73,0,73,0,126.31816169992089,,10,126.30606089998037,126.31816169992089,126.31816169992089,0.02737869997508824,128.67875150009058,[np.float64(0.09944444444444445)],[np.float64(-0.22333333333333333)],[1],[0],[0],[2.37257570005022],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
74,0,74,[np.float64(0.26611111111111113)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.4069928999524564],['target'],74,0,74,0,128.71779819997028,,10,128.7048017999623,128.71779819997028,128.71779819997028,0.025802200194448233,130.11191560002044,[np.float64(0.26611111111111113)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.4069928999524564],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
75,0,75,[np.float64(0.21388888888888888)],[np.float64(0.15388888888888888)],[1],[0],[0],[1.1443311998154968],['target'],75,0,75,0,130.14217479992658,,5,130.1347791000735,130.14217479992658,130.14217479992658,0.022666499949991703,131.27921640011482,[np.float64(0.21388888888888888)],[np.float64(0.15388888888888888)],[1],[0],[0],[1.1443311998154968],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
76,0,76,[np.float64(-0.2683333333333333)],[np.float64(-0.32)],[1],[0],[0],[1.216064700158313],['target'],76,0,76,0,131.3030304000713,,5,131.29650599998422,131.3030304000713,131.3030304000713,0.01707580010406673,132.51267730002292,[np.float64(-0.2683333333333333)],[np.float64(-0.32)],[1],[0],[0],[1.216064700158313],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
77,0,77,[np.float64(0.3522222222222222)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.4525077000726014],['target'],77,0,77,0,132.55741750006564,,10,132.54373700008728,132.55741750006564,132.55741750006564,0.030861299950629473,133.99638199992478,[np.float64(0.3522222222222222)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.4525077000726014],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
78,0,78,[np.float64(-0.45611111111111113)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.4658464998938143],['target'],78,0,78,0,134.03921189997345,,10,134.0272302001249,134.03921189997345,134.03921189997345,0.030528699979186058,135.49314199993387,[np.float64(-0.45611111111111113)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.4658464998938143],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
79,0,79,[np.float64(0.3794444444444444)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.5030511999502778],['target'],79,0,79,0,135.58918879996054,,10,135.57720059994608,135.58918879996054,135.58918879996054,0.08393569989129901,137.08041739999317,[np.float64(0.3794444444444444)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.5030511999502778],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
80,0,80,[np.float64(-0.11611111111111111)],[np.float64(-0.12277777777777778)],[1],[0],[0],[1.4171609000768512],['target'],80,0,80,0,137.12305680010468,,10,137.11184750008397,137.12305680010468,137.12305680010468,0.03106940002180636,138.52910850010812,[np.float64(-0.11611111111111111)],[np.float64(-0.12277777777777778)],[1],[0],[0],[1.4171609000768512],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
81,0,81,[np.float64(0.09555555555555556)],[np.float64(-0.3472222222222222)],[1],[0],[0],[1.5911705000326037],['target'],81,0,81,0,138.5627371999435,,10,138.55416990001686,138.5627371999435,138.5627371999435,0.024807800073176622,140.14544959994964,[np.float64(0.09555555555555556)],[np.float64(-0.3472222222222222)],[1],[0],[0],[1.5911705000326037],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
82,0,82,[np.float64(-0.3016666666666667)],[np.float64(0.33666666666666667)],[1],[0],[0],[2.0360753000713885],['target'],82,0,82,0,140.18515060003847,,10,140.17669679992832,140.18515060003847,140.18515060003847,0.031055500032380223,142.21291249990463,[np.float64(-0.3016666666666667)],[np.float64(0.33666666666666667)],[1],[0],[0],[2.0360753000713885],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
83,0,83,[np.float64(0.14833333333333334)],[np.float64(-0.3488888888888889)],[1],[0],[0],[1.603688000002876],['target'],83,0,83,0,142.2557187001221,,10,142.2415120000951,142.2557187001221,142.2557187001221,0.028300700010731816,143.8452928001061,[np.float64(0.14833333333333334)],[np.float64(-0.3488888888888889)],[1],[0],[0],[1.603688000002876],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
84,0,84,[np.float64(-0.005)],[np.float64(0.2511111111111111)],[1],[0],[0],[1.3371886000968516],['target'],84,0,84,0,143.88317749998532,,10,143.87416550004855,143.88317749998532,143.88317749998532,0.028655700152739882,145.21148930001073,[np.float64(-0.005)],[np.float64(0.2511111111111111)],[1],[0],[0],[1.3371886000968516],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
85,0,85,[np.float64(-0.29777777777777775)],[np.float64(0.11833333333333333)],[1],[0],[0],[1.1347782998345792],['target'],85,0,85,0,145.25566309993155,,10,145.24303889996372,145.25566309993155,145.25566309993155,0.0312969998922199,146.37793290009722,[np.float64(-0.29777777777777775)],[np.float64(0.11833333333333333)],[1],[0],[0],[1.1347782998345792],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
86,0,86,[np.float64(0.03722222222222222)],[np.float64(-0.07388888888888889)],[1],[0],[0],[1.9127394000533968],['target'],86,0,86,0,146.4103085999377,,5,146.3989242000971,146.4103085999377,146.4103085999377,0.020749300019815564,148.31175570003688,[np.float64(0.03722222222222222)],[np.float64(-0.07388888888888889)],[1],[0],[0],[1.9127394000533968],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
87,0,87,[np.float64(-0.4533333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.452003400074318],['target'],87,0,87,0,148.3361027999781,,5,148.327339499956,148.3361027999781,148.3361027999781,0.015386499930173159,149.7795154999476,[np.float64(-0.4533333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.452003400074318],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
88,0,88,[np.float64(0.05333333333333334)],[np.float64(0.011666666666666667)],[1],[0],[0],[1.681919900001958],['target'],88,0,88,0,149.80255710007623,,5,149.7960101000499,149.80255710007623,149.80255710007623,0.016199100064113736,151.47804769990034,[np.float64(0.05333333333333334)],[np.float64(0.011666666666666667)],[1],[0],[0],[1.681919900001958],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
89,0,89,[np.float64(0.4172222222222222)],[np.float64(0.034444444444444444)],[1],[0],[0],[1.6837730000261217],['target'],89,0,89,0,151.50433250004426,,5,151.49423680012114,151.50433250004426,151.50433250004426,0.0159833999350667,153.17811099998653,[np.float64(0.4172222222222222)],[np.float64(0.034444444444444444)],[1],[0],[0],[1.6837730000261217],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
90,0,90,[np.float64(-0.28555555555555556)],[np.float64(0.4172222222222222)],[1],[0],[0],[1.7059003000613302],['target'],90,0,90,0,153.21247219992802,,10,153.20533669996075,153.21247219992802,153.21247219992802,0.02702150004915893,154.91134089999832,[np.float64(-0.28555555555555556)],[np.float64(0.4172222222222222)],[1],[0],[0],[1.7059003000613302],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
91,0,91,[np.float64(0.18333333333333332)],[np.float64(0.135)],[1],[0],[0],[1.9234840001445264],['target'],91,0,91,0,154.94562859996222,,10,154.9378454000689,154.94562859996222,154.94562859996222,0.0262792999856174,156.86142070009373,[np.float64(0.18333333333333332)],[np.float64(0.135)],[1],[0],[0],[1.9234840001445264],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
92,0,92,[np.float64(-0.5033333333333333)],[np.float64(-0.37833333333333335)],[1],[0],[0],[2.10891309985891],['target'],92,0,92,0,156.89883999992162,,10,156.88606150005944,156.89883999992162,156.89883999992162,0.024433800019323826,158.9950935000088,[np.float64(-0.5033333333333333)],[np.float64(-0.37833333333333335)],[1],[0],[0],[2.10891309985891],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
93,0,93,[np.float64(0.3933333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.5683535998687148],['target'],93,0,93,0,159.0215576000046,,5,159.0104127000086,159.0215576000046,159.0215576000046,0.015121799893677235,160.57894479995593,[np.float64(0.3933333333333333)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.5683535998687148],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
94,0,94,[np.float64(0.21833333333333332)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.2651841000188142],['target'],94,0,94,0,160.6057218001224,,5,160.59736500005238,160.6057218001224,160.6057218001224,0.018094100058078766,161.86272530001588,[np.float64(0.21833333333333332)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.2651841000188142],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
95,0,95,[np.float64(0.4688888888888889)],[np.float64(0.042777777777777776)],[1],[0],[0],[1.4878211999312043],['target'],95,0,95,0,161.90118300006725,,10,161.8900319999084,161.90118300006725,161.90118300006725,0.026967599987983704,163.3779386000242,[np.float64(0.4688888888888889)],[np.float64(0.042777777777777776)],[1],[0],[0],[1.4878211999312043],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
96,0,96,[np.float64(-0.09666666666666666)],[np.float64(0.37277777777777776)],[1],[0],[0],[3.956312800059095],['target'],96,0,96,0,163.41160150012,,10,163.4038800999988,163.41160150012,163.41160150012,0.02572380006313324,167.360243299976,[np.float64(-0.09666666666666666)],[np.float64(0.37277777777777776)],[1],[0],[0],[3.956312800059095],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
97,0,97,[np.float64(0.42)],[np.float64(0.28)],[1],[0],[0],[1.5189096999820322],['target'],97,0,97,0,167.38245979999192,,5,167.37589900009334,167.38245979999192,167.38245979999192,0.015556999947875738,168.89493770012632,[np.float64(0.42)],[np.float64(0.28)],[1],[0],[0],[1.5189096999820322],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
98,0,98,[np.float64(-0.22666666666666666)],[np.float64(-0.2838888888888889)],[1],[0],[0],[1.7185009000822902],['target'],98,0,98,0,168.937225200003,,10,168.92492959997617,168.937225200003,168.937225200003,0.02975340001285076,170.64349970011972,[np.float64(-0.22666666666666666)],[np.float64(-0.2838888888888889)],[1],[0],[0],[1.7185009000822902],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
99,0,99,[np.float64(0.47555555555555556)],[np.float64(-0.2011111111111111)],[1],[0],[0],[1.357509900117293],['target'],99,0,99,0,170.66072620009072,,5,170.65364439995028,170.66072620009072,170.66072620009072,0.009963999968022108,172.01125290011987,[np.float64(0.47555555555555556)],[np.float64(-0.2011111111111111)],[1],[0],[0],[1.357509900117293],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
100,0,100,[np.float64(-0.2838888888888889)],[np.float64(0.2511111111111111)],[1],[0],[0],[1.4059905000030994],['target'],100,0,100,0,172.0512528999243,,10,172.038262499962,172.0512528999243,172.0512528999243,0.026835700031369925,173.44434839999303,[np.float64(-0.2838888888888889)],[np.float64(0.2511111111111111)],[1],[0],[0],[1.4059905000030994],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
101,0,101,[np.float64(-0.45611111111111113)],[np.float64(0.33055555555555555)],[1],[0],[0],[1.7209185999818146],['target'],101,0,101,0,173.48409799998626,,10,173.47281780000776,173.48409799998626,173.48409799998626,0.02826500008814037,175.19380720006302,[np.float64(-0.45611111111111113)],[np.float64(0.33055555555555555)],[1],[0],[0],[1.7209185999818146],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
102,0,102,[np.float64(-0.2872222222222222)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.6579163998831064],['target'],102,0,102,0,175.20913979993202,,5,175.20367540000007,175.20913979993202,175.20913979993202,0.009736000094562769,176.86171100009233,[np.float64(-0.2872222222222222)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.6579163998831064],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
103,0,103,[np.float64(0.008888888888888889)],[np.float64(0.1922222222222222)],[1],[0],[0],[1.4651296001393348],['target'],103,0,103,0,176.88444890012033,,5,176.8774399999529,176.88444890012033,176.88444890012033,0.015523599926382303,178.34264879999682,[np.float64(0.008888888888888889)],[np.float64(0.1922222222222222)],[1],[0],[0],[1.4651296001393348],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
104,0,104,[np.float64(0.10333333333333333)],[np.float64(0.14666666666666667)],[1],[0],[0],[2.149989200057462],['target'],104,0,104,0,178.37023520004004,,10,178.36016710009426,178.37023520004004,178.37023520004004,0.017347399843856692,180.51025549997576,[np.float64(0.10333333333333333)],[np.float64(0.14666666666666667)],[1],[0],[0],[2.149989200057462],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
105,0,105,[np.float64(0.085)],[np.float64(-0.37)],[1],[0],[0],[1.8731315999757499],['target'],105,0,105,0,180.54659419995733,,10,180.5386910000816,180.54659419995733,180.54659419995733,0.028231000062078238,182.41193949989974,[np.float64(0.085)],[np.float64(-0.37)],[1],[0],[0],[1.8731315999757499],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
106,0,106,[np.float64(0.2822222222222222)],[np.float64(-0.4216666666666667)],[1],[0],[0],[1.4140997999347746],['target'],106,0,106,0,182.43656750000082,,5,182.42891320004128,182.43656750000082,182.43656750000082,0.016728200018405914,183.84306839993224,[np.float64(0.2822222222222222)],[np.float64(-0.4216666666666667)],[1],[0],[0],[1.4140997999347746],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
107,0,107,[np.float64(-0.018333333333333333)],[np.float64(0.2733333333333333)],[1],[0],[0],[1.480599100003019],['target'],107,0,107,0,183.87122440012172,,10,183.86374399997294,183.87122440012172,183.87122440012172,0.020588200073689222,185.34444630006328,[np.float64(-0.018333333333333333)],[np.float64(0.2733333333333333)],[1],[0],[0],[1.480599100003019],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
108,0,108,[np.float64(0.4261111111111111)],[np.float64(-0.38555555555555554)],[1],[0],[0],[1.6014767000451684],['target'],108,0,108,0,185.3668567999266,,5,185.359788000118,185.3668567999266,185.3668567999266,0.015131399966776371,186.961367999902,[np.float64(0.4261111111111111)],[np.float64(-0.38555555555555554)],[1],[0],[0],[1.6014767000451684],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
109,0,109,[np.float64(0.47333333333333333)],[np.float64(-0.06055555555555556)],[1],[0],[0],[1.2692785998806357],['target'],109,0,109,0,187.00427690008655,,10,186.9911676000338,187.00427690008655,187.00427690008655,0.02963349991478026,188.26061429991387,[np.float64(0.47333333333333333)],[np.float64(-0.06055555555555556)],[1],[0],[0],[1.2692785998806357],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
110,0,110,[np.float64(-0.2633333333333333)],[np.float64(0.16722222222222222)],[1],[0],[0],[1.5409122998826206],['target'],110,0,110,0,188.29697580006905,,10,188.28700749995187,188.29697580006905,188.29697580006905,0.026030100183561444,189.82806840003468,[np.float64(-0.2633333333333333)],[np.float64(0.16722222222222222)],[1],[0],[0],[1.5409122998826206],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
111,0,111,[np.float64(-0.22277777777777777)],[np.float64(-0.48277777777777775)],[1],[0],[0],[1.5869430999737233],['target'],111,0,111,0,189.86483470001258,,10,189.8556147001218,189.86483470001258,189.86483470001258,0.02727500000037253,191.44264120003209,[np.float64(-0.22277777777777777)],[np.float64(-0.48277777777777775)],[1],[0],[0],[1.5869430999737233],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
