thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.44333333333333336)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.6716432000976056],['target'],10,0,10,0,17.083197300089523,,10,17.076183500001207,17.083197300089523,17.083197300089523,0.028847599867731333,18.74799200007692,[np.float64(0.44333333333333336)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.6716432000976056],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
11,0,11,[np.float64(-0.40944444444444444)],[np.float64(0.10388888888888889)],[1],[0],[0],[1.6897946000099182],['target'],11,0,11,0,18.784194000065327,,10,18.773736499948427,18.784194000065327,18.784194000065327,0.02537890011444688,20.46363570005633,[np.float64(-0.40944444444444444)],[np.float64(0.10388888888888889)],[1],[0],[0],[1.6897946000099182],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
12,0,12,[np.float64(0.052222222222222225)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.2716749999672174],['target'],12,0,12,0,20.50701990001835,,10,20.49185200012289,20.50701990001835,20.50701990001835,0.02800140017643571,22.763624399900436,[np.float64(0.052222222222222225)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.2716749999672174],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
13,0,13,[np.float64(-0.3622222222222222)],[np.float64(0.335)],[1],[0],[0],[1.4345426999498159],['target'],13,0,13,0,22.786128600127995,,5,22.77933180006221,22.786128600127995,22.786128600127995,0.015492799924686551,24.213977300096303,[np.float64(-0.3622222222222222)],[np.float64(0.335)],[1],[0],[0],[1.4345426999498159],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
14,0,14,[np.float64(0.3022222222222222)],[np.float64(0.3161111111111111)],[1],[0],[0],[1.646654199808836],['target'],14,0,14,0,24.239582000067458,,5,24.232424800051376,24.239582000067458,24.239582000067458,0.01800549984909594,25.879133899929002,[np.float64(0.3022222222222222)],[np.float64(0.3161111111111111)],[1],[0],[0],[1.646654199808836],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
15,0,15,[np.float64(-0.3377777777777778)],[np.float64(-0.09555555555555556)],[1],[0],[0],[1.2838133999612182],['target'],15,0,15,0,25.900538600049913,,5,25.894825200084597,25.900538600049913,25.900538600049913,0.015584300039336085,27.178701600059867,[np.float64(-0.3377777777777778)],[np.float64(-0.09555555555555556)],[1],[0],[0],[1.2838133999612182],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
16,0,16,[np.float64(0.4116666666666667)],[np.float64(0.42055555555555557)],[1],[0],[0],[2.116349499905482],['target'],16,0,16,0,27.204938400071114,,10,27.197331600124016,27.204938400071114,27.204938400071114,0.018500100122764707,29.313796800095588,[np.float64(0.4116666666666667)],[np.float64(0.42055555555555557)],[1],[0],[0],[2.116349499905482],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
17,0,17,[np.float64(0.39611111111111114)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.8002059999853373],['target'],17,0,17,0,29.340367699973285,,5,29.32949410006404,29.340367699973285,29.340367699973285,0.015464399941265583,31.129776200046763,[np.float64(0.39611111111111114)],[np.float64(0.29333333333333333)],[1],[0],[0],[1.8002059999853373],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
18,0,18,[np.float64(-0.44555555555555554)],[np.float64(-0.4255555555555556)],[1],[0],[0],[2.018299200106412],['target'],18,0,18,0,31.152953000040725,,5,31.144673000089824,31.152953000040725,31.152953000040725,0.014745600055903196,33.16306390007958,[np.float64(-0.44555555555555554)],[np.float64(-0.4255555555555556)],[1],[0],[0],[2.018299200106412],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
19,0,19,[np.float64(0.08388888888888889)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.8219883998390287],['target'],19,0,19,0,33.20137319993228,,10,33.19112850003876,33.20137319993228,33.20137319993228,0.027896499959751964,35.01323499996215,[np.float64(0.08388888888888889)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.8219883998390287],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
20,0,20,[np.float64(-0.05388888888888889)],[np.float64(0.07055555555555555)],[1],[0],[0],[1.6405964000150561],['target'],20,0,20,0,35.04847860010341,,10,35.0398131001275,35.04847860010341,35.04847860010341,0.02629389986395836,36.68053269991651,[np.float64(-0.05388888888888889)],[np.float64(0.07055555555555555)],[1],[0],[0],[1.6405964000150561],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
21,0,21,[np.float64(-0.12666666666666668)],[np.float64(-0.48055555555555557)],[1],[0],[0],[2.682254600105807],['target'],21,0,21,0,36.72576810000464,,10,36.71481089992449,36.72576810000464,36.72576810000464,0.03404449997469783,39.39717940008268,[np.float64(-0.12666666666666668)],[np.float64(-0.48055555555555557)],[1],[0],[0],[2.682254600105807],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
22,0,22,[np.float64(-0.39444444444444443)],[np.float64(0.12555555555555556)],[1],[0],[0],[2.1968530998565257],['target'],22,0,22,0,39.42364430008456,,10,39.41661350009963,39.42364430008456,39.42364430008456,0.019216099986806512,41.613573000067845,[np.float64(-0.39444444444444443)],[np.float64(0.12555555555555556)],[1],[0],[0],[2.1968530998565257],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
23,0,23,[np.float64(0.0022222222222222222)],[np.float64(-0.04777777777777778)],[1],[0],[0],[1.917920600157231],['target'],23,0,23,0,41.63624510006048,,5,41.62901509995572,41.63624510006048,41.63624510006048,0.01522309985011816,43.54706860007718,[np.float64(0.0022222222222222222)],[np.float64(-0.04777777777777778)],[1],[0],[0],[1.917920600157231],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
24,0,24,[np.float64(-0.22611111111111112)],[np.float64(0.4483333333333333)],[1],[0],[0],[3.339155799942091],['target'],24,0,24,0,43.58605089993216,,10,43.573871300090104,43.58605089993216,43.58605089993216,0.026597100077196956,46.913163600023836,[np.float64(-0.22611111111111112)],[np.float64(0.4483333333333333)],[1],[0],[0],[3.339155799942091],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
25,0,25,[np.float64(-0.39944444444444444)],[np.float64(0.38722222222222225)],[1],[0],[0],[1.7745888999197632],['target'],25,0,25,0,46.95125010004267,,10,46.940012299921364,46.95125010004267,46.95125010004267,0.02662640018388629,48.71474550012499,[np.float64(-0.39944444444444444)],[np.float64(0.38722222222222225)],[1],[0],[0],[1.7745888999197632],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
26,0,26,[np.float64(0.2238888888888889)],[np.float64(0.28444444444444444)],[1],[0],[0],[1.4894290999509394],['target'],26,0,26,0,48.751560900127515,,10,48.74065660010092,48.751560900127515,48.751560900127515,0.025613300036638975,50.23021630011499,[np.float64(0.2238888888888889)],[np.float64(0.28444444444444444)],[1],[0],[0],[1.4894290999509394],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
27,0,27,[np.float64(-0.05611111111111111)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.9234092000406235],['target'],27,0,27,0,50.26644379994832,,10,50.25623370008543,50.26644379994832,50.26644379994832,0.025778800016269088,52.179745899979025,[np.float64(-0.05611111111111111)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.9234092000406235],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
28,0,28,[np.float64(-0.2544444444444444)],[np.float64(-0.13722222222222222)],[1],[0],[0],[1.5017460999079049],['target'],28,0,28,0,52.20217330008745,,5,52.19484000001103,52.20217330008745,52.20217330008745,0.014894200023263693,53.69668240007013,[np.float64(-0.2544444444444444)],[np.float64(-0.13722222222222222)],[1],[0],[0],[1.5017460999079049],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
29,0,29,[np.float64(-0.012222222222222223)],[np.float64(0.2683333333333333)],[1],[0],[0],[1.7229172000661492],['target'],29,0,29,0,53.73158739996143,,10,53.72302719997242,53.73158739996143,53.73158739996143,0.026137199951335788,55.44606829993427,[np.float64(-0.012222222222222223)],[np.float64(0.2683333333333333)],[1],[0],[0],[1.7229172000661492],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
30,0,30,[np.float64(0.0961111111111111)],[np.float64(0.2627777777777778)],[1],[0],[0],[1.639621599810198],['target'],30,0,30,0,55.48574010003358,,10,55.47314010001719,55.48574010003358,55.48574010003358,0.02683640015311539,57.11284440010786,[np.float64(0.0961111111111111)],[np.float64(0.2627777777777778)],[1],[0],[0],[1.639621599810198],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
31,0,31,[np.float64(-0.2427777777777778)],[np.float64(-0.010555555555555556)],[1],[0],[0],[1.6840043000411242],['target'],31,0,31,0,57.13886429998092,,5,57.12807430000976,57.13886429998092,57.13886429998092,0.015047499909996986,58.81224410003051,[np.float64(-0.2427777777777778)],[np.float64(-0.010555555555555556)],[1],[0],[0],[1.6840043000411242],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
32,0,32,[np.float64(0.4911111111111111)],[np.float64(-0.425)],[1],[0],[0],[1.70778389996849],['target'],32,0,32,0,58.85110260010697,,10,58.838830899912864,58.85110260010697,58.85110260010697,0.026402499992400408,60.54672220000066,[np.float64(0.4911111111111111)],[np.float64(-0.425)],[1],[0],[0],[1.70778389996849],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
33,0,33,[np.float64(0.021666666666666667)],[np.float64(-0.11)],[1],[0],[0],[1.4584824000485241],['target'],33,0,33,0,60.58553469995968,,10,60.57259320002049,60.58553469995968,60.58553469995968,0.025653399992734194,62.03119389992207,[np.float64(0.021666666666666667)],[np.float64(-0.11)],[1],[0],[0],[1.4584824000485241],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
34,0,34,[np.float64(0.14833333333333334)],[np.float64(0.1322222222222222)],[1],[0],[0],[1.3403888000175357],['target'],34,0,34,0,62.0639543000143,,10,62.055968600092456,62.0639543000143,62.0639543000143,0.024548699846491218,63.39645819994621,[np.float64(0.14833333333333334)],[np.float64(0.1322222222222222)],[1],[0],[0],[1.3403888000175357],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
35,0,35,[np.float64(0.42055555555555557)],[np.float64(-0.44666666666666666)],[1],[0],[0],[1.7187733999453485],['target'],35,0,35,0,63.41951119992882,,5,63.412222099956125,63.41951119992882,63.41951119992882,0.015546599868685007,65.1311357000377,[np.float64(0.42055555555555557)],[np.float64(-0.44666666666666666)],[1],[0],[0],[1.7187733999453485],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
36,0,36,[np.float64(0.2544444444444444)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.8904629000462592],['target'],36,0,36,0,65.16716239997186,,10,65.15596970007755,65.16716239997186,65.16716239997186,0.024538000114262104,67.04659470007755,[np.float64(0.2544444444444444)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.8904629000462592],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
37,0,37,[np.float64(0.4716666666666667)],[np.float64(-0.23)],[1],[0],[0],[1.5807548000011593],['target'],37,0,37,0,67.08549780002795,,5,67.06598710012622,67.08549780002795,67.08549780002795,0.019046799978241324,68.64686270011589,[np.float64(0.4716666666666667)],[np.float64(-0.23)],[1],[0],[0],[1.5807548000011593],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
38,0,38,[np.float64(-0.10222222222222223)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.6535585999954492],['target'],38,0,38,0,68.69070230005309,,10,68.67484600003809,68.69070230005309,68.69070230005309,0.02774780010804534,70.32849709992297,[np.float64(-0.10222222222222223)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.6535585999954492],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
39,0,39,[np.float64(0.35833333333333334)],[np.float64(-0.33166666666666667)],[1],[0],[0],[2.0521332998760045],['target'],39,0,39,0,70.35128820012324,,5,70.34451490011998,70.35128820012324,70.35128820012324,0.01571359997615218,72.39674540003762,[np.float64(0.35833333333333334)],[np.float64(-0.33166666666666667)],[1],[0],[0],[2.0521332998760045],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
40,0,40,[np.float64(-0.49722222222222223)],[np.float64(-0.4255555555555556)],[1],[0],[0],[2.42147079994902],['target'],40,0,40,0,72.4381424000021,,10,72.42397910007276,72.4381424000021,72.4381424000021,0.027045399881899357,74.84559420007281,[np.float64(-0.49722222222222223)],[np.float64(-0.4255555555555556)],[1],[0],[0],[2.42147079994902],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
41,0,41,[np.float64(0.4677777777777778)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.5678160001989454],['target'],41,0,41,0,74.88771170005202,,10,74.87851490010507,74.88771170005202,74.88771170005202,0.03267679992131889,76.44642159994692,[np.float64(0.4677777777777778)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.5678160001989454],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
42,0,42,[np.float64(-0.495)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.6737629999406636],['target'],42,0,42,0,76.48443459998816,,10,76.47159620001912,76.48443459998816,76.48443459998816,0.024961200077086687,78.14547599991783,[np.float64(-0.495)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.6737629999406636],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
43,0,43,[np.float64(0.4166666666666667)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.602699600160122],['target'],43,0,43,0,78.16962640010752,,5,78.16119379992597,78.16962640010752,78.16962640010752,0.015472900122404099,79.76405670004897,[np.float64(0.4166666666666667)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.602699600160122],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
44,0,44,[np.float64(0.056666666666666664)],[np.float64(-0.43)],[1],[0],[0],[1.3527037999592721],['target'],44,0,44,0,79.80210290011019,,10,79.79214989999309,79.80210290011019,79.80210290011019,0.02783049992285669,81.14495100011118,[np.float64(0.056666666666666664)],[np.float64(-0.43)],[1],[0],[0],[1.3527037999592721],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
45,0,45,[np.float64(-0.285)],[np.float64(-0.010555555555555556)],[1],[0],[0],[1.8020303999073803],['target'],45,0,45,0,81.16696349997073,,5,81.16009479993954,81.16696349997073,81.16696349997073,0.014930899953469634,82.96223430009559,[np.float64(-0.285)],[np.float64(-0.010555555555555556)],[1],[0],[0],[1.8020303999073803],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
46,0,46,[np.float64(0.4533333333333333)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.5696578999049962],['target'],46,0,46,0,83.0027262000367,,10,82.9930924999062,83.0027262000367,83.0027262000367,0.030656799906864762,84.56286230008118,[np.float64(0.4533333333333333)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.5696578999049962],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
47,0,47,[np.float64(0.40944444444444444)],[np.float64(-0.05388888888888889)],[1],[0],[0],[1.267307800007984],['target'],47,0,47,0,84.58770060003735,,5,84.57834240002558,84.58770060003735,84.58770060003735,0.015228200005367398,85.84574749995954,[np.float64(0.40944444444444444)],[np.float64(-0.05388888888888889)],[1],[0],[0],[1.267307800007984],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
48,0,48,[np.float64(-0.055)],[np.float64(0.07666666666666666)],[1],[0],[0],[1.3501317000482231],['target'],48,0,48,0,85.86879219999537,,5,85.86135930009186,85.86879219999537,85.86879219999537,0.015446099918335676,87.21156769990921,[np.float64(-0.055)],[np.float64(0.07666666666666666)],[1],[0],[0],[1.3501317000482231],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
49,0,49,[np.float64(0.2961111111111111)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.4734114999882877],['target'],49,0,49,0,87.22818420012482,,5,87.22286080010235,87.22818420012482,87.22818420012482,0.0111287001054734,88.69641679991037,[np.float64(0.2961111111111111)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.4734114999882877],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
50,0,50,[np.float64(0.25222222222222224)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.5492579999845475],['target'],50,0,50,0,88.72281530010514,,5,88.71323619992472,88.72281530010514,88.72281530010514,0.016600199975073338,90.26260460005142,[np.float64(0.25222222222222224)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.5492579999845475],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
51,0,51,[np.float64(0.4077777777777778)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.51609589997679],['target'],51,0,51,0,90.28662730008364,,5,90.2795573999174,90.28662730008364,90.28662730008364,0.016761100152507424,91.79574820003472,[np.float64(0.4077777777777778)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.51609589997679],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
52,0,52,[np.float64(-0.13944444444444445)],[np.float64(-0.18666666666666668)],[1],[0],[0],[1.4544314998202026],['target'],52,0,52,0,91.83723259996623,,10,91.82394269993529,91.83723259996623,91.83723259996623,0.028014699928462505,93.27845379989594,[np.float64(-0.13944444444444445)],[np.float64(-0.18666666666666668)],[1],[0],[0],[1.4544314998202026],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
53,0,53,[np.float64(-0.16277777777777777)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.4947430999018252],['target'],53,0,53,0,93.31054390012287,,10,93.30075290007517,93.31054390012287,93.31054390012287,0.02208149991929531,94.7956153000705,[np.float64(-0.16277777777777777)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.4947430999018252],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
54,0,54,[np.float64(-0.42277777777777775)],[np.float64(0.12222222222222222)],[1],[0],[0],[1.0756921998690814],['target'],54,0,54,0,94.8268200000748,,5,94.81980110006407,94.8268200000748,94.8268200000748,0.023925499990582466,95.89560639997944,[np.float64(-0.42277777777777775)],[np.float64(0.12222222222222222)],[1],[0],[0],[1.0756921998690814],['target'],participant 1,001,2025-09-29_13h31.30.596,Visual Search,,2025.1.1,60.02800901673124,2025-09-29 13h31.49.240520 +0530,
