reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
49,91,96,0,0,0,t,1.8489391999901272,None,0,0,0,91,0.19013629999244586,,0.1859697000181768,0.19013629999244586,1.007938800001284,1.007938800001284,1.1913814000145067,2.8823776000062935,t,1.8489391999901272,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
14,50,48,1,1,0,l,1.6422714999935124,None,0,1,1,14,2.8956813999975566,,2.892321399995126,2.8956813999975566,3.891736299992772,3.891736299992772,3.9079900000069756,5.542570000019623,l,1.6422714999935124,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
39,84,104,2,2,0,t,2.8663422999961767,None,0,2,2,57,5.5579887999920174,,5.5522225000022445,5.5579887999920174,6.557996000017738,6.557996000017738,6.557996000017738,9.425879200018244,t,2.8663422999961767,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
38,63,76,3,3,0,t,1.2815694000164513,None,0,3,3,85,9.440563100011786,,9.437075599998934,9.440563100011786,10.424145900004078,10.424145900004078,10.441055000002962,11.708613499999046,t,1.2815694000164513,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
32,61,9,4,4,0,l,1.23273610000615,None,0,4,4,6,11.72388140001567,,11.7201197000104,11.72388140001567,12.707835700013675,12.707835700013675,12.724445700005163,13.94217930000741,l,1.23273610000615,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
1,50,55,5,5,0,l,1.4545975000073668,None,0,5,5,3,13.958008500019787,,13.949850100005278,13.958008500019787,14.957888300006744,14.957888300006744,14.957888300006744,16.424492199992528,l,1.4545975000073668,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
17,73,92,6,6,0,l,1.496122699987609,None,0,6,6,33,16.44048630000907,,16.430290599993896,16.44048630000907,17.42427139999927,17.42427139999927,17.441086800012272,18.92494369999622,l,1.496122699987609,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
1,53,75,7,7,0,l,0.7770531999995001,None,0,7,7,80,18.94068200001493,,18.931250299996464,18.94068200001493,19.924346600018907,19.924346600018907,19.941009500005748,20.70763220000663,l,0.7770531999995001,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
76,96,132,8,8,0,t,2.867503499990562,None,0,8,8,27,20.723834200005513,,20.713371999998344,20.723834200005513,21.707984200009378,21.707984200009378,21.724534000008134,24.59095030001481,t,2.867503499990562,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
24,73,77,9,9,0,l,1.748746500001289,None,0,9,9,81,24.60698080001748,,24.59536050001043,24.60698080001748,25.590970099990955,25.590970099990955,25.607615799992345,27.34169689999544,l,1.748746500001289,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
45,48,62,10,10,0,t,0.7711376999795903,None,0,10,10,8,27.357397500018124,,27.347787900012918,27.357397500018124,28.34099050000077,28.34099050000077,28.357494900003076,29.124310800019884,t,0.7711376999795903,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
64,75,105,11,11,0,t,1.0873432999942452,None,0,11,11,53,29.140326599997934,,29.13240259999293,29.140326599997934,30.124020300019765,30.124020300019765,30.141112900018925,31.22540610001306,t,1.0873432999942452,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
43,76,83,12,12,0,l,4.778802899993025,None,0,12,12,67,31.240181900007883,,31.23344090001774,31.240181900007883,32.2410654000123,32.2410654000123,32.2410654000123,37.025340599997435,l,4.778802899993025,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
24,97,1,13,13,0,l,1.5808718999905977,None,0,13,13,56,37.04084380000131,,37.03298670001095,37.04084380000131,38.04096969999955,38.04096969999955,38.04096969999955,39.62417150000692,l,1.5808718999905977,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
40,77,158,14,14,0,t,1.0342545000021346,None,0,14,14,89,39.640651399997296,,39.630940400005784,39.640651399997296,40.62441530000069,40.62441530000069,40.64101029999438,41.67496440000832,t,1.0342545000021346,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
70,92,15,15,15,0,l,0.8411646999884397,None,0,15,15,28,41.69053730001906,,41.68182210001396,41.69053730001906,42.69088549999287,42.69088549999287,42.69088549999287,43.541637999995146,l,0.8411646999884397,None,participant_3,001,2025-11-03_14h41.17.109,Deeya Delay Discounting,,2025.1.1,59.832087233445776,2025-11-03 14h41.33.949827 +0530,
