flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
>>>>>,right,congruent,9,1,2,right,1,0.5863852000329643,None,2,1,9,1,19.41912360000424,,,,,,,,,19.406530200038105,19.41912360000424,20.41872869990766,20.41872869990766,20.41872869990766,21.020133199868724,right,1,0.5863852000329643,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,10,2,2,left,1,1.1330383999738842,None,2,2,10,3,21.036034799879417,,,,,,,,,21.024184599984437,21.036034799879417,22.03516949992627,22.03516949992627,22.03516949992627,23.169983299914747,left,1,1.1330383999738842,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,11,3,2,right,1,1.4724883001763374,None,2,3,11,2,23.18510530004278,,,,,,,,,23.17451909999363,23.18510530004278,24.18515869998373,24.18515869998373,24.18515869998373,25.668814399978146,right,1,1.4724883001763374,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,12,0,3,right,1,1.2476709999609739,None,3,0,12,2,25.685160199878737,,,,,,,,,25.669053100049496,25.685160199878737,26.66929730004631,26.66929730004631,26.685370499966666,27.918673099949956,right,1,1.2476709999609739,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,13,1,3,left,1,0.8871044002007693,None,3,1,13,3,27.934922100044787,,,,,,,,,27.921217399882153,27.934922100044787,28.919176599942148,28.919176599942148,28.935281099984422,29.820268200011924,left,1,0.8871044002007693,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,14,2,3,right,1,0.4779225999955088,None,3,2,14,1,29.83585359994322,,,,,,,,,29.82437300006859,29.83585359994322,30.835632199887186,30.835632199887186,30.835632199887186,31.31976670003496,right,1,0.4779225999955088,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,15,3,3,left,1,0.32119130017235875,None,3,3,15,0,31.335599099984393,,,,,,,,,31.324265599949285,31.335599099984393,32.335140799870715,32.335140799870715,32.335140799870715,32.66901489999145,left,1,0.32119130017235875,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,16,0,4,right,1,0.5452859001234174,None,4,0,16,1,32.684964099898934,,,,,,,,,32.672059499891475,32.684964099898934,33.66911430004984,33.66911430004984,33.6857858998701,34.219930100021884,right,1,0.5452859001234174,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,17,1,4,left,1,0.39475099998526275,None,4,1,17,0,34.23527890001424,,,,,,,,,34.22417020006105,34.23527890001424,35.23548679985106,35.23548679985106,35.23548679985106,35.636558199999854,left,1,0.39475099998526275,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,18,2,4,left,1,1.216552099911496,None,4,2,18,3,35.65185540006496,,,,,,,,,35.64056359999813,35.65185540006496,36.635743899969384,36.635743899969384,36.65234089992009,37.853230899898335,left,1,1.216552099911496,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,19,3,4,right,1,0.6522539998404682,None,4,3,19,2,37.86859590001404,,,,,,,,,37.85756729985587,37.86859590001404,38.869036299875006,38.869036299875006,38.869036299875006,39.53575189993717,right,1,0.6522539998404682,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,20,0,5,right,1,0.8336219999473542,None,5,0,20,2,39.551643499871716,,,,,,,,,39.53603790001944,39.551643499871716,40.5356693000067,40.5356693000067,40.552687499905005,41.38516579987481,right,1,0.8336219999473542,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,21,1,5,right,1,0.660431400174275,None,5,1,21,1,41.40150639996864,,,,,,,,,41.38838839996606,41.40150639996864,42.385748100001365,42.385748100001365,42.40229619992897,43.05242309998721,right,1,0.660431400174275,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,22,2,5,left,1,0.8342317000497133,None,5,2,22,3,43.06815749988891,,,,,,,,,43.05583189986646,43.06815749988891,44.05210580001585,44.05210580001585,44.06891949987039,44.90266630006954,left,1,0.8342317000497133,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,23,3,5,left,1,0.6305956998839974,None,5,3,23,0,44.918875499861315,,,,,,,,,44.9061795999296,44.918875499861315,45.91834679991007,45.91834679991007,45.91834679991007,46.55200490006246,left,1,0.6305956998839974,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,24,0,6,left,1,0.5428561000153422,None,6,0,24,0,46.56901129987091,,,,,,,,,46.552272900007665,46.56901129987091,47.55143940006383,47.55143940006383,47.568588099908084,48.10326109989546,left,1,0.5428561000153422,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,25,1,6,left,1,0.5448620999231935,None,6,1,25,3,48.11851150006987,,,,,,,,,48.10869150003418,48.11851150006987,49.118314099963754,49.118314099963754,49.118314099963754,49.66849419986829,left,1,0.5448620999231935,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,26,2,6,right,1,1.4994794998783618,None,6,2,26,1,49.68482039985247,,,,,,,,,49.67104330006987,49.68482039985247,50.66888979985379,50.66888979985379,50.68549850001,52.169107399880886,right,1,1.4994794998783618,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,27,3,6,right,1,0.9176630000583827,None,6,3,27,2,52.18535050004721,,,,,,,,,52.172833299962804,52.18535050004721,53.16868930007331,53.16868930007331,53.18506380007602,54.102519100066274,right,1,0.9176630000583827,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,28,0,7,right,1,0.4500523000024259,None,7,0,28,1,54.11844119988382,,,,,,,,,54.10580009990372,54.11844119988382,55.10189409996383,55.10189409996383,55.11855720006861,55.56932589993812,right,1,0.4500523000024259,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,29,1,7,right,1,0.6670927000232041,None,7,1,29,2,55.58474299986847,,,,,,,,,55.57324999989942,55.58474299986847,56.568389900028706,56.568389900028706,56.58515309984796,57.252806100063026,right,1,0.6670927000232041,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,30,2,7,left,1,0.6319248999934644,None,7,2,30,3,57.26883070007898,,,,,,,,,57.257062499877065,57.26883070007898,58.26873350003734,58.26873350003734,58.26873350003734,58.90262069995515,left,1,0.6319248999934644,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,31,3,7,left,1,0.5346280999947339,None,7,3,31,0,58.91822239989415,,,,,,,,,58.90707519999705,58.91822239989415,59.90195129998028,59.90195129998028,59.918503700057045,60.45198019989766,left,1,0.5346280999947339,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,32,0,8,left,1,0.6909237999934703,None,8,0,32,0,60.46853569988161,,,,,,,,,60.45228650001809,60.46853569988161,61.45113969990052,61.45113969990052,61.46790859987959,62.151999399997294,left,1,0.6909237999934703,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,33,1,8,right,1,0.8106813000049442,None,8,1,33,1,62.168655100045726,,,,,,,,,62.15576509991661,62.168655100045726,63.151858599856496,63.151858599856496,63.168469900032505,63.968493999913335,right,1,0.8106813000049442,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,34,2,8,right,1,2.0685660999733955,None,8,2,34,2,63.98498079995625,,,,,,,,,63.972367600072175,63.98498079995625,64.9679618999362,64.9679618999362,64.98487869999371,67.05154650006443,right,1,2.0685660999733955,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,35,3,8,left,1,1.0512368001509458,None,8,3,35,3,67.06757969991304,,,,,,,,,67.05443949997425,67.06757969991304,68.05150819988921,68.05150819988921,68.06843480002135,69.11873409990221,left,1,1.0512368001509458,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,36,0,9,left,1,1.5186540000140667,None,9,0,36,3,69.13497000001371,,,,,,,,,69.11903259996325,69.13497000001371,70.11823179991916,70.11823179991916,70.13493439997546,71.65216269996017,left,1,1.5186540000140667,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,37,1,9,right,1,0.9195256000384688,None,9,1,37,2,71.66829079994932,,,,,,,,,71.65570369991474,71.66829079994932,72.66881459997967,72.66881459997967,72.66881459997967,73.6017330000177,right,1,0.9195256000384688,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,38,2,9,right,1,0.6025825999677181,None,9,2,38,1,73.61837889999151,,,,,,,,,73.60527889989316,73.61837889999151,74.60178379993886,74.60178379993886,74.61843409994617,75.21842029993422,right,1,0.6025825999677181,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,39,3,9,left,1,1.2834181000944227,None,9,3,39,0,75.2341076999437,,,,,,,,,75.22171820001677,75.2341076999437,76.21786900004372,76.21786900004372,76.23494219989516,77.50252659991384,left,1,1.2834181000944227,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,40,0,10,left,1,1.215335600078106,None,10,0,40,3,77.51822669990361,,,,,,,,,77.50616350001656,77.51822669990361,78.5016715999227,78.5016715999227,78.51826049992815,79.71903149993159,left,1,1.215335600078106,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,41,1,10,left,1,0.4233603000175208,None,10,1,41,0,79.73475209996104,,,,,,,,,79.7227537999861,79.73475209996104,80.7185341999866,80.7185341999866,80.73517169989645,81.15224829991348,left,1,0.4233603000175208,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,42,2,10,right,1,1.5996779999695718,None,10,2,42,2,81.16816090000793,,,,,,,,,81.15628889994696,81.16816090000793,82.15144119993784,82.15144119993784,82.16802199999802,83.7679282000754,right,1,1.5996779999695718,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,43,3,10,right,1,0.573999400017783,None,10,3,43,1,83.78404589998536,,,,,,,,,83.77117409999482,83.78404589998536,84.76861050003208,84.76861050003208,84.78456770000048,85.35228820005432,right,1,0.573999400017783,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,44,0,11,left,1,0.5206988002173603,None,11,0,44,0,85.36822879989631,,,,,,,,,85.35593499988317,85.36822879989631,86.35132170002908,86.35132170002908,86.3679130000528,86.88517539994791,left,1,0.5206988002173603,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,45,1,11,left,1,1.7034811000339687,None,11,1,45,3,86.90149269998074,,,,,,,,,86.89032420003787,86.90149269998074,87.90062409988604,87.90062409988604,87.90062409988604,89.61839319998398,left,1,1.7034811000339687,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,46,2,11,right,1,0.667308900039643,None,11,2,46,1,89.63411909993738,,,,,,,,,89.62259209994227,89.63411909993738,90.61789210001007,90.61789210001007,90.63444079994224,91.30288430000655,right,1,0.667308900039643,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,47,3,11,right,1,0.8601693999953568,None,11,3,47,2,91.31797780003399,,,,,,,,,91.31007210002281,91.31797780003399,92.31745339999907,92.31745339999907,92.31745339999907,93.18421019986272,right,1,0.8601693999953568,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,48,0,12,left,1,0.535765300039202,None,12,0,48,0,93.20048430003226,,,,,,,,,93.18734159995802,93.20048430003226,94.18384379986674,94.18384379986674,94.20033259992488,94.73500230000354,left,1,0.535765300039202,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,49,1,12,right,1,1.4369905998464674,None,12,1,49,2,94.75082949991338,,,,,,,,,94.73874860000797,94.75082949991338,95.73491130000912,95.73491130000912,95.75125740002841,97.18491389998235,right,1,1.4369905998464674,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,50,2,12,right,1,0.554780500009656,None,12,2,50,1,97.20061039994471,,,,,,,,,97.18930209986866,97.20061039994471,98.1846469999291,98.1846469999291,98.20116059994325,98.75133610004559,right,1,0.554780500009656,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,51,3,12,left,1,1.8153834000695497,None,12,3,51,3,98.76748250005767,,,,,,,,,98.75593320000917,98.76748250005767,99.75132000003941,99.75132000003941,99.76791880000383,101.56826499989256,left,1,1.8153834000695497,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,52,0,13,right,1,1.3136005999986082,None,13,0,52,2,101.58397369994782,,,,,,,,,101.57252179994248,101.58397369994782,102.56812920002267,102.56812920002267,102.58465750003234,103.88487059995532,right,1,1.3136005999986082,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,53,1,13,left,1,0.8393697999417782,None,13,1,53,3,103.90098299994133,,,,,,,,,103.89036939991638,103.90098299994133,104.90029300004244,104.90029300004244,104.90029300004244,105.75179559993558,left,1,0.8393697999417782,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,54,2,13,right,1,0.7246232000179589,None,13,2,54,1,105.76779339998029,,,,,,,,,105.7555255999323,105.76779339998029,106.75108049996197,106.75108049996197,106.76785070006736,107.48492960003205,right,1,0.7246232000179589,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,55,3,13,left,1,0.40303550008684397,None,13,3,55,0,107.5002402998507,,,,,,,,,107.48855579993688,107.5002402998507,108.50073820003308,108.50073820003308,108.50073820003308,108.91860720003024,left,1,0.40303550008684397,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,56,0,14,left,1,1.5526217999868095,None,14,0,56,3,108.93386749993078,,,,,,,,,108.92233079997823,108.93386749993078,109.91770710004494,109.91770710004494,109.93429720005952,111.48490549996495,left,1,1.5526217999868095,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,57,1,14,right,1,1.3869447000324726,None,14,1,57,2,111.50020319991745,,,,,,,,,111.48886079993099,111.50020319991745,112.48437700001523,112.48437700001523,112.50051439995877,113.88555999984965,right,1,1.3869447000324726,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,58,2,14,right,1,0.7539357000496238,None,14,2,58,1,113.90100209997036,,,,,,,,,113.89115639985539,113.90100209997036,114.90095439995639,114.90095439995639,114.90095439995639,115.66724650003016,right,1,0.7539357000496238,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,59,3,14,left,1,0.573518899967894,None,14,3,59,0,115.6836130998563,,,,,,,,,115.67001900007017,115.6836130998563,116.667656699894,116.667656699894,116.68379899999127,117.25209329999052,left,1,0.573518899967894,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,60,0,15,left,1,0.6189176000189036,None,15,0,60,0,117.26759439986199,,,,,,,,,117.25265639997087,117.26759439986199,118.2675453000702,118.2675453000702,118.2675453000702,118.90174230001867,left,1,0.6189176000189036,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,61,1,15,right,1,0.7874032999388874,None,15,1,61,2,118.91762189986184,,,,,,,,,118.90656029991806,118.91762189986184,119.91729640006088,119.91729640006088,119.91729640006088,120.71758199995384,right,1,0.7874032999388874,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,62,2,15,right,1,0.4278283999301493,None,15,2,62,1,120.73382840002887,,,,,,,,,120.72192729986273,120.73382840002887,121.71760959993117,121.71760959993117,121.73424809984863,122.15142349991947,right,1,0.4278283999301493,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,63,3,15,left,1,1.0468968998175114,None,15,3,63,3,122.16731439996511,,,,,,,,,122.15541010000743,122.16731439996511,123.16713649989106,123.16713649989106,123.16713649989106,124.21758439997211,left,1,1.0468968998175114,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,64,0,16,right,1,0.45086899981833994,None,16,0,64,1,124.23359089996666,,,,,,,,,124.22113600000739,124.23359089996666,125.2175711998716,125.2175711998716,125.23353430000134,125.66900400002487,right,1,0.45086899981833994,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,65,1,16,left,1,0.35195509996265173,None,16,1,65,0,125.68413880001754,,,,,,,,,125.67274850001559,125.68413880001754,126.68395109986886,126.68395109986886,126.68395109986886,127.05048720003106,left,1,0.35195509996265173,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,66,2,16,right,1,1.0427689999341965,None,16,2,66,2,127.06708499998786,,,,,,,,,127.05387039994821,127.06708499998786,128.05001159990206,128.05001159990206,128.06672880006954,129.10105669987388,right,1,1.0427689999341965,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,67,3,16,left,1,0.7028155999723822,None,16,3,67,3,129.11676570004784,,,,,,,,,129.10450430004857,129.11676570004784,130.11696080002002,130.11696080002002,130.11696080002002,130.83397989999503,left,1,0.7028155999723822,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,68,0,17,left,1,0.5671228000428528,None,17,0,68,0,130.85004689986818,,,,,,,,,130.83785449992865,130.85004689986818,131.83387900004163,131.83387900004163,131.8504800000228,132.41780920000747,left,1,0.5671228000428528,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
