thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
155,0,155,[np.float64(-0.295)],[np.float64(-0.3005555555555556)],[1],[0],[0],[1.5332145001739264],['target'],155,0,155,0,237.05124100018293,,5,237.04277520021424,237.05124100018293,237.05124100018293,0.015929700108245015,238.57609860016964,[np.float64(-0.295)],[np.float64(-0.3005555555555556)],[1],[0],[0],[1.5332145001739264],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
156,0,156,[np.float64(0.006111111111111111)],[np.float64(-0.008888888888888889)],[1],[0],[0],[2.309259300120175],['target'],156,0,156,0,238.60846500005573,,10,238.60068880021572,238.60846500005573,238.60846500005573,0.024399599991738796,240.9100373000838,[np.float64(0.006111111111111111)],[np.float64(-0.008888888888888889)],[1],[0],[0],[2.309259300120175],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
157,0,157,[np.float64(0.25722222222222224)],[np.float64(0.40055555555555555)],[1],[0],[0],[1.2563574998639524],['target'],157,0,157,0,240.92673010006547,,5,240.9205726000946,240.92673010006547,240.92673010006547,0.010372200049459934,242.1770061000716,[np.float64(0.25722222222222224)],[np.float64(0.40055555555555555)],[1],[0],[0],[1.2563574998639524],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
158,0,158,[np.float64(-0.06277777777777778)],[np.float64(-0.20722222222222222)],[1],[0],[0],[2.3548145999666303],['target'],158,0,158,0,242.2180804000236,,10,242.20552330021746,242.2180804000236,242.2180804000236,0.02837860002182424,244.56047000014223,[np.float64(-0.06277777777777778)],[np.float64(-0.20722222222222222)],[1],[0],[0],[2.3548145999666303],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
159,0,159,[np.float64(-0.4083333333333333)],[np.float64(-0.22611111111111112)],[1],[0],[0],[1.61897539999336],['target'],159,0,159,0,244.58212440018542,,5,244.57659550011158,244.58212440018542,244.58212440018542,0.015899799996986985,246.19569760002196,[np.float64(-0.4083333333333333)],[np.float64(-0.22611111111111112)],[1],[0],[0],[1.61897539999336],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
160,0,160,[np.float64(-0.4361111111111111)],[np.float64(0.3638888888888889)],[1],[0],[0],[1.7961552999913692],['target'],160,0,160,0,246.22111210017465,,5,246.21399530000053,246.22111210017465,246.22111210017465,0.018112899968400598,248.0102458000183,[np.float64(-0.4361111111111111)],[np.float64(0.3638888888888889)],[1],[0],[0],[1.7961552999913692],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
161,0,161,[np.float64(0.2388888888888889)],[np.float64(0.12277777777777778)],[1],[0],[0],[2.6387204001657665],['target'],161,0,161,0,248.04823330021463,,10,248.03776230011135,248.04823330021463,248.04823330021463,0.027343600057065487,250.6766211001668,[np.float64(0.2388888888888889)],[np.float64(0.12277777777777778)],[1],[0],[0],[2.6387204001657665],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
162,0,162,[np.float64(-0.02388888888888889)],[np.float64(0.3383333333333333)],[1],[0],[0],[1.5264607998542488],['target'],162,0,162,0,250.7134172001388,,10,250.70012030005455,250.7134172001388,250.7134172001388,0.02320560021325946,252.22672750009224,[np.float64(-0.02388888888888889)],[np.float64(0.3383333333333333)],[1],[0],[0],[1.5264607998542488],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
163,0,163,[np.float64(-0.45222222222222225)],[np.float64(-0.15055555555555555)],[1],[0],[0],[1.7242901001591235],['target'],163,0,163,0,252.26207620021887,,10,252.2526665001642,252.26207620021887,252.26207620021887,0.025700199883431196,253.9770854001399,[np.float64(-0.45222222222222225)],[np.float64(-0.15055555555555555)],[1],[0],[0],[1.7242901001591235],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
164,0,164,[np.float64(0.3111111111111111)],[np.float64(-0.3227777777777778)],[1],[0],[0],[2.3052924000658095],['target'],164,0,164,0,254.01235770015046,,10,254.0048193000257,254.01235770015046,254.01235770015046,0.027480300050228834,256.3101879002061,[np.float64(0.3111111111111111)],[np.float64(-0.3227777777777778)],[1],[0],[0],[2.3052924000658095],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
165,0,165,[np.float64(0.12611111111111112)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.8548661000095308],['target'],165,0,165,0,256.3273344000336,,5,256.32172090001404,256.3273344000336,256.3273344000336,0.01135950000025332,258.1766894001048,[np.float64(0.12611111111111112)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.8548661000095308],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
166,0,166,[np.float64(-0.23277777777777778)],[np.float64(0.19055555555555556)],[1],[0],[0],[1.4168213999364525],['target'],166,0,166,0,258.2000552001409,,5,258.1934724000748,258.2000552001409,258.2000552001409,0.016620600130409002,259.61036740010604,[np.float64(-0.23277777777777778)],[np.float64(0.19055555555555556)],[1],[0],[0],[1.4168213999364525],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
167,0,167,[np.float64(-0.005)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.264556400012225],[None],167,0,167,0,259.63743900018744,,5,259.6284605001565,259.63743900018744,259.63743900018744,0.017939799930900335,260.893103600014,[np.float64(-0.005)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.264556400012225],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
168,0,168,[np.float64(0.050555555555555555)],[np.float64(0.4638888888888889)],[1],[0],[0],[1.50075350003317],['target'],168,0,168,0,260.91606370010413,,5,260.90853580017574,260.91606370010413,260.91606370010413,0.015246299793943763,262.4093742000405,[np.float64(0.050555555555555555)],[np.float64(0.4638888888888889)],[1],[0],[0],[1.50075350003317],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
169,0,169,[np.float64(-0.19666666666666666)],[np.float64(-0.4677777777777778)],[1],[0],[0],[1.345247199991718],[None],169,0,169,0,262.4426586001646,,10,262.4302580000367,262.4426586001646,262.4426586001646,0.020729999989271164,263.7756227001082,[np.float64(-0.19666666666666666)],[np.float64(-0.4677777777777778)],[1],[0],[0],[1.345247199991718],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
170,0,170,[np.float64(0.1461111111111111)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.4884577998891473],['target'],170,0,170,0,263.812956900103,,10,263.80549440020695,263.812956900103,263.812956900103,0.02964870003052056,265.2940319001209,[np.float64(0.1461111111111111)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.4884577998891473],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
171,0,171,[np.float64(0.06277777777777778)],[np.float64(0.49833333333333335)],[1],[0],[0],[2.10149409994483],['target'],171,0,171,0,265.3392453000415,,10,265.3255976000801,265.3392453000415,265.3392453000415,0.0314795000012964,267.4271972000133,[np.float64(0.06277777777777778)],[np.float64(0.49833333333333335)],[1],[0],[0],[2.10149409994483],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
172,0,172,[np.float64(0.04)],[np.float64(0.1527777777777778)],[1],[0],[0],[1.616130500100553],['target'],172,0,172,0,267.46848790021613,,10,267.4609732001554,267.46848790021613,267.46848790021613,0.03351420001126826,269.0772373001091,[np.float64(0.04)],[np.float64(0.1527777777777778)],[1],[0],[0],[1.616130500100553],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
173,0,173,[np.float64(0.4161111111111111)],[np.float64(-0.010555555555555556)],[1],[0],[0],[3.1518890999723226],['target'],173,0,173,0,269.116244800156,,10,269.1085909001995,269.116244800156,269.116244800156,0.031079999869689345,272.26062270021066,[np.float64(0.4161111111111111)],[np.float64(-0.010555555555555556)],[1],[0],[0],[3.1518890999723226],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
174,0,174,[np.float64(0.12611111111111112)],[np.float64(0.18722222222222223)],[1],[0],[0],[2.152768900152296],['target'],174,0,174,0,272.29902780009434,,10,272.29032660019584,272.29902780009434,272.29902780009434,0.029421200044453144,274.443204900017,[np.float64(0.12611111111111112)],[np.float64(0.18722222222222223)],[1],[0],[0],[2.152768900152296],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
175,0,175,[np.float64(-0.47055555555555556)],[np.float64(-0.2638888888888889)],[1],[0],[0],[1.1715832999907434],['target'],175,0,175,0,274.4822661001235,,10,274.4718214001041,274.4822661001235,274.4822661001235,0.02839790005236864,275.6435011001304,[np.float64(-0.47055555555555556)],[np.float64(-0.2638888888888889)],[1],[0],[0],[1.1715832999907434],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
176,0,176,[np.float64(-0.21333333333333335)],[np.float64(-0.06388888888888888)],[1],[0],[0],[1.2732716999016702],['target'],176,0,176,0,275.67645550007,,10,275.66950320010073,275.67645550007,275.67645550007,0.025777900125831366,276.9428830000106,[np.float64(-0.21333333333333335)],[np.float64(-0.06388888888888888)],[1],[0],[0],[1.2732716999016702],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
177,0,177,[np.float64(-0.13277777777777777)],[np.float64(-0.13166666666666665)],[1],[0],[0],[1.7704302000347525],['target'],177,0,177,0,276.96417070017196,,5,276.9567025001161,276.96417070017196,276.96417070017196,0.013611200032755733,278.72723690001294,[np.float64(-0.13277777777777777)],[np.float64(-0.13166666666666665)],[1],[0],[0],[1.7704302000347525],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
178,0,178,[np.float64(-0.33611111111111114)],[np.float64(0.43166666666666664)],[1],[0],[0],[1.4152345000766218],['target'],178,0,178,0,278.75008820020594,,5,278.743236400187,278.75008820020594,278.75008820020594,0.015829100040718913,280.1585413001012,[np.float64(-0.33611111111111114)],[np.float64(0.43166666666666664)],[1],[0],[0],[1.4152345000766218],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
179,0,179,[np.float64(-0.0011111111111111111)],[np.float64(0.12666666666666668)],[1],[0],[0],[1.1917824998963624],['target'],179,0,179,0,280.19493470015004,,10,280.18432150012814,280.19493470015004,280.19493470015004,0.025631299940869212,281.37622600002214,[np.float64(-0.0011111111111111111)],[np.float64(0.12666666666666668)],[1],[0],[0],[1.1917824998963624],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
180,0,180,[np.float64(-0.27944444444444444)],[np.float64(0.030555555555555555)],[1],[0],[0],[1.2170194000937045],['target'],180,0,180,0,281.3998820001725,,5,281.3923580001574,281.3998820001725,281.3998820001725,0.01589569984935224,282.60945300012827,[np.float64(-0.27944444444444444)],[np.float64(0.030555555555555555)],[1],[0],[0],[1.2170194000937045],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
181,0,181,[np.float64(0.3022222222222222)],[np.float64(-0.2877777777777778)],[1],[0],[0],[1.5346779997926205],['target'],181,0,181,0,282.63155630021356,,5,282.6240780001972,282.63155630021356,282.63155630021356,0.01449790014885366,284.1587980000768,[np.float64(0.3022222222222222)],[np.float64(-0.2877777777777778)],[1],[0],[0],[1.5346779997926205],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
182,0,182,[np.float64(-0.3377777777777778)],[np.float64(0.13777777777777778)],[1],[0],[0],[1.1746858998667449],[None],182,0,182,0,284.17398590012453,,5,284.16781710018404,284.17398590012453,284.17398590012453,0.008928800001740456,285.3425759000238,[np.float64(-0.3377777777777778)],[np.float64(0.13777777777777778)],[1],[0],[0],[1.1746858998667449],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
183,0,183,[np.float64(-0.37166666666666665)],[np.float64(-0.43444444444444447)],[1],[0],[0],[1.6473352001048625],['target'],183,0,183,0,285.37017700006254,,10,285.3612619000487,285.37017700006254,285.37017700006254,0.01858370006084442,287.00865740003064,[np.float64(-0.37166666666666665)],[np.float64(-0.43444444444444447)],[1],[0],[0],[1.6473352001048625],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
184,0,184,[np.float64(0.38055555555555554)],[np.float64(0.15)],[1],[0],[0],[1.4982588000129908],['target'],184,0,184,0,287.03483170014806,,10,287.027664600173,287.03483170014806,287.03483170014806,0.018895000219345093,288.5259821000509,[np.float64(0.38055555555555554)],[np.float64(0.15)],[1],[0],[0],[1.4982588000129908],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
185,0,185,[np.float64(0.11888888888888889)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.2828483001794666],['target'],185,0,185,0,288.5501340001356,,10,288.54285630001687,288.5501340001356,288.5501340001356,0.016762700164690614,289.8258016000036,[np.float64(0.11888888888888889)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.2828483001794666],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
186,0,186,[np.float64(0.028333333333333332)],[np.float64(-0.1438888888888889)],[1],[0],[0],[1.2889099998865277],[None],186,0,186,0,289.8440571001265,,5,289.8368878001347,289.8440571001265,289.8440571001265,0.010758500080555677,291.1258979002014,[np.float64(0.028333333333333332)],[np.float64(-0.1438888888888889)],[1],[0],[0],[1.2889099998865277],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
187,0,187,[np.float64(0.17277777777777778)],[np.float64(0.49777777777777776)],[1],[0],[0],[1.1672385998535901],['target'],187,0,187,0,291.14739550021477,,5,291.1412786000874,291.14739550021477,291.14739550021477,0.015229900134727359,292.30856650019996,[np.float64(0.17277777777777778)],[np.float64(0.49777777777777776)],[1],[0],[0],[1.1672385998535901],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
188,0,188,[np.float64(0.25833333333333336)],[np.float64(0.47)],[1],[0],[0],[1.032056599855423],['target'],188,0,188,0,292.33625620021485,,10,292.3265546001494,292.33625620021485,292.33625620021485,0.017898199846968055,293.3586759001482,[np.float64(0.25833333333333336)],[np.float64(0.47)],[1],[0],[0],[1.032056599855423],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
189,0,189,[np.float64(0.36944444444444446)],[np.float64(-0.315)],[1],[0],[0],[1.7161805999930948],['target'],189,0,189,0,293.38612250005826,,10,293.37672800011933,293.38612250005826,293.38612250005826,0.017926400061696768,295.09301200020127,[np.float64(0.36944444444444446)],[np.float64(-0.315)],[1],[0],[0],[1.7161805999930948],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
190,0,190,[np.float64(0.3877777777777778)],[np.float64(0.305)],[1],[0],[0],[1.70256739994511],[None],190,0,190,0,295.13368610013276,,10,295.1234876001254,295.13368610013276,295.13368610013276,0.03026749985292554,296.8261124000419,[np.float64(0.3877777777777778)],[np.float64(0.305)],[1],[0],[0],[1.70256739994511],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
191,0,191,[np.float64(0.3)],[np.float64(0.13)],[1],[0],[0],[1.1196655000094324],['target'],191,0,191,0,296.8633056001272,,10,296.85573100019246,296.8633056001272,296.8633056001272,0.02950940001755953,297.9754968001507,[np.float64(0.3)],[np.float64(0.13)],[1],[0],[0],[1.1196655000094324],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
192,0,192,[np.float64(-0.09888888888888889)],[np.float64(-0.3061111111111111)],[1],[0],[0],[1.2690711999312043],[None],192,0,192,0,298.02372070006095,,10,298.0069779001642,298.02372070006095,298.02372070006095,0.031332300044596195,299.27613000012934,[np.float64(-0.09888888888888889)],[np.float64(-0.3061111111111111)],[1],[0],[0],[1.2690711999312043],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
193,0,193,[np.float64(-0.3188888888888889)],[np.float64(-0.35388888888888886)],[1],[0],[0],[0.9888621000573039],['target'],193,0,193,0,299.3102817002218,,10,299.3031325000338,299.3102817002218,299.3102817002218,0.026812999974936247,300.2920635000337,[np.float64(-0.3188888888888889)],[np.float64(-0.35388888888888886)],[1],[0],[0],[0.9888621000573039],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
194,0,194,[np.float64(-0.12166666666666667)],[np.float64(0.4083333333333333)],[1],[0],[0],[1.306281000142917],[None],194,0,194,0,300.31050780019723,,5,300.3024566001259,300.31050780019723,300.31050780019723,0.010268700076267123,301.6088190001901,[np.float64(-0.12166666666666667)],[np.float64(0.4083333333333333)],[1],[0],[0],[1.306281000142917],[None],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
195,0,195,[np.float64(-0.12666666666666668)],[np.float64(0.22277777777777777)],[1],[0],[0],[1.0542057999409735],['target'],195,0,195,0,301.63011560007,,5,301.6222194000147,301.63011560007,301.63011560007,0.0132426000200212,302.6765272000339,[np.float64(-0.12666666666666668)],[np.float64(0.22277777777777777)],[1],[0],[0],[1.0542057999409735],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
196,0,196,[np.float64(-0.2683333333333333)],[np.float64(0.21888888888888888)],[1],[0],[0],[1.1004922001156956],['target'],196,0,196,0,302.69881350011565,,5,302.69168740021996,302.69881350011565,302.69881350011565,0.014989000046625733,303.7922871001065,[np.float64(-0.2683333333333333)],[np.float64(0.21888888888888888)],[1],[0],[0],[1.1004922001156956],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
197,0,197,[np.float64(-0.3)],[np.float64(-0.34555555555555556)],[1],[0],[0],[2.284167299978435],['target'],197,0,197,0,303.8331474000588,,10,303.82500240020454,303.8331474000588,303.8331474000588,0.03252570005133748,306.10928130010143,[np.float64(-0.3)],[np.float64(-0.34555555555555556)],[1],[0],[0],[2.284167299978435],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
198,0,198,[np.float64(0.23)],[np.float64(-0.4338888888888889)],[1],[0],[0],[1.5847988999448717],['target'],198,0,198,0,306.13149930001236,,5,306.12536450009793,306.13149930001236,306.13149930001236,0.015835799975320697,307.71029400010593,[np.float64(0.23)],[np.float64(-0.4338888888888889)],[1],[0],[0],[1.5847988999448717],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
199,0,199,[np.float64(-0.1738888888888889)],[np.float64(0.40055555555555555)],[1],[0],[0],[1.1640892000868917],['target'],199,0,199,0,307.73836270021275,,5,307.7284761001356,307.73836270021275,307.73836270021275,0.017949500121176243,308.89265850000083,[np.float64(-0.1738888888888889)],[np.float64(0.40055555555555555)],[1],[0],[0],[1.1640892000868917],['target'],participant 4,001,2025-09-30_13h54.03.335,Visual Search,,2025.1.1,60.121987503635836,2025-09-30 13h54.13.218934 +0530,
