thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,0,27,[np.float64(-0.14333333333333334)],[np.float64(-0.019444444444444445)],[1],[0],[0],[2.3159493000712246],['target'],27,0,27,0,35.941775400191545,,5,35.93298829998821,35.941775400191545,35.941775400191545,0.016189799876883626,38.249040300026536,[np.float64(-0.14333333333333334)],[np.float64(-0.019444444444444445)],[1],[0],[0],[2.3159493000712246],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
28,0,28,[np.float64(-0.15166666666666667)],[np.float64(0.3372222222222222)],[1],[0],[0],[1.1230841998476535],['target'],28,0,28,0,38.28700410015881,,10,38.2748409002088,38.28700410015881,38.28700410015881,0.025599299930036068,39.39803330018185,[np.float64(-0.15166666666666667)],[np.float64(0.3372222222222222)],[1],[0],[0],[1.1230841998476535],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
29,0,29,[np.float64(0.085)],[np.float64(-0.14944444444444444)],[1],[0],[0],[1.2986599998548627],['target'],29,0,29,0,39.42578090005554,,5,39.417033600155264,39.42578090005554,39.42578090005554,0.018805200001224875,40.71578410011716,[np.float64(0.085)],[np.float64(-0.14944444444444444)],[1],[0],[0],[1.2986599998548627],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
30,0,30,[np.float64(0.31)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.1540494000073522],['target'],30,0,30,0,40.754980500089005,,10,40.74444909999147,40.754980500089005,40.754980500089005,0.028480499982833862,41.89860040019266,[np.float64(0.31)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.1540494000073522],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
31,0,31,[np.float64(0.1922222222222222)],[np.float64(-0.4677777777777778)],[1],[0],[0],[2.0215129000134766],['target'],31,0,31,0,41.937990500126034,,10,41.927557500079274,41.937990500126034,41.937990500126034,0.02873110002838075,43.949247600045055,[np.float64(0.1922222222222222)],[np.float64(-0.4677777777777778)],[1],[0],[0],[2.0215129000134766],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
32,0,32,[np.float64(0.15777777777777777)],[np.float64(-0.47444444444444445)],[1],[0],[0],[1.180962200043723],['target'],32,0,32,0,43.97687850007787,,5,43.96695929998532,43.97687850007787,43.97687850007787,0.01736290007829666,45.14801540016197,[np.float64(0.15777777777777777)],[np.float64(-0.47444444444444445)],[1],[0],[0],[1.180962200043723],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
33,0,33,[np.float64(-0.4955555555555556)],[np.float64(0.375)],[1],[0],[0],[1.271168400067836],['target'],33,0,33,0,45.17992060002871,,5,45.16062410012819,45.17992060002871,45.17992060002871,0.01241279998794198,46.43190210009925,[np.float64(-0.4955555555555556)],[np.float64(0.375)],[1],[0],[0],[1.271168400067836],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
34,0,34,[np.float64(0.36944444444444446)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.9831524998880923],['target'],34,0,34,0,46.45770050003193,,5,46.44817780004814,46.45770050003193,46.45770050003193,0.016088899923488498,48.431444900110364,[np.float64(0.36944444444444446)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.9831524998880923],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
35,0,35,[np.float64(-0.39944444444444444)],[np.float64(-0.21777777777777776)],[1],[0],[0],[1.5216196000110358],['target'],35,0,35,0,48.468441900098696,,10,48.458318300079554,48.468441900098696,48.468441900098696,0.02665590005926788,49.98000070010312,[np.float64(-0.39944444444444444)],[np.float64(-0.21777777777777776)],[1],[0],[0],[1.5216196000110358],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
36,0,36,[np.float64(0.3861111111111111)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.7569551998749375],['target'],36,0,36,0,49.997960900189355,,5,49.99127250001766,49.997960900189355,49.997960900189355,0.011158599983900785,51.74832730018534,[np.float64(0.3861111111111111)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.7569551998749375],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
37,0,37,[np.float64(0.30833333333333335)],[np.float64(0.395)],[1],[0],[0],[1.7038614999037236],['target'],37,0,37,0,51.77018120000139,,5,51.762807100079954,51.77018120000139,51.77018120000139,0.014315800042822957,53.46683510020375,[np.float64(0.30833333333333335)],[np.float64(0.395)],[1],[0],[0],[1.7038614999037236],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
38,0,38,[np.float64(-0.20944444444444443)],[np.float64(-0.11833333333333333)],[1],[0],[0],[1.6296687999274582],['target'],38,0,38,0,53.49161340016872,,5,53.4853129000403,53.49161340016872,53.49161340016872,0.01819450012408197,55.11508190003224,[np.float64(-0.20944444444444443)],[np.float64(-0.11833333333333333)],[1],[0],[0],[1.6296687999274582],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
39,0,39,[np.float64(0.19333333333333333)],[np.float64(0.105)],[1],[0],[0],[1.0529713998548687],['target'],39,0,39,0,55.1562663000077,,10,55.14451210014522,55.1562663000077,55.1562663000077,0.029248900013044477,56.19759110012092,[np.float64(0.19333333333333333)],[np.float64(0.105)],[1],[0],[0],[1.0529713998548687],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
40,0,40,[np.float64(0.18055555555555555)],[np.float64(-0.07555555555555556)],[1],[0],[0],[0.9908507999498397],['target'],40,0,40,0,56.23435820010491,,10,56.2242058000993,56.23435820010491,56.23435820010491,0.026373500004410744,57.2151843002066,[np.float64(0.18055555555555555)],[np.float64(-0.07555555555555556)],[1],[0],[0],[0.9908507999498397],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
41,0,41,[np.float64(-0.375)],[np.float64(0.2827777777777778)],[1],[0],[0],[1.006012000143528],['target'],41,0,41,0,57.25786000001244,,10,57.24369170004502,57.25786000001244,57.25786000001244,0.028249100083485246,58.249838600168005,[np.float64(-0.375)],[np.float64(0.2827777777777778)],[1],[0],[0],[1.006012000143528],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
42,0,42,[np.float64(-0.25833333333333336)],[np.float64(-0.3522222222222222)],[0],[0],[1],[1.2983409001026303],['target'],42,0,42,0,58.277199800126255,,5,58.2667916000355,58.277199800126255,58.277199800126255,0.016678899992257357,59.5652195001021,[np.float64(-0.25833333333333336)],[np.float64(-0.3522222222222222)],[0],[0],[1],[1.2983409001026303],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
43,0,43,[np.float64(-0.43222222222222223)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.2011736000422388],['target'],43,0,43,0,59.5875352001749,,5,59.58013890008442,59.5875352001749,59.5875352001749,0.014755900017917156,60.78141809999943,[np.float64(-0.43222222222222223)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.2011736000422388],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
44,0,44,[np.float64(0.05)],[np.float64(-0.37444444444444447)],[1],[0],[0],[1.6336640999652445],['target'],44,0,44,0,60.80466970009729,,5,60.797496900195256,60.80466970009729,60.80466970009729,0.015885300002992153,62.431251800153404,[np.float64(0.05)],[np.float64(-0.37444444444444447)],[1],[0],[0],[1.6336640999652445],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
45,0,45,[np.float64(-0.3138888888888889)],[np.float64(0.2722222222222222)],[1],[0],[0],[2.590993900084868],['target'],45,0,45,0,62.46876050019637,,10,62.45701360004023,62.46876050019637,62.46876050019637,0.02558279992081225,65.04813600005582,[np.float64(-0.3138888888888889)],[np.float64(0.2722222222222222)],[1],[0],[0],[2.590993900084868],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
46,0,46,[np.float64(0.28055555555555556)],[np.float64(-0.47)],[1],[0],[0],[1.5668615999165922],['target'],46,0,46,0,65.07137740007602,,5,65.06424350012094,65.07137740007602,65.07137740007602,0.015866799978539348,66.63121870020404,[np.float64(0.28055555555555556)],[np.float64(-0.47)],[1],[0],[0],[1.5668615999165922],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
47,0,47,[np.float64(-0.4683333333333333)],[np.float64(0.027777777777777776)],[1],[0],[0],[2.955303099937737],['target'],47,0,47,0,66.6662193001248,,10,66.6587475000415,66.6662193001248,66.6662193001248,0.027303799986839294,69.61419570003636,[np.float64(-0.4683333333333333)],[np.float64(0.027777777777777776)],[1],[0],[0],[2.955303099937737],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
48,0,48,[np.float64(-0.049444444444444444)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9924914001021534],[None],48,0,48,0,69.64945930009708,,5,69.63888250011951,69.64945930009708,69.64945930009708,0.024437000043690205,71.63144560018554,[np.float64(-0.049444444444444444)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9924914001021534],[None],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
49,0,49,[np.float64(-0.35555555555555557)],[np.float64(0.051111111111111114)],[1],[0],[0],[1.450443800073117],['target'],49,0,49,0,71.6558788002003,,5,71.64678030018695,71.6558788002003,71.6558788002003,0.01516259997151792,73.09731640014797,[np.float64(-0.35555555555555557)],[np.float64(0.051111111111111114)],[1],[0],[0],[1.450443800073117],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
50,0,50,[np.float64(-0.165)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.3667177001480013],['target'],50,0,50,0,73.12016350007616,,5,73.11447700019926,73.12016350007616,73.12016350007616,0.01699390006251633,74.48129590018652,[np.float64(-0.165)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.3667177001480013],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
51,0,51,[np.float64(0.31777777777777777)],[np.float64(0.2411111111111111)],[1],[0],[0],[2.1001005000434816],['target'],51,0,51,0,74.50355750019662,,5,74.49676000000909,74.50355750019662,74.50355750019662,0.015294200042262673,76.59692440018989,[np.float64(0.31777777777777777)],[np.float64(0.2411111111111111)],[1],[0],[0],[2.1001005000434816],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
52,0,52,[np.float64(0.4766666666666667)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.1858316999860108],['target'],52,0,52,0,76.61943170009181,,5,76.61164840008132,76.61943170009181,76.61943170009181,0.014607099816203117,77.79758930020034,[np.float64(0.4766666666666667)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.1858316999860108],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
53,0,53,[np.float64(-0.435)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.904161399928853],['target'],53,0,53,0,77.83737490000203,,10,77.82751760003157,77.83737490000203,77.83737490000203,0.029735499992966652,79.73179530003108,[np.float64(-0.435)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.904161399928853],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
54,0,54,[np.float64(0.24888888888888888)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.134051099885255],['target'],54,0,54,0,79.75464870012365,,5,79.74756350019015,79.75464870012365,79.75464870012365,0.015524900052696466,80.88170630019158,[np.float64(0.24888888888888888)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.134051099885255],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
55,0,55,[np.float64(0.3038888888888889)],[np.float64(0.10888888888888888)],[1],[0],[0],[0.9115289999172091],[None],55,0,55,0,80.91243110015057,,10,80.90172090008855,80.91243110015057,80.91243110015057,0.019846600014716387,81.81337470002472,[np.float64(0.3038888888888889)],[np.float64(0.10888888888888888)],[1],[0],[0],[0.9115289999172091],[None],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
