thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(-0.4672222222222222)],[np.float64(-0.07944444444444444)],[1],[0],[0],[2.0880438999738544],['target'],56,0,56,0,81.84967420017347,,10,81.84233390004374,81.84967420017347,81.84967420017347,0.028681800002232194,83.930448200088,[np.float64(-0.4672222222222222)],[np.float64(-0.07944444444444444)],[1],[0],[0],[2.0880438999738544],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
57,0,57,[np.float64(-0.20777777777777778)],[np.float64(-0.15944444444444444)],[1],[0],[0],[2.137124100001529],['target'],57,0,57,0,83.94812050019391,,5,83.94291710015386,83.94812050019391,83.94812050019391,0.012259300099685788,86.08016080013476,[np.float64(-0.20777777777777778)],[np.float64(-0.15944444444444444)],[1],[0],[0],[2.137124100001529],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
58,0,58,[np.float64(0.08722222222222223)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.8280106999445707],['target'],58,0,58,0,86.10988110001199,,10,86.10231920005754,86.10988110001199,86.10988110001199,0.02195279998704791,87.93043210008182,[np.float64(0.08722222222222223)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.8280106999445707],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
59,0,59,[np.float64(-0.20222222222222222)],[np.float64(0.3522222222222222)],[1],[0],[0],[1.2187731999438256],['target'],59,0,59,0,87.95188240008429,,5,87.94579730019905,87.95188240008429,87.95188240008429,0.015172200044617057,89.16468050004914,[np.float64(-0.20222222222222222)],[np.float64(0.3522222222222222)],[1],[0],[0],[1.2187731999438256],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
60,0,60,[np.float64(0.1238888888888889)],[np.float64(-0.2738888888888889)],[1],[0],[0],[1.3485912999603897],['target'],60,0,60,0,89.18858120008372,,5,89.18155940016732,89.18858120008372,89.18858120008372,0.01669889991171658,90.53021160000935,[np.float64(0.1238888888888889)],[np.float64(-0.2738888888888889)],[1],[0],[0],[1.3485912999603897],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
61,0,61,[np.float64(0.3888888888888889)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.3578147999942303],['target'],61,0,61,0,90.54543310008012,,5,90.5400659001898,90.54543310008012,90.54543310008012,0.009743799921125174,91.89798850007355,[np.float64(0.3888888888888889)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.3578147999942303],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
62,0,62,[np.float64(-0.39166666666666666)],[np.float64(-0.43444444444444447)],[1],[0],[0],[2.117171300109476],['target'],62,0,62,0,91.92030770005658,,5,91.91312210005708,91.92030770005658,91.92030770005658,0.014961499953642488,94.03039550012909,[np.float64(-0.39166666666666666)],[np.float64(-0.43444444444444447)],[1],[0],[0],[2.117171300109476],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
63,0,63,[np.float64(0.155)],[np.float64(0.11833333333333333)],[1],[0],[0],[1.9185961000621319],['target'],63,0,63,0,94.05319520016201,,5,94.04552010004409,94.05319520016201,94.05319520016201,0.014929499942809343,95.96423150016926,[np.float64(0.155)],[np.float64(0.11833333333333333)],[1],[0],[0],[1.9185961000621319],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
64,0,64,[np.float64(-0.09222222222222222)],[np.float64(0.4588888888888889)],[1],[0],[0],[1.2842421000823379],['target'],64,0,64,0,96.00474910018966,,10,95.99720470001921,96.00474910018966,96.00474910018966,0.032800199929624796,97.28165390016511,[np.float64(-0.09222222222222222)],[np.float64(0.4588888888888889)],[1],[0],[0],[1.2842421000823379],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
65,0,65,[np.float64(0.35388888888888886)],[np.float64(-0.2538888888888889)],[1],[0],[0],[2.1217024999205023],['target'],65,0,65,0,97.31809430010617,,10,97.30939050018787,97.31809430010617,97.31809430010617,0.02735179988667369,99.43120050011203,[np.float64(0.35388888888888886)],[np.float64(-0.2538888888888889)],[1],[0],[0],[2.1217024999205023],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
66,0,66,[np.float64(-0.25555555555555554)],[np.float64(-0.38055555555555554)],[1],[0],[0],[2.50138369994238],['target'],66,0,66,0,99.45383950020187,,5,99.44643730018288,99.45383950020187,99.45383950020187,0.015028900001198053,101.94791640015319,[np.float64(-0.25555555555555554)],[np.float64(-0.38055555555555554)],[1],[0],[0],[2.50138369994238],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
67,0,67,[np.float64(-0.31555555555555553)],[np.float64(-0.30444444444444446)],[1],[0],[0],[0.9071295999456197],['target'],67,0,67,0,101.98105440009385,,10,101.97377460007556,101.98105440009385,101.98105440009385,0.025673299795016646,102.88102920004167,[np.float64(-0.31555555555555553)],[np.float64(-0.30444444444444446)],[1],[0],[0],[0.9071295999456197],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
68,0,68,[np.float64(0.2127777777777778)],[np.float64(-0.30722222222222223)],[1],[0],[0],[1.6202030000276864],['target'],68,0,68,0,102.9207814000547,,10,102.91060230019502,102.9207814000547,102.9207814000547,0.029326700139790773,104.53089850000106,[np.float64(0.2127777777777778)],[np.float64(-0.30722222222222223)],[1],[0],[0],[1.6202030000276864],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
69,0,69,[np.float64(-0.2088888888888889)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.602342100115493],['target'],69,0,69,0,104.55225570010953,,5,104.54578040004708,104.55225570010953,104.55225570010953,0.014675999991595745,106.1482277000323,[np.float64(-0.2088888888888889)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.602342100115493],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
70,0,70,[np.float64(-0.37777777777777777)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.0547944998834282],['target'],70,0,70,0,106.18411849997938,,10,106.17614020011388,106.18411849997938,106.18411849997938,0.02771200006827712,107.23104510013945,[np.float64(-0.37777777777777777)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.0547944998834282],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
71,0,71,[np.float64(0.06055555555555556)],[np.float64(0.3011111111111111)],[1],[0],[0],[1.2349743000231683],['target'],71,0,71,0,107.2524722001981,,5,107.24637130019255,107.2524722001981,107.2524722001981,0.015019400045275688,108.4814544999972,[np.float64(0.06055555555555556)],[np.float64(0.3011111111111111)],[1],[0],[0],[1.2349743000231683],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
72,0,72,[np.float64(-0.4033333333333333)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.265936499927193],['target'],72,0,72,0,108.50544960005209,,5,108.49806500016712,108.50544960005209,108.50544960005209,0.01641500019468367,109.76409350009635,[np.float64(-0.4033333333333333)],[np.float64(0.15555555555555556)],[1],[0],[0],[1.265936499927193],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
73,0,73,[np.float64(0.235)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.4317832000087947],['target'],73,0,73,0,109.7882677000016,,5,109.78115970012732,109.7882677000016,109.7882677000016,0.01688729994930327,111.21299660019577,[np.float64(0.235)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.4317832000087947],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
74,0,74,[np.float64(-0.1988888888888889)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.2383114001713693],['target'],74,0,74,0,111.23430540016852,,5,111.22677420009859,111.23430540016852,111.23430540016852,0.013705400051549077,112.46520230011083,[np.float64(-0.1988888888888889)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.2383114001713693],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
75,0,75,[np.float64(0.3322222222222222)],[np.float64(-0.05444444444444444)],[1],[0],[0],[1.4315504999831319],['target'],75,0,75,0,112.49001020006835,,5,112.48179420013912,112.49001020006835,112.49001020006835,0.01636249991133809,113.91345980018377,[np.float64(0.3322222222222222)],[np.float64(-0.05444444444444444)],[1],[0],[0],[1.4315504999831319],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
76,0,76,[np.float64(-0.42444444444444446)],[np.float64(-0.24222222222222223)],[1],[0],[0],[1.0679667999502271],['target'],76,0,76,0,113.93758910009637,,5,113.93011000007391,113.93758910009637,113.93758910009637,0.01645200001075864,114.99816790013574,[np.float64(-0.42444444444444446)],[np.float64(-0.24222222222222223)],[1],[0],[0],[1.0679667999502271],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
77,0,77,[np.float64(0.25222222222222224)],[np.float64(-0.07055555555555555)],[1],[0],[0],[1.3399129000026733],['target'],77,0,77,0,115.03343440010212,,10,115.02433100016788,115.03343440010212,115.03343440010212,0.025984999956563115,116.36436020000838,[np.float64(0.25222222222222224)],[np.float64(-0.07055555555555555)],[1],[0],[0],[1.3399129000026733],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
78,0,78,[np.float64(-0.29833333333333334)],[np.float64(0.09777777777777778)],[1],[0],[0],[0.9999752999283373],['target'],78,0,78,0,116.38829660019837,,5,116.37974370014854,116.38829660019837,116.38829660019837,0.015152700012549758,117.37977240001783,[np.float64(-0.29833333333333334)],[np.float64(0.09777777777777778)],[1],[0],[0],[0.9999752999283373],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
79,0,79,[np.float64(-0.32666666666666666)],[np.float64(-0.4211111111111111)],[1],[0],[0],[1.2348428000696003],['target'],79,0,79,0,117.40414050011896,,5,117.39655780000612,117.40414050011896,117.40414050011896,0.01669909991323948,118.6315991000738,[np.float64(-0.32666666666666666)],[np.float64(-0.4211111111111111)],[1],[0],[0],[1.2348428000696003],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
80,0,80,[np.float64(0.2)],[np.float64(-0.38055555555555554)],[1],[0],[0],[1.2988197000231594],['target'],80,0,80,0,118.65569250006229,,5,118.6484471000731,118.65569250006229,118.65569250006229,0.016509199980646372,119.9473666001577,[np.float64(0.2)],[np.float64(-0.38055555555555554)],[1],[0],[0],[1.2988197000231594],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
81,0,81,[np.float64(0.15166666666666667)],[np.float64(0.16)],[1],[0],[0],[1.2361649998929352],['target'],81,0,81,0,119.98829790018499,,10,119.97722480003722,119.98829790018499,119.98829790018499,0.02967889979481697,121.2134609001223,[np.float64(0.15166666666666667)],[np.float64(0.16)],[1],[0],[0],[1.2361649998929352],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
82,0,82,[np.float64(0.2238888888888889)],[np.float64(0.2411111111111111)],[1],[0],[0],[1.382416799897328],['target'],82,0,82,0,121.2392766000703,,10,121.23199360002764,121.2392766000703,121.2392766000703,0.018323900178074837,122.61451500002295,[np.float64(0.2238888888888889)],[np.float64(0.2411111111111111)],[1],[0],[0],[1.382416799897328],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
83,0,83,[np.float64(-0.011111111111111112)],[np.float64(-0.46055555555555555)],[1],[0],[0],[1.6012641000561416],['target'],83,0,83,0,122.63640710012987,,5,122.62947729998268,122.63640710012987,122.63640710012987,0.01475990004837513,124.23084800015204,[np.float64(-0.011111111111111112)],[np.float64(-0.46055555555555555)],[1],[0],[0],[1.6012641000561416],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
84,0,84,[np.float64(-0.017222222222222222)],[np.float64(0.32666666666666666)],[1],[0],[0],[1.4332010999787599],['target'],84,0,84,0,124.25256650010124,,5,124.24597980012186,124.25256650010124,124.25256650010124,0.014941599918529391,125.67928809998557,[np.float64(-0.017222222222222222)],[np.float64(0.32666666666666666)],[1],[0],[0],[1.4332010999787599],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
85,0,85,[np.float64(-0.08222222222222222)],[np.float64(0.12277777777777778)],[1],[0],[0],[1.256457299925387],['target'],85,0,85,0,125.71788550005294,,10,125.70655700005591,125.71788550005294,125.71788550005294,0.027120100101456046,126.9631031001918,[np.float64(-0.08222222222222222)],[np.float64(0.12277777777777778)],[1],[0],[0],[1.256457299925387],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
86,0,86,[np.float64(-0.2111111111111111)],[np.float64(0.31055555555555553)],[1],[0],[0],[1.0401951000094414],['target'],86,0,86,0,126.99745999998413,,10,126.99025750020519,126.99745999998413,126.99745999998413,0.0269486999604851,128.0305644001346,[np.float64(-0.2111111111111111)],[np.float64(0.31055555555555553)],[1],[0],[0],[1.0401951000094414],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
87,0,87,[np.float64(0.31722222222222224)],[np.float64(-0.08)],[1],[0],[0],[1.2004859000444412],['target'],87,0,87,0,128.0538402001839,,5,128.04679340007715,128.0538402001839,128.0538402001839,0.016019499860703945,129.24737480003387,[np.float64(0.31722222222222224)],[np.float64(-0.08)],[1],[0],[0],[1.2004859000444412],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
88,0,88,[np.float64(0.14666666666666667)],[np.float64(-0.20444444444444446)],[1],[0],[0],[1.2519698000978678],['target'],88,0,88,0,129.26912090019323,,5,129.26213140017353,129.26912090019323,129.26912090019323,0.014587099896743894,130.51419850019738,[np.float64(0.14666666666666667)],[np.float64(-0.20444444444444446)],[1],[0],[0],[1.2519698000978678],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
89,0,89,[np.float64(-0.39166666666666666)],[np.float64(0.1438888888888889)],[1],[0],[0],[1.3041185999754816],['target'],89,0,89,0,130.55284040002152,,10,130.54281180002727,130.55284040002152,130.55284040002152,0.028440100140869617,131.84703350020573,[np.float64(-0.39166666666666666)],[np.float64(0.1438888888888889)],[1],[0],[0],[1.3041185999754816],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
90,0,90,[np.float64(-0.31055555555555553)],[np.float64(0.22166666666666668)],[1],[0],[0],[1.269017699873075],[None],90,0,90,0,131.86682540015317,,5,131.8617946000304,131.86682540015317,131.86682540015317,0.014541300013661385,133.13093640003353,[np.float64(-0.31055555555555553)],[np.float64(0.22166666666666668)],[1],[0],[0],[1.269017699873075],[None],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
91,0,91,[np.float64(0.44666666666666666)],[np.float64(-0.08444444444444445)],[1],[0],[0],[1.765424899989739],[None],91,0,91,0,133.15559810004197,,5,133.14757969998755,133.15559810004197,133.15559810004197,0.016466900007799268,134.91310800006613,[np.float64(0.44666666666666666)],[np.float64(-0.08444444444444445)],[1],[0],[0],[1.765424899989739],[None],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
92,0,92,[np.float64(0.3522222222222222)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.1509846998378634],[None],92,0,92,0,134.9361394001171,,5,134.92927810014226,134.9361394001171,134.9361394001171,0.015993400011211634,136.08036370016634,[np.float64(0.3522222222222222)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.1509846998378634],[None],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
93,0,93,[np.float64(0.22666666666666666)],[np.float64(-0.30777777777777776)],[1],[0],[0],[1.1039774999953806],['target'],93,0,93,0,136.11828440008685,,10,136.10868930001743,136.11828440008685,136.11828440008685,0.028140499955043197,137.2127592000179,[np.float64(0.22666666666666666)],[np.float64(-0.30777777777777776)],[1],[0],[0],[1.1039774999953806],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
94,0,94,[np.float64(-0.21388888888888888)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.2185125998221338],['target'],94,0,94,0,137.23294680006802,,5,137.22768690017983,137.23294680006802,137.23294680006802,0.014732599956914783,138.44629510003142,[np.float64(-0.21388888888888888)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.2185125998221338],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
95,0,95,[np.float64(0.4338888888888889)],[np.float64(-0.355)],[1],[0],[0],[1.5773874998558313],['target'],95,0,95,0,138.47669770009816,,10,138.4693482001312,138.47669770009816,138.47669770009816,0.022881600074470043,140.04683200013824,[np.float64(0.4338888888888889)],[np.float64(-0.355)],[1],[0],[0],[1.5773874998558313],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
96,0,96,[np.float64(0.23944444444444443)],[np.float64(-0.4461111111111111)],[1],[0],[0],[1.5174644999206066],['target'],96,0,96,0,140.0687542001251,,5,140.06212240015157,140.0687542001251,140.0687542001251,0.015094599919393659,141.579656700138,[np.float64(0.23944444444444443)],[np.float64(-0.4461111111111111)],[1],[0],[0],[1.5174644999206066],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
97,0,97,[np.float64(-0.14222222222222222)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.2939589999150485],['target'],97,0,97,0,141.6116803002078,,10,141.60359370009974,141.6116803002078,141.6116803002078,0.02379760006442666,142.89766840008087,[np.float64(-0.14222222222222222)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.2939589999150485],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
98,0,98,[np.float64(-0.04055555555555555)],[np.float64(0.2338888888888889)],[1],[0],[0],[1.016233199974522],['target'],98,0,98,0,142.9208244001493,,5,142.9134945999831,142.9208244001493,142.9208244001493,0.015582999913021922,143.92982610012405,[np.float64(-0.04055555555555555)],[np.float64(0.2338888888888889)],[1],[0],[0],[1.016233199974522],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
99,0,99,[np.float64(-0.4583333333333333)],[np.float64(-0.17944444444444443)],[1],[0],[0],[1.3396313998382539],['target'],99,0,99,0,143.96692380006425,,10,143.9557604000438,143.96692380006425,143.96692380006425,0.02573600015603006,145.2954474000726,[np.float64(-0.4583333333333333)],[np.float64(-0.17944444444444443)],[1],[0],[0],[1.3396313998382539],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
100,0,100,[np.float64(0.1761111111111111)],[np.float64(0.26)],[1],[0],[0],[1.3065830001141876],['target'],100,0,100,0,145.31472880020738,,5,145.30680440017022,145.31472880020738,145.31472880020738,0.011246399953961372,146.61349690007046,[np.float64(0.1761111111111111)],[np.float64(0.26)],[1],[0],[0],[1.3065830001141876],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
101,0,101,[np.float64(-0.23166666666666666)],[np.float64(-0.4088888888888889)],[1],[0],[0],[2.0698694000020623],['target'],101,0,101,0,146.63693190016784,,5,146.62844330002554,146.63693190016784,146.63693190016784,0.014800299890339375,148.69849370000884,[np.float64(-0.23166666666666666)],[np.float64(-0.4088888888888889)],[1],[0],[0],[2.0698694000020623],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
102,0,102,[np.float64(-0.405)],[np.float64(-0.3388888888888889)],[1],[0],[0],[1.2632548999972641],['target'],102,0,102,0,148.72356500010937,,5,148.7163232001476,148.72356500010937,148.72356500010937,0.01757030002772808,149.97967570018955,[np.float64(-0.405)],[np.float64(-0.3388888888888889)],[1],[0],[0],[1.2632548999972641],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
103,0,103,[np.float64(-0.3622222222222222)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.071318499976769],['target'],103,0,103,0,150.01764450012706,,10,150.00787420012057,150.01764450012706,150.01764450012706,0.02800379996187985,151.0792779000476,[np.float64(-0.3622222222222222)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.071318499976769],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
104,0,104,[np.float64(0.1661111111111111)],[np.float64(0.2683333333333333)],[1],[0],[0],[1.4101011001039296],['target'],104,0,104,0,151.11457600002177,,10,151.1040748001542,151.11457600002177,151.11457600002177,0.02463630004785955,152.51430250005797,[np.float64(0.1661111111111111)],[np.float64(0.2683333333333333)],[1],[0],[0],[1.4101011001039296],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
105,0,105,[np.float64(0.3838888888888889)],[np.float64(-0.2127777777777778)],[1],[0],[0],[1.27215850003995],['target'],105,0,105,0,152.54877810017206,,10,152.54125070013106,152.54877810017206,152.54877810017206,0.026712799910455942,153.8135101001244,[np.float64(0.3838888888888889)],[np.float64(-0.2127777777777778)],[1],[0],[0],[1.27215850003995],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
106,0,106,[np.float64(0.030555555555555555)],[np.float64(-0.14944444444444444)],[1],[0],[0],[1.2714833000209183],['target'],106,0,106,0,153.85456980019808,,10,153.8403398001101,153.85456980019808,153.85456980019808,0.026623500045388937,155.11188240000047,[np.float64(0.030555555555555555)],[np.float64(-0.14944444444444444)],[1],[0],[0],[1.2714833000209183],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
107,0,107,[np.float64(-0.3005555555555556)],[np.float64(-0.3811111111111111)],[1],[0],[0],[1.8661946998909116],['target'],107,0,107,0,155.14107170002535,,10,155.13126599998213,155.14107170002535,155.14107170002535,0.01926520001143217,156.9975765000563,[np.float64(-0.3005555555555556)],[np.float64(-0.3811111111111111)],[1],[0],[0],[1.8661946998909116],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
108,0,108,[np.float64(0.07777777777777778)],[np.float64(0.4572222222222222)],[1],[0],[0],[1.737267600139603],['target'],108,0,108,0,157.0386064001359,,10,157.0261700002011,157.0386064001359,157.0386064001359,0.028352099936455488,158.76354430010542,[np.float64(0.07777777777777778)],[np.float64(0.4572222222222222)],[1],[0],[0],[1.737267600139603],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
109,0,109,[np.float64(0.049444444444444444)],[np.float64(0.48944444444444446)],[1],[0],[0],[2.122850000159815],['target'],109,0,109,0,158.77974640019238,,5,158.77455490012653,158.77974640019238,158.77974640019238,0.010776499984785914,160.8975320002064,[np.float64(0.049444444444444444)],[np.float64(0.48944444444444446)],[1],[0],[0],[2.122850000159815],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
110,0,110,[np.float64(-0.4922222222222222)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.3499880998861045],['target'],110,0,110,0,160.92924120021053,,5,160.91366920014843,160.92924120021053,160.92924120021053,0.015957399969920516,162.2637568002101,[np.float64(-0.4922222222222222)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.3499880998861045],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
111,0,111,[np.float64(-0.06388888888888888)],[np.float64(0.09388888888888888)],[1],[0],[0],[1.2225919999182224],['target'],111,0,111,0,162.30034289998002,,10,162.29054479999468,162.30034289998002,162.30034289998002,0.026597300078719854,163.51323730009608,[np.float64(-0.06388888888888888)],[np.float64(0.09388888888888888)],[1],[0],[0],[1.2225919999182224],['target'],participant 5,001,2025-09-30_14h00.14.836,Visual Search,,2025.1.1,60.11190436149224,2025-09-30 14h01.04.067501 +0530,
