study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,Test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,TestText.stopped,Test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,8,8,0,,,bo_t_e,Bottle,new,"bottle
",[np.float64(-0.0044444444444444444)],[np.float64(-0.3088888888888889)],[1],[0],[0],[5.412312499713153],['submit_text'],,,,,0,8,8,18,102.99217220023274,,,,,,,,102.98135429993272,102.99217220023274,102.99217220023274,102.99217220023274,0.00367969973012805,,108.39398630009964,"bottle
",[np.float64(-0.0044444444444444444)],[np.float64(-0.3088888888888889)],[1],[0],[0],[5.412312499713153],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,9,9,0,,,_oo_,Book,old,books,[np.float64(-0.0044444444444444444)],[np.float64(-0.30833333333333335)],[1],[0],[0],[7.612496700137854],['submit_text'],,,,,0,9,9,13,108.40927800023928,,,,,,,,108.39727600011975,108.40927800023928,108.40927800023928,108.40927800023928,0.0031464998610317707,,116.01008669985458,books,[np.float64(-0.0044444444444444444)],[np.float64(-0.30833333333333335)],[1],[0],[0],[7.612496700137854],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,10,10,0,,,P_s_r_,Pastry,old,pastry,[np.float64(0.03)],[np.float64(-0.29)],[1],[0],[0],[9.446675399783999],['submit_text'],,,,,0,10,10,4,116.02513720002025,,,,,,,,116.01380209997296,116.02513720002025,116.02513720002025,116.02513720002025,0.0035704001784324646,,125.46083369990811,pastry,[np.float64(0.03)],[np.float64(-0.29)],[1],[0],[0],[9.446675399783999],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,11,11,0,,,c_s_,Case,old,case,[np.float64(0.04055555555555555)],[np.float64(-0.28944444444444445)],[1],[0],[0],[4.363527100067586],['submit_text'],,,,,0,11,11,5,125.47569070011377,,,,,,,,125.46460419986397,125.47569070011377,125.47569070011377,125.47569070011377,0.003617200069129467,,129.82847890025005,case,[np.float64(0.04055555555555555)],[np.float64(-0.28944444444444445)],[1],[0],[0],[4.363527100067586],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,12,12,0,,,P_li_e,Police,old,"police
",[np.float64(0.06111111111111111)],[np.float64(-0.31055555555555553)],[1],[0],[0],[4.960329399909824],['submit_text'],,,,,0,12,12,7,129.842343499884,,,,,,,,129.83224020013586,129.842343499884,129.842343499884,129.842343499884,0.0036284001544117928,,134.79293899983168,"police
",[np.float64(0.06111111111111111)],[np.float64(-0.31055555555555553)],[1],[0],[0],[4.960329399909824],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,13,13,0,,,_ou_e,mouse,old,mouse,[np.float64(0.04388888888888889)],[np.float64(-0.2838888888888889)],[1],[0],[0],[4.629976399708539],['submit_text'],,,,,0,13,13,3,134.80850249994546,,,,,,,,134.7977120000869,134.80850249994546,134.80850249994546,134.80850249994546,0.004637100268155336,,139.428195099812,mouse,[np.float64(0.04388888888888889)],[np.float64(-0.2838888888888889)],[1],[0],[0],[4.629976399708539],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,14,14,0,,,_ho_e,Phone,old,,[np.float64(0.04388888888888889)],[np.float64(-0.2838888888888889)],[1],[0],[0],[17.611158300191164],['submit_text'],,,,,0,14,14,12,139.4416459002532,,,,,,,,139.4327147002332,139.4416459002532,139.4416459002532,139.4416459002532,0.004322799853980541,149.44189639994875,157.04427239997312,,[np.float64(0.04388888888888889)],[np.float64(-0.2838888888888889)],[1],[0],[0],[17.611158300191164],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,15,15,0,,,_o_rd,Board,old,board,[np.float64(0.04888888888888889)],[np.float64(-0.29944444444444446)],[1],[0],[0],[8.96102729998529],['submit_text'],,,,,0,15,15,10,157.05859899986535,,,,,,,,157.048166600056,157.05859899986535,157.05859899986535,157.05859899986535,0.003750499803572893,,166.00962059991434,board,[np.float64(0.04888888888888889)],[np.float64(-0.29944444444444446)],[1],[0],[0],[8.96102729998529],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,16,16,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.041666666666666664)],[np.float64(-0.3005555555555556)],[1],[0],[0],[3.878385500051081],['submit_text'],,,,,0,16,16,0,166.02505860012025,,,,,,,,166.01396409980953,166.02505860012025,166.02505860012025,166.02505860012025,0.004165099933743477,,169.89289209991693,laptop,[np.float64(0.041666666666666664)],[np.float64(-0.3005555555555556)],[1],[0],[0],[3.878385500051081],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,17,17,0,,,c_s_io_,Cushion,old,cushion,[np.float64(-0.011111111111111112)],[np.float64(-0.28888888888888886)],[1],[0],[0],[21.010218699928373],['submit_text'],,,,,0,17,17,14,169.9079479998909,,,,,,,,169.89851430011913,169.9079479998909,169.9079479998909,169.9079479998909,0.005324900150299072,179.90820780023932,190.90915259998292,cushion,[np.float64(-0.011111111111111112)],[np.float64(-0.28888888888888886)],[1],[0],[0],[21.010218699928373],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,18,18,0,,,v_s_,Vase,new,,[np.float64(-0.011111111111111112)],[np.float64(-0.28888888888888886)],[1],[0],[0],[5.761349900159985],['submit_text'],,,,,0,18,18,17,190.9241557000205,,,,,,,,190.91392700001597,190.9241557000205,190.9241557000205,190.9241557000205,0.004627599846571684,,196.67562549980357,,[np.float64(-0.011111111111111112)],[np.float64(-0.28888888888888886)],[1],[0],[0],[5.761349900159985],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
,19,19,0,,,P_st_r,Poster,old,poster,[np.float64(-0.007222222222222222)],[np.float64(-0.3055555555555556)],[1],[0],[0],[3.7131059002131224],['submit_text'],,,,,0,19,19,9,196.69138049986213,,,,,,,,196.67944310000166,196.69138049986213,196.69138049986213,196.69138049986213,0.0036792000755667686,,200.39298840006813,poster,[np.float64(-0.007222222222222222)],[np.float64(-0.3055555555555556)],[1],[0],[0],[3.7131059002131224],['submit_text'],participant_3,001,2025-10-13_17h21.42.140,Deeya Word Priming,,2025.1.1,60.09160369459368,2025-10-13 17h23.48.406444 +0530,
